t n p
1 10000 0
2 10000 0
3 9984 0
4 9896 0
5 9818 0
6 9936 0
7 9880 5.06073e-05
8 9862 0.000202799
9 10000 0.00015
10 9942 0.000402334
11 9970 0.000551655
12 9924 0.000554212
13 9922 0.00105825
14 10000 0.0011
15 10000 0.0012
16 10000 0.0014
17 10000 0.00145
18 10000 0.00165
19 9798 0.00295979
20 9736 0.00410846
21 9826 0.00473234
22 9946 0.00558013
23 9798 0.00607267
24 9832 0.00600081
25 9828 0.00620676
26 9824 0.00590391
27 10000 0.0068
28 9990 0.00815816
29 9970 0.00897693
30 9912 0.0105428
31 9944 0.0108105
32 9828 0.0100733
33 9702 0.00984333
34 9864 0.00998581
35 9854 0.0107063
36 10000 0.0113
37 10000 0.0114
38 10000 0.01315
39 10000 0.0136
40 10000 0.016
41 10000 0.0187
42 10000 0.02115
43 10000 0.0237
44 10000 0.0261
45 10000 0.02745
46 10000 0.02985
47 10000 0.0343
48 9992 0.0371797
49 9948 0.0428729
50 9834 0.0478442
51 9922 0.0538198
52 10000 0.05735
53 10000 0.063
54 10000 0.06665
55 10000 0.07425
56 10000 0.0856
57 10000 0.0908
58 10000 0.10085
59 10000 0.11645
60 10000 0.1286
61 10000 0.137
62 10000 0.1565
63 10000 0.1688
64 10000 0.1862
65 10000 0.1948
66 10000 0.213
67 10000 0.2261
68 10000 0.23845
69 10000 0.25375
70 10000 0.2705
71 10000 0.2821
72 10000 0.30685
73 10000 0.3267
74 10000 0.345
75 10000 0.3734
76 10000 0.3899
77 10000 0.41745
78 10000 0.4359
79 10000 0.4493
80 10000 0.47345
81 10000 0.5027
82 10000 0.525
83 10000 0.5458
84 10000 0.56495
85 10000 0.58795
86 10000 0.613
87 10000 0.6297
88 10000 0.64895
89 10000 0.66645
90 10000 0.6905
91 10000 0.70865
92 10000 0.73035
93 10000 0.7539
94 10000 0.76715
95 10000 0.78645
96 10000 0.8001
97 10000 0.8165
98 10000 0.831
99 10000 0.8403
100 10000 0.8534
101 10000 0.86835
102 10000 0.8782
103 10000 0.88325
104 10000 0.8903
105 10000 0.90135
106 10000 0.91235
107 10000 0.9173
108 10000 0.9199
109 10000 0.9324
110 10000 0.9403
111 10000 0.94235
112 10000 0.9506
113 10000 0.9553
114 10000 0.9617
115 10000 0.9647
116 10000 0.9713
117 10000 0.97145
118 10000 0.9731
119 10000 0.97485
120 10000 0.97475
121 10000 0.97555
122 10000 0.9789
123 10000 0.9807
124 10000 0.9827
125 10000 0.9855
126 10000 0.987
127 10000 0.9885
128 10000 0.9904
129 10000 0.99035
130 10000 0.9897
131 10000 0.99125
132 10000 0.9925
133 10000 0.9926
134 10000 0.9927
135 10000 0.99375
136 10000 0.994
137 10000 0.9934
138 10000 0.99315
139 10000 0.9944
140 10000 0.995
141 10000 0.99535
142 10000 0.9961
143 10000 0.9961
144 10000 0.99635
145 10000 0.997
146 10000 0.99725
147 10000 0.99745
148 10000 0.9978
149 10000 0.99785
150 10000 0.9983
151 10000 0.9984
152 10000 0.9986
153 10000 0.9982
154 10000 0.9985
155 10000 0.99825
156 10000 0.9984
157 10000 0.9988
158 10000 0.99885
159 10000 0.9991
160 10000 0.99935
161 10000 0.99955
162 10000 0.99945
163 10000 0.99965
164 10000 0.9996
165 10000 0.9995
166 10000 0.9994
167 10000 0.99905
168 10000 0.99915
169 10000 0.99955
170 10000 0.9996
171 10000 0.9997
172 10000 0.99955
173 10000 0.99935
174 10000 0.9997
175 10000 0.9997
176 10000 0.9998
177 10000 0.9996
178 10000 0.9998
179 10000 1
