t n p
1 10000 0
2 10000 0
3 9896 0
4 10000 0
5 9956 0
6 9938 0
7 9966 0
8 9990 0
9 9888 0
10 9908 0
11 9816 0
12 9764 0
13 9858 5.07202e-05
14 9744 0
15 9950 0
16 10000 0
17 10000 0
18 9944 5.02816e-05
19 9980 0
20 10000 0
21 10000 0
22 9964 0
23 10000 0
24 10000 0
25 9964 0
26 9888 0
27 9860 0
28 9822 0
29 9738 0
30 9664 0
31 9600 0
32 9552 5.23451e-05
33 9472 0
34 9620 0
35 9502 0
36 9588 5.21485e-05
37 9540 0
38 9324 5.36251e-05
39 9386 0
40 9522 0
41 9508 0
42 9542 5.23999e-05
43 9436 0
44 9430 0
45 9564 5.22794e-05
46 9546 0.000104756
47 9782 0.000102229
48 9992 5.004e-05
49 9972 0.000100281
50 10000 5e-05
51 10000 0
52 10000 0
53 10000 0
54 9996 0
55 10000 0
56 9858 0
57 9876 0
58 9764 0
59 9820 0
60 9850 0
61 9896 0
62 9694 0
63 9492 0
64 9598 0
65 9610 0
66 9612 0
67 9538 0
68 9678 0
69 9692 0
70 9888 0
71 10000 0
72 9870 0
73 9900 5.05051e-05
74 9828 0
75 9764 0
76 9648 0
77 9668 0
78 9908 0
79 9744 0
80 9670 0
81 9864 0
82 9868 0
83 9974 0
84 9946 0
85 9858 0
86 9862 0
87 9960 0
88 9898 0
89 9868 0
90 9806 0
91 10000 0
92 10000 0
93 10000 0
94 10000 0
95 10000 0
96 9876 0
97 9772 0
98 9588 0
99 9478 0
100 9526 0
101 9638 0
102 9526 0
103 9484 0
104 9332 0
105 9322 0
106 9522 0
107 9586 0
108 9400 0
109 9474 0
110 9454 0
111 9612 0
112 9698 0
113 9762 0
114 9872 0
115 9916 0
116 9852 0
117 9950 0
118 9916 0
119 9932 0
120 9944 0
121 10000 0
122 10000 0
123 10000 5e-05
124 10000 0.0001
125 9900 5.05051e-05
126 9620 5.19751e-05
127 9666 5.17277e-05
128 9634 0.000103799
129 9686 0.000103242
130 9782 5.11143e-05
131 9872 0.000202593
132 9732 0.000154131
133 9670 0.000258532
134 9580 0.000365344
135 9608 0.00046836
136 9554 0.000471007
137 9626 0.000519427
138 9778 0.000460217
139 9648 0.000155473
140 9878 0.000101235
141 9810 0.000407747
142 9784 0.000817661
143 9798 0.00061237
144 9794 0.00107208
145 9716 0.00113215
146 9680 0.000826446
147 9814 0.000611372
148 9840 0.000609756
149 9934 0.000352325
150 9886 0.000404613
151 9878 0.000506175
152 9772 0.000307
153 9846 0.000355474
154 9698 0.000618684
155 9824 0.000814332
156 9622 0.000987321
157 9624 0.000935162
158 9598 0.000833507
159 9674 0.000671904
160 9670 0.000775595
161 9790 0.000868233
162 9700 0.000824742
163 9790 0.000561798
164 9774 0.000869654
165 9690 0.000515996
166 9898 0.000858759
167 10000 0.0006
168 9968 0.000752408
169 9842 0.00111766
170 9980 0.00130261
171 10000 0.00135
172 9918 0.0018653
173 10000 0.0018
174 10000 0.00235
175 10000 0.0023
176 9968 0.00280899
177 9942 0.00311808
178 9978 0.00430948
179 9862 0.00319408
180 9856 0.00339894
181 9722 0.00313721
182 9688 0.00397399
183 9860 0.00471602
184 9880 0.00571862
185 9926 0.00780778
186 9862 0.00948084
187 9752 0.0116899
188 9784 0.0137469
189 9872 0.0135231
190 9786 0.0135398
191 9754 0.0164035
192 9928 0.0163678
193 9820 0.0179226
194 9874 0.0184829
195 9934 0.0175156
196 9988 0.022527
197 10000 0.0238
198 10000 0.0263
199 10000 0.03005
200 10000 0.0326
201 10000 0.03215
202 10000 0.03835
203 10000 0.04485
204 10000 0.05025
205 10000 0.05215
206 10000 0.05535
207 10000 0.06095
208 9998 0.0686637
209 10000 0.0761
210 10000 0.08195
211 10000 0.09105
212 10000 0.09795
213 10000 0.10935
214 10000 0.1209
215 10000 0.13125
216 10000 0.14165
217 10000 0.16005
218 10000 0.17385
219 10000 0.18825
220 10000 0.20625
221 10000 0.219
222 10000 0.23035
223 10000 0.244
224 10000 0.26195
225 10000 0.2819
226 10000 0.2972
227 10000 0.3177
228 10000 0.33635
229 10000 0.35925
230 10000 0.3755
231 10000 0.39365
232 10000 0.41025
233 10000 0.43655
234 10000 0.4547
235 10000 0.47645
236 10000 0.50565
237 10000 0.52375
238 10000 0.54235
239 10000 0.56925
240 10000 0.58975
241 10000 0.6061
242 10000 0.62185
243 10000 0.64885
244 10000 0.6654
245 10000 0.6834
246 10000 0.698
247 10000 0.7232
248 10000 0.74505
249 10000 0.75815
250 10000 0.77195
251 10000 0.7955
252 10000 0.8082
253 10000 0.8248
254 10000 0.83585
255 10000 0.84805
256 10000 0.86215
257 10000 0.8716
258 10000 0.87635
259 10000 0.88355
260 10000 0.89845
261 10000 0.9064
262 10000 0.91185
263 10000 0.9184
264 10000 0.9253
265 10000 0.93025
266 10000 0.93735
267 10000 0.94165
268 10000 0.94715
269 10000 0.94965
270 10000 0.9534
271 10000 0.95555
272 10000 0.96005
273 10000 0.96515
274 10000 0.96995
275 10000 0.97175
276 10000 0.9733
277 10000 0.9746
278 10000 0.97565
279 10000 0.97935
280 10000 0.98125
281 10000 0.98335
282 10000 0.9841
283 10000 0.98565
284 10000 0.98685
285 10000 0.988
286 10000 0.9899
287 10000 0.9899
288 10000 0.98975
289 10000 0.99145
290 10000 0.99345
291 10000 0.99345
292 10000 0.9936
293 10000 0.9941
294 10000 0.994
295 10000 0.9936
296 10000 0.9962
297 10000 0.99635
298 10000 0.9965
299 10000 0.99725
300 10000 0.9978
301 10000 0.99835
302 10000 0.99795
303 10000 0.9983
304 10000 0.99805
305 10000 0.9981
306 10000 0.99805
307 10000 0.9982
308 10000 0.9986
309 10000 0.99895
310 10000 0.9989
311 10000 0.99905
312 10000 0.999
313 10000 0.9992
314 10000 0.99905
315 10000 0.99885
316 10000 0.99885
317 10000 0.99925
318 10000 0.99925
319 10000 0.99915
320 10000 0.999
321 10000 0.99905
322 10000 0.9985
323 10000 0.99855
324 10000 0.999
325 10000 0.9992
326 10000 0.99895
327 10000 0.999
328 10000 0.999
329 10000 0.99945
330 10000 0.9995
331 10000 0.99975
332 10000 0.9997
333 10000 0.99975
334 10000 0.9997
335 10000 0.99985
336 10000 0.99985
337 10000 0.99975
338 10000 0.99995
339 10000 1
