t n p
1 10000 0
2 9868 0
3 9728 0
4 9600 0
5 9534 0
6 9602 0
7 9914 0
8 9886 5.05766e-05
9 9858 0
10 9806 0
11 9910 0
12 9894 0
13 9768 0
14 9822 0
15 9792 0
16 9854 5.07408e-05
17 9850 0
18 9968 0
19 9888 0
20 10000 0
21 9932 0
22 9906 0
23 9950 0
24 9976 0
25 9926 0
26 9854 0
27 9960 0
28 10000 0
29 10000 0
30 9992 0
31 9940 0
32 9884 0
33 9870 0
34 9922 0
35 9958 0
36 10000 0
37 10000 0
38 10000 0
39 10000 0
40 9980 0
41 10000 0
42 9934 0
43 10000 0
44 10000 0
45 10000 0
46 10000 0
47 9986 0
48 9880 0
49 9880 0
50 9980 0
51 10000 5e-05
52 10000 0
53 10000 0
54 9952 0
55 9958 0
56 9966 0
57 9892 0
58 9870 0
59 9854 0
60 9960 0
61 10000 5e-05
62 10000 0.0002
63 10000 0.00035
64 10000 0.0003
65 10000 0.0003
66 9946 0.0003519
67 10000 0.00015
68 10000 0.00045
69 10000 0.0003
70 9924 0.00035268
71 10000 0.00035
72 9878 0.000303705
73 9824 0.000203583
74 9724 0.000257096
75 9574 0.000574473
76 9648 0.000310945
77 9678 0.000826617
78 9750 0.000564103
79 9586 0.00088671
80 9652 0.00119146
81 9626 0.00166216
82 9616 0.00202787
83 9592 0.00198082
84 9584 0.00156511
85 9686 0.00206484
86 9622 0.00244232
87 9368 0.00394962
88 9516 0.00462379
89 9520 0.00551471
90 9380 0.00607676
91 9596 0.00692997
92 9608 0.00655704
93 9720 0.00694444
94 9590 0.00771637
95 9716 0.00864553
96 9730 0.00853032
97 9706 0.0101999
98 9812 0.00993681
99 9824 0.0106881
100 9886 0.0126441
101 10000 0.01315
102 10000 0.01465
103 10000 0.0146
104 10000 0.01485
105 10000 0.01545
106 9962 0.0169143
107 9880 0.0180162
108 9840 0.0196138
109 9734 0.0209575
110 9726 0.0238022
111 9816 0.0259271
112 9848 0.0281275
113 9904 0.0319568
114 10000 0.0349
115 10000 0.03725
116 10000 0.03805
117 10000 0.0391
118 9922 0.0422294
119 10000 0.0451
120 10000 0.0457
121 10000 0.04765
122 10000 0.05225
123 10000 0.0579
124 10000 0.06315
125 10000 0.06975
126 10000 0.0769
127 10000 0.0841
128 10000 0.08775
129 10000 0.0945
130 10000 0.10225
131 10000 0.11785
132 10000 0.12475
133 10000 0.1306
134 10000 0.1437
135 10000 0.15385
136 10000 0.16255
137 10000 0.17815
138 10000 0.19715
139 10000 0.21035
140 10000 0.22385
141 10000 0.24035
142 10000 0.25825
143 10000 0.2812
144 10000 0.30285
145 10000 0.31895
146 10000 0.34005
147 10000 0.36275
148 10000 0.38575
149 10000 0.40145
150 10000 0.41365
151 10000 0.43255
152 10000 0.45625
153 10000 0.4734
154 10000 0.4955
155 10000 0.51965
156 10000 0.5387
157 10000 0.56235
158 10000 0.58465
159 10000 0.6076
160 10000 0.6299
161 10000 0.6461
162 10000 0.67
163 10000 0.6909
164 10000 0.71125
165 10000 0.73385
166 10000 0.75385
167 10000 0.77635
168 10000 0.7901
169 10000 0.8078
170 10000 0.82475
171 10000 0.8356
172 10000 0.8503
173 10000 0.8609
174 10000 0.87655
175 10000 0.8878
176 10000 0.89545
177 10000 0.90455
178 10000 0.90915
179 10000 0.9136
180 10000 0.922
181 10000 0.93005
182 10000 0.9357
183 10000 0.93995
184 10000 0.94235
185 10000 0.94835
186 10000 0.9543
187 10000 0.95765
188 10000 0.9632
189 10000 0.96495
190 10000 0.96665
191 10000 0.9679
192 10000 0.9718
193 10000 0.9736
194 10000 0.9756
195 10000 0.97795
196 10000 0.9789
197 10000 0.98085
198 10000 0.98235
199 10000 0.9845
200 10000 0.98475
201 10000 0.9845
202 10000 0.9862
203 10000 0.98675
204 10000 0.98625
205 10000 0.9863
206 10000 0.9883
207 10000 0.98925
208 10000 0.99185
209 10000 0.99145
210 10000 0.99355
211 10000 0.9939
212 10000 0.99515
213 10000 0.9949
214 10000 0.99525
215 10000 0.9949
216 10000 0.9954
217 10000 0.99725
218 10000 0.9971
219 10000 0.9975
220 10000 0.99745
221 10000 0.9974
222 10000 0.9979
223 10000 0.99745
224 10000 0.99785
225 10000 0.9978
226 10000 0.99895
227 10000 0.9995
228 10000 0.9996
229 10000 0.9995
230 10000 0.9993
231 10000 0.99945
232 10000 0.99945
233 10000 0.9995
234 10000 0.9993
235 10000 0.99935
236 10000 0.9993
237 10000 0.9993
238 10000 0.99915
239 10000 0.9993
240 10000 0.99955
241 10000 0.99975
242 10000 0.9997
243 10000 0.9999
244 10000 0.9999
245 10000 1
