t n p
1 10000 5e-05
2 10000 0.0002
3 9950 0.000201005
4 9922 0.000302358
5 9938 0.000150936
6 9930 0.000151057
7 10000 0.00015
8 10000 0.0001
9 9836 0.000101667
10 9734 5.13663e-05
11 9624 5.19534e-05
12 9422 5.30673e-05
13 9510 0.000210305
14 9480 0.000421941
15 9482 0.00036912
16 9596 0.00052105
17 9640 0.000311203
18 9634 0.000518995
19 9664 0.000258692
20 9682 0.000206569
21 9826 0.000407083
22 10000 0.00045
23 9964 0.000903252
24 9838 0.000559057
25 9786 0.000459841
26 9862 0.000506997
27 10000 0.0007
28 9978 0.000501102
29 9960 0.000753012
30 10000 0.00115
31 9940 0.00165996
32 9884 0.0026811
33 10000 0.00295
34 9940 0.00347082
35 9874 0.00435487
36 9814 0.00412676
37 9774 0.00496214
38 9656 0.00569594
39 9692 0.00639703
40 9614 0.00650094
41 9606 0.00749532
42 9714 0.00911056
43 9652 0.0105678
44 9546 0.0138802
45 9636 0.0167601
46 9548 0.0179619
47 9456 0.0207276
48 9590 0.0224192
49 9618 0.0227698
50 9598 0.0253699
51 9620 0.0275468
52 9826 0.0290047
53 9914 0.0324793
54 9840 0.0358232
55 9968 0.0377709
56 10000 0.04115
57 10000 0.0456
58 10000 0.04405
59 9958 0.0431312
60 10000 0.04585
61 10000 0.04945
62 10000 0.05555
63 9898 0.0615781
64 9936 0.0663245
65 10000 0.07715
66 9994 0.0830498
67 10000 0.08975
68 10000 0.09395
69 10000 0.10545
70 10000 0.10955
71 10000 0.1176
72 10000 0.13325
73 10000 0.14535
74 10000 0.1581
75 10000 0.1736
76 10000 0.18625
77 10000 0.19705
78 10000 0.2104
79 10000 0.2319
80 10000 0.2513
81 10000 0.27195
82 10000 0.2887
83 10000 0.3019
84 10000 0.32645
85 10000 0.3473
86 10000 0.37175
87 10000 0.3978
88 10000 0.423
89 10000 0.4441
90 10000 0.46995
91 10000 0.5
92 10000 0.52515
93 10000 0.54665
94 10000 0.5692
95 10000 0.5858
96 10000 0.61775
97 10000 0.63755
98 10000 0.6579
99 10000 0.6824
100 10000 0.7032
101 10000 0.71995
102 10000 0.7324
103 10000 0.7549
104 10000 0.77115
105 10000 0.7841
106 10000 0.7996
107 10000 0.81145
108 10000 0.8266
109 10000 0.84375
110 10000 0.85405
111 10000 0.86185
112 10000 0.8747
113 10000 0.88415
114 10000 0.89725
115 10000 0.9049
116 10000 0.91145
117 10000 0.9195
118 10000 0.92415
119 10000 0.92845
120 10000 0.93365
121 10000 0.93865
122 10000 0.9426
123 10000 0.94515
124 10000 0.94725
125 10000 0.9503
126 10000 0.9528
127 10000 0.95545
128 10000 0.96225
129 10000 0.96705
130 10000 0.9699
131 10000 0.9745
132 10000 0.97395
133 10000 0.97595
134 10000 0.97855
135 10000 0.9786
136 10000 0.9823
137 10000 0.9816
138 10000 0.98205
139 10000 0.98315
140 10000 0.9855
141 10000 0.9865
142 10000 0.98825
143 10000 0.9893
144 10000 0.99095
145 10000 0.99195
146 10000 0.99265
147 10000 0.99345
148 10000 0.992
149 10000 0.99185
150 10000 0.99365
151 10000 0.99445
152 10000 0.99445
153 10000 0.99435
154 10000 0.995
155 10000 0.9964
156 10000 0.9971
157 10000 0.99695
158 10000 0.99685
159 10000 0.99765
160 10000 0.99795
161 10000 0.99785
162 10000 0.9977
163 10000 0.9976
164 10000 0.9974
165 10000 0.99775
166 10000 0.99825
167 10000 0.99795
168 10000 0.99775
169 10000 0.9978
170 10000 0.99845
171 10000 0.9986
172 10000 0.9986
173 10000 0.9992
174 10000 0.99955
175 10000 0.99965
176 10000 0.99995
177 10000 0.9999
178 10000 0.99995
179 10000 0.9999
180 10000 0.9999
181 10000 0.99985
182 10000 1
