t n p
1 10000 5e-05
2 10000 5e-05
3 10000 5e-05
4 9980 5.01002e-05
5 9780 5.11247e-05
6 9758 5.124e-05
7 9698 5.1557e-05
8 9574 5.22248e-05
9 9656 5.17813e-05
10 9640 5.18672e-05
11 9576 5.22139e-05
12 9570 5.22466e-05
13 9304 0.000161221
14 9420 0.000265393
15 9322 0.000375456
16 9394 0.000479029
17 9530 0.000472193
18 9492 0.000842815
19 9468 0.00137305
20 9510 0.00194532
21 9422 0.00233496
22 9514 0.00173429
23 9576 0.00198413
24 9642 0.00186683
25 9840 0.00218496
26 9880 0.0020749
27 9812 0.00234407
28 9670 0.00217166
29 9548 0.00329912
30 9560 0.00366109
31 9722 0.00360008
32 9922 0.0043338
33 9774 0.00424596
34 9732 0.00472667
35 9780 0.00485685
36 9766 0.00440303
37 9830 0.00534079
38 9912 0.00600282
39 9976 0.00646552
40 9960 0.0063253
41 10000 0.00725
42 9964 0.00782818
43 9968 0.00767456
44 10000 0.0084
45 9996 0.00905362
46 10000 0.01105
47 10000 0.0129
48 10000 0.01575
49 10000 0.017
50 10000 0.0169
51 10000 0.0174
52 9848 0.0195471
53 9842 0.0228104
54 10000 0.02595
55 10000 0.02795
56 10000 0.0315
57 10000 0.03295
58 10000 0.036
59 9990 0.0408408
60 10000 0.0479
61 10000 0.05125
62 10000 0.0548
63 9994 0.0621373
64 10000 0.06885
65 10000 0.07775
66 10000 0.0879
67 10000 0.09385
68 10000 0.10765
69 10000 0.1174
70 10000 0.12635
71 10000 0.1348
72 10000 0.1483
73 10000 0.1645
74 10000 0.17755
75 10000 0.1947
76 10000 0.20795
77 10000 0.2246
78 10000 0.24295
79 10000 0.2622
80 10000 0.28115
81 10000 0.2922
82 10000 0.32085
83 10000 0.3481
84 10000 0.37035
85 10000 0.3884
86 10000 0.406
87 10000 0.4296
88 10000 0.4533
89 10000 0.48215
90 10000 0.5039
91 10000 0.52775
92 10000 0.551
93 10000 0.57035
94 10000 0.59125
95 10000 0.6161
96 10000 0.63535
97 10000 0.6556
98 10000 0.67235
99 10000 0.69625
100 10000 0.7127
101 10000 0.7261
102 10000 0.7453
103 10000 0.76435
104 10000 0.77695
105 10000 0.79255
106 10000 0.80845
107 10000 0.81715
108 10000 0.82635
109 10000 0.83905
110 10000 0.8559
111 10000 0.86115
112 10000 0.86955
113 10000 0.8838
114 10000 0.8937
115 10000 0.90165
116 10000 0.912
117 10000 0.91875
118 10000 0.9221
119 10000 0.93285
120 10000 0.9362
121 10000 0.93965
122 10000 0.9476
123 10000 0.95155
124 10000 0.9554
125 10000 0.9592
126 10000 0.96225
127 10000 0.96725
128 10000 0.9705
129 10000 0.9752
130 10000 0.97845
131 10000 0.97965
132 10000 0.9817
133 10000 0.9827
134 10000 0.9839
135 10000 0.98715
136 10000 0.988
137 10000 0.98995
138 10000 0.9917
139 10000 0.99355
140 10000 0.99425
141 10000 0.99605
142 10000 0.9971
143 10000 0.9971
144 10000 0.9974
145 10000 0.99755
146 10000 0.9974
147 10000 0.99805
148 10000 0.9984
149 10000 0.9986
150 10000 0.99905
151 10000 0.99885
152 10000 0.9993
153 10000 0.9995
154 10000 0.99975
155 10000 0.99955
156 10000 0.99935
157 10000 0.9995
158 10000 0.99945
159 10000 0.9995
160 10000 0.99935
161 10000 0.9996
162 10000 0.9997
163 10000 0.9997
164 10000 0.99965
165 10000 0.99975
166 10000 0.99975
167 10000 0.9997
168 10000 0.9997
169 10000 0.9997
170 10000 0.99955
171 10000 0.99975
172 10000 0.99975
173 10000 0.99985
174 10000 0.9998
175 10000 0.9996
176 10000 0.9999
177 10000 0.99975
178 10000 0.9999
179 10000 0.9999
180 10000 0.9998
181 10000 1
