t n p
2 9496 0.000895114
3 9042 0.000774165
4 8508 0.000763987
5 7856 0.000763747
6 7506 0.00106581
7 7132 0.00161245
8 6886 0.00203311
9 6474 0.00177634
10 6080 0.000493421
11 5800 0.00146552
12 5652 0.00256546
13 5354 0.00242809
14 5134 0.00301909
15 4896 0.00357435
16 4534 0.00419056
17 4398 0.00318327
18 4180 0.0034689
19 4014 0.00473343
20 3730 0.00643432
21 3474 0.00690846
22 3320 0.00677711
23 3086 0.00486066
24 3024 0.00512566
25 2844 0.00439522
26 2746 0.00382374
27 2666 0.00431358
28 2616 0.00152905
29 2498 0.0020016
30 2260 0.00221239
31 2160 0.00439815
32 2076 0.00602119
33 1908 0.00943396
34 1842 0.0103149
35 1814 0.0154355
36 1672 0.0200359
37 1570 0.0171975
38 1510 0.015894
39 1418 0.0123413
40 1322 0.0117247
41 1240 0.0104839
42 1182 0.0118443
43 1112 0.0202338
44 1006 0.0303181
45 920 0.0413043
46 884 0.040724
47 840 0.0428571
48 776 0.0412371
49 728 0.0473901
50 720 0.0479167
51 668 0.0576347
52 602 0.0689369
53 612 0.0702614
54 598 0.0919732
55 568 0.110915
56 518 0.121622
57 470 0.119149
58 442 0.134615
59 458 0.137555
60 450 0.147778
61 428 0.167056
62 446 0.184978
63 428 0.204439
64 408 0.204657
65 374 0.247326
66 370 0.262162
67 348 0.310345
68 336 0.311012
69 338 0.309172
70 316 0.314873
71 338 0.278107
72 320 0.295312
73 316 0.346519
74 320 0.384375
75 338 0.360947
76 352 0.413352
77 354 0.467514
78 338 0.474852
79 326 0.496933
80 312 0.504808
81 310 0.535484
82 300 0.595
83 310 0.640323
84 336 0.674107
85 332 0.683735
86 312 0.700321
87 314 0.732484
88 326 0.783742
89 322 0.796584
90 312 0.761218
91 304 0.774671
92 302 0.736755
93 294 0.715986
94 278 0.728417
95 284 0.68838
96 300 0.696667
97 290 0.65
98 274 0.708029
99 274 0.715328
100 304 0.680921
101 316 0.65981
102 330 0.654545
103 354 0.693503
104 352 0.731534
105 366 0.759563
106 384 0.736979
107 408 0.747549
108 426 0.771127
109 478 0.763598
110 484 0.80062
111 520 0.799038
112 538 0.814126
113 598 0.836957
114 612 0.853758
115 612 0.881536
116 660 0.886364
117 672 0.883185
118 788 0.888959
119 870 0.886782
120 890 0.894382
121 950 0.891053
122 1010 0.895545
123 1066 0.905722
124 1168 0.907962
125 1216 0.905428
126 1328 0.916416
127 1416 0.919138
128 1490 0.927852
129 1548 0.935401
130 1626 0.941574
131 1746 0.941581
132 1844 0.951735
133 1986 0.963998
134 2142 0.962652
135 2258 0.964349
136 2468 0.970827
137 2632 0.968465
138 2802 0.971984
139 3034 0.974127
140 3310 0.972508
141 3518 0.97328
142 3732 0.977358
143 3994 0.971958
144 4354 0.971061
145 4698 0.970945
146 5010 0.971257
147 5502 0.971101
148 5800 0.971121
149 6182 0.976949
150 6696 0.977001
151 7218 0.978318
152 7692 0.978744
153 8172 0.97987
154 8864 0.981385
155 9436 0.983574
156 10000 0.9843
157 10000 0.98475
158 10000 0.9835
159 10000 0.98695
160 10000 0.9885
161 10000 0.9899
162 10000 0.9907
163 10000 0.99155
164 10000 0.99335
165 10000 0.99285
166 10000 0.9939
167 10000 0.99435
168 10000 0.99615
169 10000 0.9964
170 10000 0.9962
171 10000 0.99595
172 10000 0.9967
173 10000 0.9964
174 10000 0.99705
175 10000 0.9972
176 10000 0.99745
177 10000 0.99805
178 10000 0.9979
179 10000 0.99755
180 10000 0.9979
181 10000 0.9978
182 10000 0.9981
183 10000 0.998
184 10000 0.9987
185 10000 0.9985
186 10000 0.99835
187 10000 0.9984
188 10000 0.99885
189 10000 0.9985
190 10000 0.99925
191 10000 0.9994
192 10000 0.9993
193 10000 0.99905
194 10000 0.99895
195 10000 0.99905
196 10000 0.9992
197 10000 0.99915
198 10000 0.99955
199 10000 0.9996
200 10000 0.99985
201 10000 0.9998
202 10000 0.99985
203 10000 0.99985
204 10000 0.99975
205 10000 0.99995
206 10000 1
