t n p
2 9440 0
3 8982 5.56669e-05
4 8756 0.000114207
5 8300 0.000240964
6 7852 0.000254712
7 7490 0.000867824
8 7176 0.00132386
9 6766 0.00147798
10 6474 0.00208526
11 6192 0.00290698
12 5764 0.0026891
13 5498 0.00263732
14 5266 0.0040828
15 5006 0.00609269
16 4790 0.00647182
17 4556 0.00713345
18 4374 0.00788752
19 4090 0.00953545
20 4020 0.0105721
21 3738 0.0148475
22 3514 0.0146557
23 3268 0.0140759
24 3132 0.0189974
25 3038 0.0245227
26 2754 0.0305011
27 2698 0.033914
28 2686 0.0349963
29 2582 0.0420217
30 2418 0.0485939
31 2404 0.0490849
32 2266 0.0494263
33 2154 0.0550139
34 2106 0.0667142
35 2020 0.0638614
36 1934 0.0679938
37 1862 0.0800215
38 1812 0.0791943
39 1764 0.0856009
40 1668 0.106115
41 1668 0.106715
42 1624 0.123461
43 1514 0.123844
44 1412 0.155453
45 1356 0.158923
46 1318 0.162747
47 1264 0.192247
48 1220 0.197541
49 1220 0.213934
50 1182 0.220389
51 1224 0.264297
52 1228 0.286645
53 1206 0.302653
54 1158 0.330743
55 1166 0.330617
56 1244 0.349277
57 1298 0.397149
58 1316 0.429711
59 1376 0.44077
60 1452 0.446625
61 1468 0.485695
62 1556 0.507069
63 1632 0.5144
64 1744 0.530103
65 1842 0.558903
66 1922 0.57232
67 2030 0.602709
68 2142 0.627684
69 2302 0.638141
70 2524 0.660261
71 2704 0.665311
72 2796 0.685801
73 2962 0.698683
74 3142 0.722151
75 3442 0.72516
76 3646 0.75
77 4004 0.765485
78 4410 0.784354
79 4888 0.799509
80 5428 0.813928
81 6002 0.831056
82 6570 0.849011
83 7372 0.863131
84 8226 0.873754
85 9258 0.878321
86 10000 0.88745
87 10000 0.8955
88 10000 0.90275
89 10000 0.9086
90 10000 0.91285
91 10000 0.91815
92 10000 0.92265
93 10000 0.92925
94 10000 0.933
95 10000 0.9383
96 10000 0.94405
97 10000 0.95135
98 10000 0.95815
99 10000 0.9603
100 10000 0.96555
101 10000 0.96885
102 10000 0.97225
103 10000 0.9764
104 10000 0.97805
105 10000 0.97915
106 10000 0.98235
107 10000 0.9835
108 10000 0.98615
109 10000 0.9866
110 10000 0.98865
111 10000 0.9894
112 10000 0.99005
113 10000 0.9915
114 10000 0.9918
115 10000 0.99365
116 10000 0.9927
117 10000 0.99315
118 10000 0.99275
119 10000 0.994
120 10000 0.9945
121 10000 0.99455
122 10000 0.99625
123 10000 0.99745
124 10000 0.99725
125 10000 0.99825
126 10000 0.99855
127 10000 0.9979
128 10000 0.9981
129 10000 0.9975
130 10000 0.99805
131 10000 0.99815
132 10000 0.9983
133 10000 0.9983
134 10000 0.99835
135 10000 0.9984
136 10000 0.9985
137 10000 0.9987
138 10000 0.99935
139 10000 0.99925
140 10000 0.9993
141 10000 0.99965
142 10000 0.99975
143 10000 0.9998
144 10000 1
