t n p
1 9440 0.000211864
2 8782 0.000341608
3 8252 0.000181774
4 7640 0.000327225
5 7382 0.000406394
6 6922 0.000577868
7 6580 0.000455927
8 6202 0.000483715
9 5886 0.000764526
10 5600 0.000446429
11 5360 0.000932836
12 5034 0.00139054
13 4944 0.00161812
14 4818 0.00155666
15 4512 0.00232713
16 4312 0.00278293
17 4182 0.00274988
18 3910 0.00294118
19 3720 0.00416667
20 3540 0.0049435
21 3428 0.00583431
22 3320 0.00707831
23 3170 0.00694006
24 3016 0.00712865
25 2940 0.00969388
26 2834 0.00688073
27 2700 0.00481481
28 2634 0.00569476
29 2498 0.00660528
30 2408 0.00872093
31 2274 0.00923483
32 2162 0.0106383
33 2046 0.00928641
34 1894 0.00686378
35 1752 0.0111301
36 1714 0.0105018
37 1582 0.0123262
38 1464 0.0119536
39 1416 0.0137712
40 1400 0.0139286
41 1298 0.0177196
42 1252 0.0183706
43 1230 0.0211382
44 1192 0.0188758
45 1088 0.019761
46 1080 0.0212963
47 1026 0.0243665
48 986 0.0349899
49 898 0.0361915
50 864 0.0439815
51 804 0.0404229
52 776 0.0528351
53 796 0.0621859
54 802 0.0554863
55 820 0.0621951
56 834 0.0719424
57 828 0.080314
58 800 0.101875
59 712 0.116573
60 714 0.107143
61 696 0.117098
62 742 0.134771
63 694 0.152017
64 674 0.155786
65 674 0.179525
66 694 0.185159
67 704 0.178977
68 746 0.177614
69 734 0.199591
70 708 0.218927
71 720 0.227778
72 742 0.25876
73 706 0.274079
74 710 0.309155
75 742 0.34097
76 724 0.370166
77 728 0.371566
78 732 0.385246
79 710 0.419014
80 722 0.435596
81 762 0.489501
82 792 0.506313
83 782 0.507673
84 828 0.522947
85 840 0.538095
86 874 0.566934
87 926 0.587473
88 958 0.622129
89 1010 0.634653
90 1078 0.673933
91 1226 0.674959
92 1292 0.720588
93 1430 0.729371
94 1578 0.749049
95 1788 0.776566
96 1992 0.783133
97 2144 0.784748
98 2336 0.781678
99 2562 0.799961
100 2866 0.817516
101 3152 0.821066
102 3578 0.828535
103 3938 0.847004
104 4342 0.861239
105 4700 0.872234
106 5306 0.882774
107 5874 0.887045
108 6558 0.898368
109 7242 0.903894
110 8190 0.911233
111 9328 0.912521
112 10000 0.9212
113 10000 0.92765
114 10000 0.9317
115 10000 0.9321
116 10000 0.93745
117 10000 0.9453
118 10000 0.9468
119 10000 0.95145
120 10000 0.95495
121 10000 0.96125
122 10000 0.9614
123 10000 0.9632
124 10000 0.96755
125 10000 0.9698
126 10000 0.9726
127 10000 0.9752
128 10000 0.9768
129 10000 0.98
130 10000 0.982
131 10000 0.98575
132 10000 0.98725
133 10000 0.98905
134 10000 0.98915
135 10000 0.99025
136 10000 0.99175
137 10000 0.99195
138 10000 0.9931
139 10000 0.9935
140 10000 0.9942
141 10000 0.99325
142 10000 0.99335
143 10000 0.99355
144 10000 0.9953
145 10000 0.99495
146 10000 0.99625
147 10000 0.997
148 10000 0.99785
149 10000 0.99805
150 10000 0.99885
151 10000 0.9988
152 10000 0.99905
153 10000 0.9986
154 10000 0.9988
155 10000 0.9986
156 10000 0.99855
157 10000 0.9989
158 10000 0.9995
159 10000 0.9998
160 10000 0.99985
161 10000 0.99975
162 10000 0.99975
163 10000 0.9998
164 10000 0.99985
165 10000 1
