t n p
1 9640 0.000155602
2 9206 0.00021725
3 8878 0.000281595
4 8330 0.000360144
5 7840 0.000127551
6 7342 0.000136203
7 6952 0.000143843
8 6496 0.000384852
9 6070 0.000658979
10 5780 0.000692042
11 5442 0.000367512
12 5150 0.000970874
13 5064 0.000987362
14 4758 0.00115595
15 4458 0.00157021
16 4236 0.00224268
17 4048 0.0020998
18 3886 0.00257334
19 3708 0.00188781
20 3548 0.00140924
21 3468 0.0011534
22 3332 0.00135054
23 3116 0.00288832
24 2938 0.00221239
25 2800 0.00303571
26 2644 0.00472769
27 2550 0.00294118
28 2464 0.00284091
29 2362 0.00359865
30 2232 0.00425627
31 2016 0.00669643
32 1910 0.00706806
33 1834 0.0068157
34 1728 0.00925926
35 1676 0.00924821
36 1624 0.0113916
37 1540 0.0136364
38 1472 0.0234375
39 1424 0.0214185
40 1324 0.0219033
41 1174 0.0264055
42 1130 0.0314159
43 1060 0.0377358
44 1010 0.0420792
45 994 0.0533199
46 920 0.0646739
47 892 0.0835202
48 854 0.0796253
49 810 0.0771605
50 792 0.0820707
51 752 0.113697
52 710 0.125352
53 688 0.142442
54 684 0.143275
55 698 0.166189
56 692 0.185694
57 698 0.195559
58 692 0.216763
59 692 0.223988
60 708 0.251412
61 732 0.256831
62 714 0.285714
63 736 0.294837
64 804 0.330224
65 812 0.350369
66 826 0.404964
67 876 0.454909
68 890 0.490449
69 920 0.508696
70 952 0.533613
71 1056 0.548769
72 1114 0.582585
73 1100 0.582273
74 1108 0.603791
75 1128 0.617021
76 1188 0.643098
77 1240 0.671774
78 1356 0.710177
79 1542 0.735733
80 1752 0.765982
81 1894 0.773231
82 1998 0.793043
83 2124 0.80532
84 2290 0.812664
85 2492 0.824238
86 2752 0.844658
87 3038 0.852535
88 3408 0.870305
89 3770 0.880902
90 4178 0.887027
91 4678 0.895147
92 5314 0.90064
93 6074 0.906569
94 6914 0.914738
95 7748 0.918237
96 8816 0.926724
97 9876 0.929374
98 10000 0.9352
99 10000 0.9393
100 10000 0.9394
101 10000 0.9445
102 10000 0.94985
103 10000 0.95325
104 10000 0.9553
105 10000 0.9565
106 10000 0.95945
107 10000 0.96065
108 10000 0.96375
109 10000 0.9637
110 10000 0.9674
111 10000 0.9707
112 10000 0.9749
113 10000 0.97755
114 10000 0.97995
115 10000 0.9825
116 10000 0.9847
117 10000 0.98695
118 10000 0.9872
119 10000 0.9881
120 10000 0.9894
121 10000 0.98875
122 10000 0.99075
123 10000 0.9919
124 10000 0.9911
125 10000 0.99195
126 10000 0.99205
127 10000 0.99365
128 10000 0.99475
129 10000 0.9956
130 10000 0.99575
131 10000 0.99715
132 10000 0.9966
133 10000 0.9971
134 10000 0.99765
135 10000 0.99805
136 10000 0.99815
137 10000 0.99805
138 10000 0.99795
139 10000 0.99825
140 10000 0.99845
141 10000 0.9984
142 10000 0.99875
143 10000 0.99875
144 10000 0.99895
145 10000 0.99905
146 10000 0.99845
147 10000 0.999
148 10000 0.99895
149 10000 0.9992
150 10000 0.99905
151 10000 0.99925
152 10000 0.99915
153 10000 0.99955
154 10000 0.9993
155 10000 0.9995
156 10000 0.9996
157 10000 0.9996
158 10000 0.9997
159 10000 0.99975
160 10000 0.9996
161 10000 0.9996
162 10000 0.99935
163 10000 0.99945
164 10000 0.99915
165 10000 0.99915
166 10000 0.9993
167 10000 0.9997
168 10000 0.9995
169 10000 0.9992
170 10000 0.99925
171 10000 0.99945
172 10000 0.9992
173 10000 0.9993
174 10000 0.9991
175 10000 0.9988
176 10000 0.9987
177 10000 0.9981
178 10000 0.99755
179 10000 0.9983
180 10000 0.99805
181 10000 0.99805
182 10000 0.99825
183 10000 0.9988
184 10000 0.99885
185 10000 0.99885
186 10000 0.99935
187 10000 0.99945
188 10000 0.99945
189 10000 0.9996
190 10000 1
