t n p
1 10000 0
2 9558 0
3 9052 0
4 8830 0
5 8382 0
6 7738 0
7 7532 0
8 7078 0
9 6668 0
10 6314 0
11 5944 0
12 5584 0
13 5284 0
14 5056 0
15 4820 0.000103734
16 4614 0.000108366
17 4488 0.000222816
18 4306 0
19 4054 0
20 3858 0
21 3720 0
22 3484 0
23 3382 0.000147842
24 3232 0.000154703
25 3074 0
26 2840 0.000176056
27 2666 0
28 2556 0
29 2412 0
30 2336 0
31 2306 0.000216826
32 2236 0.000894454
33 2194 0.00136737
34 2114 0.00118259
35 1988 0.00150905
36 1978 0.00252781
37 1824 0.00411184
38 1710 0.00380117
39 1698 0.00559482
40 1570 0.00700637
41 1502 0.00798935
42 1462 0.00923393
43 1394 0.00753228
44 1280 0.0078125
45 1238 0.0109047
46 1188 0.0117845
47 1128 0.0124113
48 996 0.00903614
49 958 0.0104384
50 910 0.0126374
51 878 0.00911162
52 860 0.0145349
53 764 0.0078534
54 784 0.0140306
55 730 0.0178082
56 716 0.0160615
57 650 0.0161538
58 600 0.0191667
59 560 0.0214286
60 540 0.0222222
61 544 0.03125
62 514 0.0282101
63 496 0.0403226
64 480 0.0270833
65 412 0.0449029
66 398 0.0452261
67 378 0.0621693
68 332 0.064759
69 330 0.0878788
70 330 0.104545
71 324 0.115741
72 300 0.1
73 296 0.097973
74 302 0.0960265
75 292 0.10274
76 318 0.139937
77 286 0.127622
78 260 0.148077
79 248 0.179435
80 234 0.217949
81 234 0.260684
82 248 0.254032
83 260 0.236538
84 256 0.238281
85 240 0.297917
86 240 0.26875
87 220 0.270455
88 220 0.318182
89 246 0.343496
90 234 0.399573
91 238 0.422269
92 256 0.439453
93 258 0.439922
94 268 0.440299
95 276 0.496377
96 294 0.506803
97 290 0.513793
98 290 0.593103
99 326 0.569018
100 348 0.581897
101 360 0.634722
102 392 0.672194
103 426 0.698357
104 474 0.732068
105 504 0.761905
106 552 0.785326
107 606 0.79538
108 720 0.81875
109 814 0.810197
110 890 0.824157
111 1034 0.839458
112 1086 0.832873
113 1208 0.832781
114 1290 0.827132
115 1456 0.84478
116 1630 0.855521
117 1816 0.863711
118 1948 0.880133
119 2092 0.894598
120 2314 0.894339
121 2640 0.903977
122 2928 0.910007
123 3280 0.913567
124 3678 0.920881
125 4120 0.928277
126 4680 0.932692
127 5202 0.934256
128 5832 0.936986
129 6520 0.945782
130 7342 0.948652
131 8254 0.950569
132 9308 0.952675
133 10000 0.9566
134 10000 0.9576
135 10000 0.95985
136 10000 0.9613
137 10000 0.9657
138 10000 0.96625
139 10000 0.9673
140 10000 0.96835
141 10000 0.9714
142 10000 0.9724
143 10000 0.974
144 10000 0.97695
145 10000 0.9816
146 10000 0.98245
147 10000 0.98475
148 10000 0.98705
149 10000 0.98705
150 10000 0.98835
151 10000 0.9901
152 10000 0.99245
153 10000 0.9939
154 10000 0.99445
155 10000 0.9945
156 10000 0.99585
157 10000 0.99685
158 10000 0.9974
159 10000 0.997
160 10000 0.9971
161 10000 0.99765
162 10000 0.99775
163 10000 0.9975
164 10000 0.99755
165 10000 0.99775
166 10000 0.9981
167 10000 0.9987
168 10000 0.9988
169 10000 0.99905
170 10000 0.99925
171 10000 0.9995
172 10000 0.9999
173 10000 1
