t n p
1 10000 0
2 9726 0
3 9310 0
4 8838 0
5 8474 5.9004e-05
6 7942 0
7 7574 0
8 7164 0
9 6750 0
10 6414 7.79545e-05
11 6152 0.000162549
12 5738 0
13 5494 0
14 5282 0
15 5016 9.9681e-05
16 4840 0.000309917
17 4460 0.00044843
18 4180 0.000598086
19 3822 0.00117739
20 3610 0.00166205
21 3460 0.000867052
22 3348 0.00134409
23 3148 0.00142948
24 3074 0.00260247
25 2952 0.0028794
26 2820 0.00443262
27 2626 0.00761615
28 2484 0.00845411
29 2284 0.00722417
30 2172 0.00989871
31 1986 0.0110775
32 1902 0.0149842
33 1834 0.0185387
34 1738 0.018412
35 1698 0.0188457
36 1618 0.0200865
37 1554 0.0234878
38 1526 0.0278506
39 1450 0.0213793
40 1398 0.0218169
41 1308 0.0256116
42 1248 0.0304487
43 1226 0.0314029
44 1158 0.0310881
45 1118 0.0241503
46 1116 0.0322581
47 1054 0.0313093
48 1010 0.0331683
49 1018 0.0378193
50 1018 0.0368369
51 968 0.0433884
52 920 0.0445652
53 876 0.0525114
54 852 0.0516432
55 832 0.0420673
56 816 0.036152
57 700 0.0371429
58 646 0.0572755
59 602 0.0622924
60 602 0.0622924
61 624 0.0625
62 600 0.0608333
63 578 0.0692042
64 516 0.0804264
65 474 0.0991561
66 454 0.115639
67 434 0.123272
68 424 0.130896
69 432 0.144676
70 432 0.172454
71 406 0.176108
72 404 0.188119
73 404 0.189356
74 396 0.214646
75 402 0.218905
76 358 0.230447
77 360 0.2375
78 386 0.257772
79 374 0.322193
80 386 0.36399
81 392 0.403061
82 410 0.42439
83 424 0.450472
84 444 0.448198
85 488 0.440574
86 496 0.465726
87 488 0.459016
88 492 0.505081
89 570 0.50614
90 604 0.547185
91 622 0.582797
92 672 0.607887
93 680 0.644118
94 762 0.666667
95 828 0.65157
96 864 0.67419
97 898 0.714365
98 960 0.736458
99 1088 0.744485
100 1212 0.75495
101 1280 0.780078
102 1390 0.789209
103 1538 0.787386
104 1684 0.809976
105 1844 0.824295
106 2070 0.831884
107 2336 0.839469
108 2646 0.849773
109 2916 0.864026
110 3222 0.875388
111 3570 0.898179
112 4018 0.901817
113 4468 0.905662
114 5112 0.916373
115 5768 0.92181
116 6518 0.928889
117 7380 0.927371
118 8572 0.932863
119 9674 0.93498
120 10000 0.9393
121 10000 0.9464
122 10000 0.95295
123 10000 0.95565
124 10000 0.964
125 10000 0.9657
126 10000 0.96675
127 10000 0.96975
128 10000 0.97165
129 10000 0.97465
130 10000 0.97615
131 10000 0.9789
132 10000 0.98125
133 10000 0.98175
134 10000 0.98365
135 10000 0.9857
136 10000 0.98695
137 10000 0.9876
138 10000 0.98825
139 10000 0.98985
140 10000 0.9916
141 10000 0.99435
142 10000 0.9948
143 10000 0.9948
144 10000 0.99485
145 10000 0.99535
146 10000 0.9962
147 10000 0.9954
148 10000 0.9961
149 10000 0.9966
150 10000 0.99725
151 10000 0.9986
152 10000 0.9984
153 10000 0.9984
154 10000 0.9986
155 10000 0.99895
156 10000 0.9991
157 10000 0.9988
158 10000 0.99915
159 10000 0.99925
160 10000 0.99955
161 10000 0.9998
162 10000 0.99975
163 10000 0.9998
164 10000 0.9998
165 10000 1
