t n p
2 9352 0
3 8812 5.67408e-05
4 8390 0.00011919
5 7972 0.000125439
6 7642 6.54279e-05
7 7242 0.000276167
8 6928 0.000360855
9 6492 0.000308071
10 6108 0.00024558
11 5872 0.00025545
12 5566 8.98311e-05
13 5284 9.46253e-05
14 5020 9.96016e-05
15 4862 0.000102838
16 4494 0.000222519
17 4256 0
18 3964 0
19 3686 0
20 3514 0
21 3394 0
22 3158 0
23 3114 0.000160565
24 2928 0.000512295
25 2848 0.000702247
26 2698 0.00111193
27 2636 0.00189681
28 2492 0.000802568
29 2410 0.00103734
30 2268 0.000661376
31 2156 0.00115955
32 2100 0.00166667
33 2000 0.00075
34 1894 0.00105597
35 1774 0.000563698
36 1642 0.00121803
37 1530 0.000653595
38 1450 0.000344828
39 1272 0.000393082
40 1232 0.00121753
41 1190 0
42 1166 0
43 1158 0
44 1042 0
45 960 0
46 930 0
47 912 0
48 850 0
49 748 0.000668449
50 680 0.00147059
51 682 0.00219941
52 662 0.00528701
53 624 0.00480769
54 596 0.00671141
55 608 0.00493421
56 560 0.00625
57 572 0.00524476
58 596 0.00419463
59 574 0.00783972
60 508 0.00590551
61 480 0.0166667
62 482 0.0134855
63 500 0.021
64 470 0.0319149
65 510 0.045098
66 492 0.0447154
67 460 0.0456522
68 470 0.0425532
69 436 0.0607798
70 410 0.0463415
71 378 0.0343915
72 382 0.0379581
73 368 0.0461957
74 342 0.0453216
75 342 0.0555556
76 312 0.0865385
77 328 0.0884146
78 306 0.0915033
79 292 0.0821918
80 306 0.0931373
81 274 0.104015
82 276 0.125
83 276 0.121377
84 260 0.125
85 228 0.127193
86 224 0.165179
87 206 0.201456
88 192 0.213542
89 196 0.183673
90 232 0.165948
91 244 0.211066
92 240 0.220833
93 238 0.258403
94 256 0.279297
95 266 0.325188
96 256 0.378906
97 250 0.378
98 260 0.409615
99 284 0.40669
100 292 0.493151
101 318 0.504717
102 332 0.52259
103 354 0.54096
104 370 0.555405
105 384 0.576823
106 390 0.620513
107 438 0.63242
108 468 0.701923
109 500 0.706
110 546 0.720696
111 628 0.726115
112 638 0.731975
113 676 0.75074
114 752 0.750665
115 840 0.749405
116 944 0.762182
117 998 0.779559
118 1098 0.814663
119 1200 0.839583
120 1378 0.828374
121 1442 0.834605
122 1564 0.83376
123 1702 0.859577
124 1908 0.874738
125 2150 0.882326
126 2426 0.898805
127 2668 0.9003
128 3062 0.910353
129 3326 0.924083
130 3778 0.930519
131 4282 0.936011
132 4810 0.940852
133 5524 0.947683
134 6394 0.953785
135 7248 0.957368
136 8192 0.960327
137 9270 0.964563
138 10000 0.96695
139 10000 0.96885
140 10000 0.96845
141 10000 0.97375
142 10000 0.97955
143 10000 0.98025
144 10000 0.98385
145 10000 0.9863
146 10000 0.9855
147 10000 0.9859
148 10000 0.986
149 10000 0.9854
150 10000 0.9846
151 10000 0.98475
152 10000 0.98535
153 10000 0.98655
154 10000 0.9877
155 10000 0.98945
156 10000 0.98985
157 10000 0.9914
158 10000 0.9927
159 10000 0.99285
160 10000 0.99355
161 10000 0.9945
162 10000 0.995
163 10000 0.9957
164 10000 0.9969
165 10000 0.997
166 10000 0.99645
167 10000 0.99725
168 10000 0.99795
169 10000 0.99805
170 10000 0.9972
171 10000 0.99755
172 10000 0.99745
173 10000 0.99745
174 10000 0.998
175 10000 0.9978
176 10000 0.99835
177 10000 0.9984
178 10000 0.99865
179 10000 0.9991
180 10000 0.99935
181 10000 0.9991
182 10000 0.99925
183 10000 0.9989
184 10000 0.99885
185 10000 0.99895
186 10000 0.9993
187 10000 0.9991
188 10000 0.999
189 10000 0.9988
190 10000 0.99915
191 10000 0.9992
192 10000 0.9993
193 10000 0.9997
194 10000 0.99975
195 10000 0.9997
196 10000 0.99975
197 10000 0.9999
198 10000 0.99995
199 10000 0.99995
200 10000 1
