t n p
1 10000 0
2 10000 0.0002
3 9956 5.0221e-05
4 10000 0
5 10000 5e-05
6 9998 0.00015003
7 10000 0.00025
8 10000 0.0003
9 10000 0.0004
10 10000 0.00045
11 9720 0.000823045
12 9636 0.00114155
13 9560 0.00130753
14 9446 0.000688122
15 9436 0.00100678
16 9464 0.00121513
17 9470 0.00116156
18 9352 0.00160393
19 9476 0.00237442
20 9456 0.00222081
21 9408 0.00201956
22 9376 0.00181314
23 9226 0.00119228
24 9378 0.00101301
25 9340 0.00149893
26 9264 0.00178109
27 9256 0.00264693
28 9350 0.0028877
29 9254 0.00356603
30 9380 0.0033049
31 9398 0.00409662
32 9414 0.00424899
33 9318 0.00402447
34 9376 0.00522611
35 9540 0.00508386
36 9456 0.00565778
37 9440 0.00444915
38 9490 0.00474183
39 9542 0.00523999
40 9574 0.00553583
41 9642 0.0067932
42 9606 0.00619405
43 9650 0.00829016
44 9706 0.00798475
45 9800 0.00903061
46 9678 0.0103844
47 9802 0.0115793
48 9892 0.0130408
49 9868 0.0166194
50 9816 0.017013
51 9804 0.0173399
52 9780 0.0189162
53 9712 0.0213653
54 9688 0.0232246
55 9668 0.0258585
56 9588 0.0290467
57 9614 0.0292802
58 9712 0.029757
59 9764 0.0315957
60 9882 0.0333435
61 9880 0.0339575
62 9898 0.0376339
63 10000 0.0402
64 10000 0.04445
65 9982 0.0468343
66 9972 0.0470818
67 10000 0.0523
68 10000 0.05105
69 10000 0.0533
70 9950 0.0550251
71 10000 0.0575
72 10000 0.06355
73 10000 0.0683
74 10000 0.07035
75 10000 0.08105
76 10000 0.08695
77 10000 0.0899
78 10000 0.09655
79 10000 0.1049
80 10000 0.1113
81 10000 0.1209
82 10000 0.13115
83 10000 0.1377
84 10000 0.14365
85 10000 0.15355
86 10000 0.1573
87 10000 0.16765
88 10000 0.1761
89 10000 0.192
90 10000 0.20565
91 10000 0.2122
92 10000 0.21255
93 10000 0.2241
94 10000 0.23585
95 10000 0.25095
96 10000 0.25955
97 10000 0.2688
98 10000 0.2837
99 10000 0.30545
100 10000 0.3221
101 10000 0.33585
102 10000 0.34905
103 10000 0.366
104 10000 0.38225
105 10000 0.39665
106 10000 0.4153
107 10000 0.43265
108 10000 0.4564
109 10000 0.4769
110 10000 0.49245
111 10000 0.5132
112 10000 0.5277
113 10000 0.5461
114 10000 0.56235
115 10000 0.579
116 10000 0.5956
117 10000 0.6166
118 10000 0.63285
119 10000 0.6469
120 10000 0.6628
121 10000 0.67575
122 10000 0.70015
123 10000 0.71215
124 10000 0.7262
125 10000 0.73885
126 10000 0.74825
127 10000 0.7549
128 10000 0.7665
129 10000 0.77395
130 10000 0.78315
131 10000 0.79285
132 10000 0.80135
133 10000 0.8086
134 10000 0.81805
135 10000 0.82545
136 10000 0.83775
137 10000 0.8455
138 10000 0.848
139 10000 0.8576
140 10000 0.86515
141 10000 0.86885
142 10000 0.8749
143 10000 0.87925
144 10000 0.88755
145 10000 0.89035
146 10000 0.89305
147 10000 0.89855
148 10000 0.89895
149 10000 0.9025
150 10000 0.9068
151 10000 0.9098
152 10000 0.9174
153 10000 0.92195
154 10000 0.92715
155 10000 0.92655
156 10000 0.92995
157 10000 0.9327
158 10000 0.93255
159 10000 0.9339
160 10000 0.93905
161 10000 0.9421
162 10000 0.9454
163 10000 0.9527
164 10000 0.95745
165 10000 0.9595
166 10000 0.9639
167 10000 0.96395
168 10000 0.96745
169 10000 0.97035
170 10000 0.9723
171 10000 0.97285
172 10000 0.97585
173 10000 0.9811
174 10000 0.98135
175 10000 0.98195
176 10000 0.98535
177 10000 0.9861
178 10000 0.9897
179 10000 0.99115
180 10000 0.99115
181 10000 0.98925
182 10000 0.99015
183 10000 0.99065
184 10000 0.99255
185 10000 0.9932
186 10000 0.99275
187 10000 0.9937
188 10000 0.99325
189 10000 0.9937
190 10000 0.9945
191 10000 0.99615
192 10000 0.99645
193 10000 0.9974
194 10000 0.99765
195 10000 0.9981
196 10000 0.99855
197 10000 0.99905
198 10000 0.99905
199 10000 0.9993
200 10000 0.99945
201 10000 0.99925
202 10000 0.99965
203 10000 0.9996
204 10000 0.9998
205 10000 0.99955
206 10000 0.99965
207 10000 0.9998
208 10000 0.99995
209 10000 0.99995
210 10000 0.99995
211 10000 1
