t n p
1 799 0.00625782
2 799 0.00625782
3 799 0.00500626
4 799 0.00438048
5 732 0.0034153
6 770 0.0025974
7 770 0.00324675
8 744 0.00268817
9 774 0.00193798
10 799 0.00563204
11 770 0.0103896
12 752 0.00864362
13 799 0.0106383
14 788 0.0152284
15 780 0.0192308
16 799 0.0187735
17 799 0.0150188
18 799 0.00938673
19 770 0.0116883
20 762 0.00853018
21 799 0.00563204
22 799 0.00876095
23 799 0.0100125
24 770 0.00909091
25 722 0.0103878
26 692 0.00867052
27 672 0.0141369
28 652 0.023773
29 626 0.014377
30 646 0.0178019
31 656 0.027439
32 694 0.0237752
33 704 0.0191761
34 668 0.0217066
35 666 0.0247748
36 628 0.0246815
37 620 0.0233871
38 656 0.0266768
39 700 0.02
40 716 0.0321229
41 778 0.0417738
42 786 0.0400763
43 794 0.0453401
44 762 0.0524934
45 752 0.0664894
46 756 0.0621693
47 766 0.0535248
48 799 0.0550688
49 799 0.0400501
50 799 0.0469337
51 799 0.0369212
52 792 0.0372475
53 799 0.0513141
54 782 0.0530691
55 799 0.057572
56 799 0.0481852
57 799 0.0463079
58 799 0.0500626
59 799 0.0419274
60 799 0.0475594
61 799 0.0581977
62 799 0.0531915
63 792 0.0542929
64 794 0.0472292
65 799 0.0638298
66 799 0.0750939
67 790 0.0727848
68 772 0.0751295
69 734 0.0708447
70 756 0.0753968
71 768 0.0664062
72 766 0.0633159
73 762 0.0636483
74 799 0.0581977
75 799 0.0725907
76 799 0.0707134
77 799 0.09199
78 799 0.0994994
79 799 0.100125
80 766 0.109661
81 770 0.10974
82 756 0.0978836
83 799 0.0957447
84 799 0.0882353
85 799 0.10826
86 799 0.0969962
87 792 0.0991162
88 799 0.106383
89 790 0.113924
90 799 0.134543
91 799 0.146433
92 799 0.148936
93 799 0.141427
94 799 0.134543
95 799 0.136421
96 799 0.147059
97 799 0.151439
98 799 0.1602
99 799 0.162703
100 799 0.174593
101 780 0.192949
102 799 0.195244
103 799 0.20776
104 799 0.209637
105 799 0.207134
106 799 0.199625
107 794 0.20403
108 790 0.203165
109 799 0.222153
110 794 0.233627
111 799 0.24781
112 799 0.261577
113 799 0.249061
114 799 0.263454
115 758 0.290237
116 792 0.30303
117 799 0.307885
118 799 0.306633
119 799 0.322278
120 799 0.345432
121 799 0.359825
122 799 0.368586
123 799 0.376095
124 799 0.36796
125 799 0.404881
126 799 0.433041
127 799 0.454318
128 799 0.488736
129 799 0.519399
130 799 0.550063
131 799 0.582603
132 799 0.618899
133 799 0.623279
134 799 0.618899
135 799 0.632666
136 799 0.653317
137 799 0.657697
138 799 0.722153
139 799 0.73592
140 799 0.714643
141 799 0.71965
142 799 0.739675
143 799 0.747184
144 799 0.767209
145 799 0.772841
146 799 0.795995
147 799 0.801627
148 799 0.819775
149 799 0.814143
150 799 0.819149
151 799 0.830413
152 799 0.835419
153 799 0.852315
154 799 0.864831
155 799 0.868586
156 799 0.874218
157 799 0.855444
158 799 0.876721
159 799 0.87234
160 799 0.866708
161 799 0.906758
162 799 0.906758
163 799 0.90363
164 799 0.901126
165 799 0.902378
166 799 0.920526
167 799 0.933041
168 799 0.951189
169 799 0.956195
170 799 0.959324
171 799 0.961202
172 799 0.961202
173 799 0.961827
174 799 0.958073
175 799 0.964956
176 799 0.959324
177 799 0.959324
178 799 0.951815
179 799 0.945557
180 799 0.943054
181 799 0.953066
182 799 0.953066
183 799 0.954944
184 799 0.95995
185 799 0.956821
186 799 0.969337
187 799 0.969962
188 799 0.968085
189 799 0.965582
190 799 0.965582
191 799 0.966834
192 799 0.970588
193 799 0.979975
194 799 0.983104
195 799 0.989362
196 799 0.990613
197 799 0.993742
198 799 0.996245
199 799 0.998748
200 799 1
