t n p
1 799 0.00625782
2 799 0.00375469
3 799 0.00876095
4 799 0.0112641
5 796 0.0106784
6 790 0.0151899
7 790 0.0246835
8 799 0.0275344
9 799 0.0369212
10 799 0.0419274
11 766 0.0450392
12 778 0.0372751
13 799 0.0337922
14 799 0.0381727
15 790 0.0449367
16 799 0.0450563
17 786 0.0438931
18 799 0.0387985
19 799 0.0331665
20 799 0.0237797
21 788 0.0215736
22 754 0.0172414
23 748 0.0200535
24 750 0.0306667
25 738 0.0325203
26 688 0.0334302
27 696 0.0445402
28 682 0.0432551
29 714 0.047619
30 722 0.049169
31 710 0.0478873
32 690 0.0521739
33 690 0.0601449
34 704 0.0674716
35 686 0.0721574
36 686 0.0663265
37 652 0.0720859
38 708 0.0861582
39 758 0.0903694
40 770 0.0876623
41 738 0.0758808
42 730 0.0678082
43 738 0.0697832
44 716 0.0740223
45 726 0.0709366
46 756 0.0853175
47 744 0.077957
48 754 0.0855438
49 764 0.085733
50 778 0.0861183
51 778 0.0674807
52 799 0.0826033
53 799 0.0801001
54 776 0.0753866
55 750 0.09
56 740 0.102703
57 760 0.109868
58 799 0.126408
59 790 0.109494
60 799 0.102003
61 796 0.103643
62 792 0.107955
63 799 0.105757
64 772 0.125648
65 799 0.110138
66 772 0.128886
67 708 0.147599
68 692 0.171243
69 700 0.172857
70 700 0.2
71 710 0.230986
72 714 0.255602
73 734 0.275886
74 748 0.295455
75 786 0.303435
76 799 0.307259
77 799 0.336671
78 799 0.350438
79 799 0.357947
80 799 0.381101
81 799 0.386733
82 799 0.391114
83 799 0.433667
84 799 0.461202
85 799 0.491239
86 799 0.50438
87 799 0.558198
88 799 0.574468
89 799 0.571965
90 799 0.581977
91 799 0.590113
92 799 0.606383
93 798 0.611529
94 799 0.623279
95 799 0.622028
96 799 0.637672
97 799 0.656446
98 799 0.682103
99 799 0.677096
100 799 0.690864
101 799 0.687735
102 799 0.705882
103 799 0.710889
104 799 0.742804
105 799 0.757196
106 799 0.770964
107 799 0.776596
108 799 0.790363
109 799 0.798498
110 799 0.801001
111 799 0.814143
112 799 0.838548
113 799 0.854193
114 799 0.860451
115 799 0.866708
116 799 0.874844
117 799 0.88423
118 799 0.879224
119 799 0.854193
120 799 0.859825
121 799 0.871715
122 799 0.877347
123 799 0.88423
124 799 0.902378
125 799 0.913016
126 799 0.916145
127 799 0.923029
128 799 0.923029
129 799 0.934293
130 799 0.942428
131 799 0.941802
132 799 0.945557
133 799 0.957447
134 799 0.960576
135 799 0.962453
136 799 0.969962
137 799 0.966208
138 799 0.972466
139 799 0.974969
140 799 0.980601
141 799 0.985607
142 799 0.988736
143 799 0.989362
144 799 0.992491
145 799 0.990613
146 799 0.988736
147 799 0.992491
148 799 0.991239
149 799 0.993742
150 799 0.994368
151 799 0.998748
152 799 0.998123
153 799 0.998123
154 799 0.998123
155 799 0.998123
156 799 0.998748
157 799 0.998748
158 799 0.998748
159 799 0.998123
160 799 0.997497
161 799 0.997497
162 799 0.997497
163 799 0.998123
164 799 0.998123
165 799 1
