t n p
0 10000 0
1 10000 0
2 10000 0
3 10000 0
4 9976 0
5 9960 5.02008e-05
6 10000 5e-05
7 10000 0.0002
8 9988 0.00010012
9 9934 0.000150997
10 9998 5.001e-05
11 10000 5e-05
12 10000 0
13 9856 0
14 9976 5.01203e-05
15 10000 0
16 10000 0
17 10000 0
18 10000 0
19 10000 0
20 9850 0
21 9750 0
22 9838 0
23 9866 0
24 9936 0
25 9926 0
26 9890 0
27 9936 0
28 9968 0
29 9922 0
30 9956 0
31 9910 0
32 9936 0
33 9830 0
34 9860 0
35 10000 0
36 10000 0
37 10000 0
38 9908 0
39 9942 0
40 9926 0
41 10000 5e-05
42 10000 0
43 9754 0
44 9742 0
45 9784 0
46 9788 0
47 9996 0
48 10000 0
49 9908 0
50 9818 0
51 9750 0
52 9714 0
53 9614 0
54 9522 0
55 9480 0
56 9546 0
57 9562 0
58 9498 0
59 9576 0
60 9620 0
61 9594 0
62 9770 5.11771e-05
63 9860 0.00020284
64 9784 0.000459935
65 9914 0.000201735
66 9954 0.000150693
67 9898 5.05153e-05
68 9766 5.1198e-05
69 9854 0.000152222
70 9728 0.000205592
71 9726 0.00035986
72 9658 5.17706e-05
73 9742 5.13242e-05
74 9626 0
75 9784 5.11038e-05
76 9828 0.00010175
77 9928 0.000302176
78 9960 0.000401606
79 9954 0.000552542
80 10000 0.0003
81 9896 0.000303153
82 9820 0.000458248
83 9710 0.000720906
84 9726 0.00107958
85 9758 0.00117852
86 9892 0.00176911
87 9908 0.00206904
88 10000 0.00275
89 10000 0.00345
90 10000 0.00345
91 10000 0.004
92 9884 0.00303521
93 9854 0.00258778
94 9854 0.00345038
95 9924 0.00392987
96 9958 0.00356497
97 10000 0.0039
98 10000 0.0044
99 9944 0.00487731
100 9964 0.0044159
101 10000 0.0045
102 9914 0.0044886
103 9928 0.00589243
104 9846 0.0059415
105 9868 0.00668829
106 10000 0.0064
107 9980 0.00676353
108 9972 0.00711994
109 10000 0.0077
110 9972 0.00907541
111 10000 0.0094
112 9894 0.00828785
113 9836 0.00828589
114 9910 0.00832492
115 9972 0.00827316
116 9924 0.0094216
117 9902 0.00908907
118 9798 0.0105123
119 9820 0.0112016
120 9876 0.0112394
121 10000 0.01365
122 10000 0.0162
123 10000 0.01715
124 10000 0.0169
125 9908 0.0165018
126 10000 0.01735
127 9820 0.0169552
128 9668 0.0174286
129 9628 0.0180723
130 9750 0.0185641
131 9672 0.0181969
132 9724 0.0178425
133 9904 0.0201434
134 9996 0.0177071
135 10000 0.02115
136 9948 0.0218637
137 10000 0.023
138 9874 0.026585
139 9996 0.0285114
140 9924 0.0302801
141 10000 0.0353
142 10000 0.0352
143 9892 0.0356349
144 9960 0.0370482
145 10000 0.04115
146 10000 0.0434
147 9900 0.0480303
148 10000 0.0476
149 10000 0.05305
150 10000 0.0556
151 10000 0.05915
152 10000 0.05805
153 10000 0.06155
154 9970 0.0646941
155 10000 0.0701
156 10000 0.07295
157 10000 0.0736
158 10000 0.08155
159 10000 0.086
160 10000 0.09375
161 10000 0.0994
162 10000 0.1019
163 10000 0.0998
164 9960 0.105221
165 10000 0.11685
166 10000 0.11965
167 10000 0.13
168 10000 0.136
169 10000 0.1453
170 10000 0.1584
171 10000 0.1609
172 10000 0.16715
173 10000 0.17815
174 10000 0.18595
175 10000 0.19335
176 10000 0.2088
177 10000 0.21975
178 10000 0.2263
179 10000 0.24205
180 10000 0.2561
181 10000 0.2694
182 10000 0.274
183 10000 0.28465
184 10000 0.3008
185 10000 0.3082
186 10000 0.32755
187 10000 0.3375
188 10000 0.35355
189 10000 0.37075
190 10000 0.38745
191 10000 0.4046
192 10000 0.4173
193 10000 0.44495
194 10000 0.4667
195 10000 0.4861
196 10000 0.49335
197 10000 0.5087
198 10000 0.53155
199 10000 0.55365
200 10000 0.56925
201 10000 0.5884
202 10000 0.60515
203 10000 0.6065
204 10000 0.6153
205 10000 0.6286
206 10000 0.64045
207 10000 0.65425
208 10000 0.6758
209 10000 0.7008
210 10000 0.7183
211 10000 0.7309
212 10000 0.7467
213 10000 0.7607
214 10000 0.77335
215 10000 0.7825
216 10000 0.79735
217 10000 0.802
218 10000 0.813
219 10000 0.81915
220 10000 0.8335
221 10000 0.8407
222 10000 0.8476
223 10000 0.8528
224 10000 0.86275
