t n p
0 10000 0
1 10000 0
2 10000 0
3 10000 0
4 9994 0
5 9980 5.01002e-05
6 9988 0
7 10000 5e-05
8 10000 0
9 10000 0
10 10000 0
11 10000 0
12 10000 0
13 10000 5e-05
14 10000 0
15 10000 0
16 9984 5.00801e-05
17 9952 5.02412e-05
18 9954 0
19 9966 0
20 10000 0
21 10000 0
22 9870 0
23 9796 0
24 9756 0
25 9748 0
26 9774 0
27 9730 0
28 9832 0
29 9738 0
30 9836 5.08337e-05
31 9746 0
32 9684 0
33 9670 0
34 9642 5.18565e-05
35 9680 0
36 9750 0
37 9758 0
38 9826 0
39 9802 0
40 9692 0
41 9682 0
42 9610 0
43 9618 0
44 9530 0.000104932
45 9538 0
46 9524 0
47 9574 0
48 9618 0
49 9578 0
50 9632 0
51 9666 0
52 9656 0
53 9438 0
54 9454 0
55 9460 5.28541e-05
56 9512 0
57 9532 0
58 9362 0
59 9452 0
60 9410 0
61 9460 5.28541e-05
62 9464 0
63 9456 0
64 9360 0
65 9214 0
66 8948 0
67 8942 5.59159e-05
68 9022 0
69 9096 0
70 9036 5.53342e-05
71 8992 0
72 9090 5.50055e-05
73 9102 5.4933e-05
74 8864 5.64079e-05
75 8912 0.000112208
76 8848 0.00022604
77 8922 0.000392289
78 8912 0.000392729
79 9132 0.000383268
80 8952 0.000223414
81 8872 0.0003945
82 8870 0.000338219
83 8924 0.000336172
84 8732 0.000171782
85 8734 0
86 8756 0
87 8890 0
88 8954 5.5841e-05
89 8898 0.000112385
90 8936 0.000391674
91 9056 0.000496908
92 9120 0
93 9198 0
94 9146 0
95 9122 0
96 9216 0
97 9382 0
98 9272 5.39258e-05
99 9442 5.29549e-05
100 9342 0
101 9422 5.30673e-05
102 9376 0
103 9438 0
104 9234 0
105 9138 0
106 9312 0
107 9336 0
108 9340 0
109 9412 0
110 9308 0
111 9196 0
112 9294 0
113 9372 0
114 9322 0
115 9306 0
116 9218 0
117 9204 0
118 9138 0
119 9024 0
120 8914 0
121 8918 0
122 9046 0
123 8928 0
124 8980 0
125 9010 0
126 8972 0
127 9028 0
128 8986 0
129 8984 0
130 8924 0
131 8848 0
132 8938 0
133 9004 0
134 9064 5.51633e-05
135 9100 0
136 9036 0
137 9150 0
138 9332 0
139 9354 0
140 9472 0
141 9510 0
142 9398 0
143 9342 0
144 9410 0
145 9426 0
146 9386 0
147 9462 0
148 9356 0
149 9300 0
150 9358 0
151 9374 0
152 9448 0
153 9558 0
154 9464 0
155 9640 0
156 9492 0
157 9522 0
158 9426 0
159 9276 0
160 9220 0
161 9316 0
162 9182 0
163 9310 0
164 9376 0
165 9572 0
166 9670 0
167 9644 0
168 9622 0
169 9620 0
170 9592 0
171 9568 0
172 9554 0
173 9678 0
174 9756 0
175 9904 0
176 9822 0
177 9602 0
178 9594 0
179 9612 0
180 9666 0
181 9528 0
182 9496 0
183 9474 0
184 9558 5.23122e-05
185 9446 0.000158797
186 9466 0.000158462
187 9354 0.000106906
188 9410 0.000159405
189 9416 0.000265506
190 9454 0.000211551
191 9548 0.000261835
192 9466 0.000316924
193 9436 0.000317931
194 9370 0.000373533
195 9208 0.000380104
196 9204 0.000597566
197 8968 0.000836307
198 8838 0.000848608
199 8924 0.00123263
200 8952 0.00117292
201 9094 0.00131955
202 8990 0.00250278
203 9046 0.00420075
204 9220 0.00390456
205 9146 0.00338946
206 9366 0.00298954
207 9350 0.00283422
208 9452 0.00269784
209 9476 0.00411566
210 9526 0.00577367
211 9450 0.00560847
212 9384 0.00666027
213 9412 0.00621547
214 9344 0.00636772
215 9420 0.00764331
216 9398 0.00893807
217 9264 0.00831174
218 9198 0.00951294
219 9204 0.00950674
220 9056 0.0102694
221 9092 0.0119336
222 9038 0.0123921
223 9104 0.0113137
224 9104 0.0121924
225 9080 0.0112885
226 9228 0.0131123
227 9338 0.0122082
228 9422 0.0134791
229 9522 0.0124974
230 9618 0.0130485
231 9790 0.0134321
232 9824 0.014149
233 9804 0.0142799
234 9756 0.0155289
235 9698 0.0147453
236 9680 0.0156508
237 9916 0.0166902
238 9806 0.0173873
239 9960 0.0181727
240 9886 0.0174489
241 9890 0.0188574
242 9932 0.0216472
243 9952 0.019795
244 9968 0.0198636
245 10000 0.0205
246 10000 0.02335
247 9912 0.0255751
248 9914 0.026629
