t n p
0 10000 0
1 10000 0
2 10000 0
3 10000 5e-05
4 10000 5e-05
5 9984 0.00010016
6 9964 0
7 9890 0
8 9740 0
9 9768 0
10 9734 0
11 9774 0
12 9686 0
13 9646 0
14 9660 0
15 9778 0
16 9604 0
17 9696 0
18 9726 0
19 9904 0
20 9772 0
21 9834 0
22 10000 5e-05
23 10000 0.00015
24 10000 0.00015
25 10000 0.0003
26 9924 0.000251915
27 10000 0.0004
28 9984 0.000550881
29 9858 0.000710083
30 9878 0.000708645
31 9908 0.000454178
32 9854 0.000811853
33 9774 0.000869654
34 9774 0.00117659
35 9870 0.00131712
36 9856 0.000659497
37 9950 0.000854271
38 9948 0.00100523
39 9886 0.000606919
40 9984 0.000901442
41 10000 0.0011
42 9962 0.00115439
43 9884 0.00106232
44 10000 0.00045
45 10000 0.00035
46 9718 0.000360156
47 9686 0.000722693
48 9538 0.000419375
49 9502 0.000420964
50 9506 0.000736377
51 9568 0.000731605
52 9510 0.000998948
53 9474 0.000844416
54 9392 0.00122445
55 9372 0.000906957
56 9282 0.000969619
57 9186 0.00087089
58 9082 0.000880863
59 8974 0.0013372
60 8942 0.00117423
61 8960 0.00145089
62 9056 0.00281581
63 9240 0.00238095
64 9224 0.00189722
65 9236 0.00216544
66 9144 0.00295276
67 9232 0.0034662
68 9302 0.00387014
69 9406 0.00462471
70 9320 0.00493562
71 9334 0.00508892
72 9358 0.00550331
73 9282 0.00549451
74 9474 0.00533038
75 9472 0.00596495
76 9528 0.00745172
77 9534 0.00660793
78 9592 0.00792327
79 9678 0.00785286
80 9800 0.00693878
81 9934 0.00649285
82 9942 0.00593442
83 9874 0.00632975
84 9946 0.00638448
85 9986 0.00746044
86 9994 0.00670402
87 9892 0.00717752
88 9964 0.00843035
89 10000 0.00865
90 10000 0.00935
91 10000 0.00965
92 9998 0.0118524
93 9998 0.0124025
94 9944 0.0147325
95 9962 0.0153584
96 9862 0.0158183
97 9736 0.0174096
98 9834 0.0200834
99 9812 0.0227782
100 9922 0.0266579
101 9964 0.0297069
102 9990 0.0265265
103 9964 0.0296568
104 10000 0.03355
105 9828 0.0369353
106 9724 0.0366619
107 9882 0.0389091
108 9832 0.0421074
109 9830 0.0445066
110 9852 0.0483658
111 10000 0.0551
112 10000 0.05285
113 10000 0.0567
114 10000 0.0612
115 10000 0.06455
116 9930 0.0679758
117 10000 0.0709
118 10000 0.0744
119 10000 0.07375
120 10000 0.0763
121 10000 0.0794
122 10000 0.08155
123 10000 0.087
124 10000 0.0899
125 10000 0.09185
126 10000 0.09715
127 10000 0.10295
128 10000 0.1095
129 10000 0.11165
130 10000 0.11975
131 10000 0.1251
132 10000 0.13165
133 10000 0.1454
134 10000 0.1567
135 10000 0.164
136 10000 0.17255
137 10000 0.1888
138 10000 0.194
139 10000 0.2116
140 10000 0.226
141 10000 0.2411
142 10000 0.24555
143 10000 0.26475
144 10000 0.2781
145 10000 0.2863
146 10000 0.29475
147 10000 0.3101
148 10000 0.32105
149 10000 0.33595
150 10000 0.3437
151 10000 0.36355
152 10000 0.37065
153 10000 0.38835
154 10000 0.40595
155 10000 0.4159
156 10000 0.43315
157 10000 0.4523
158 10000 0.4625
159 10000 0.47825
160 10000 0.4949
161 10000 0.5189
162 10000 0.54125
163 10000 0.55865
164 10000 0.58075
165 10000 0.5896
166 10000 0.6149
167 10000 0.62505
168 10000 0.6398
169 10000 0.655
170 10000 0.6616
171 10000 0.67545
172 10000 0.68825
173 10000 0.70045
174 10000 0.7194
175 10000 0.73235
176 10000 0.7482
177 10000 0.75335
178 10000 0.7548
179 10000 0.7607
180 10000 0.7765
181 10000 0.78565
182 10000 0.79325
183 10000 0.8011
184 10000 0.81565
185 10000 0.8209
186 10000 0.82775
187 10000 0.8386
188 10000 0.84935
189 10000 0.86195
190 10000 0.8642
191 10000 0.8687
192 10000 0.87355
193 10000 0.8808
194 10000 0.88215
195 10000 0.8933
196 10000 0.90125
197 10000 0.9074
198 10000 0.90895
199 10000 0.90935
200 10000 0.91325
201 10000 0.9142
202 10000 0.91625
203 10000 0.9219
204 10000 0.92545
205 10000 0.9309
206 10000 0.93555
207 10000 0.93905
208 10000 0.9381
209 10000 0.94255
210 10000 0.9465
211 10000 0.94585
212 10000 0.94715
213 10000 0.95045
