t n p
0 10000 0
1 10000 0
2 9930 5.03525e-05
3 10000 0
4 9942 0
5 9876 0
6 9822 0
7 9898 0
8 10000 0
9 10000 0
10 9996 0
11 9774 0
12 9834 0
13 10000 0
14 10000 5e-05
15 10000 0
16 9824 5.08958e-05
17 9812 0
18 9710 0
19 9648 0
20 9614 0
21 9656 0
22 9502 0
23 9520 0
24 9452 0
25 9540 0
26 9592 0
27 9562 0
28 9600 0
29 9614 0
30 9600 0
31 9370 0
32 9374 0
33 9550 5.2356e-05
34 9570 0
35 9578 0
36 9630 5.19211e-05
37 9424 5.3056e-05
38 9538 0
39 9450 0
40 9488 0
41 9418 0
42 9460 0
43 9524 0
44 9384 0
45 9324 0
46 9336 0
47 9146 0
48 9238 0
49 9312 0
50 9402 0
51 9358 0
52 9368 0
53 9314 0
54 9418 0
55 9282 0
56 9346 0
57 9440 0
58 9586 0
59 9536 0
60 9560 0
61 9700 5.15464e-05
62 9658 0.000103541
63 9578 0.000417624
64 9600 0.000625
65 9472 0.000686233
66 9500 0.000526316
67 9578 0.000574233
68 9494 0.000789973
69 9478 0.000474784
70 9474 0.000474984
71 9720 0.000257202
72 9594 0.000416927
73 9486 0.000527093
74 9442 0.000264774
75 9376 0.000479949
76 9202 0.000434688
77 9116 0.000438789
78 9000 0.000277778
79 9126 0.000109577
80 9220 0.00016269
81 9206 5.43124e-05
82 9378 5.33163e-05
83 9350 5.34759e-05
84 9460 0.000105708
85 9286 5.38445e-05
86 9140 0.000109409
87 9244 5.40891e-05
88 9054 0.000110448
89 9046 0.000165819
90 9052 0.000331418
91 9070 0.000275634
92 9270 0.000161812
93 9316 0
94 9282 0.000107735
95 9246 0.000108155
96 9402 0.00010636
97 9266 5.39607e-05
98 9246 0
99 9128 0
100 8962 0
101 8966 0
102 8958 0
103 8858 0
104 8850 0
105 8976 0
106 8882 0
107 8756 0
108 8886 0
109 8756 0
110 8654 0
111 8590 0
112 8588 0
113 8544 0
114 8538 0
115 8514 0
116 8468 0
117 8550 5.84795e-05
118 8472 0.000118036
119 8314 0.000420977
120 8352 0.000598659
121 8264 0.000907551
122 8204 0.000853242
123 8204 0.000365675
124 8292 0.000241196
125 8264 0.000242014
126 8184 0.000305474
127 8128 0.000369094
128 7908 0.00044259
129 7818 0.00025582
130 7820 0.000191816
131 7820 0.000319693
132 7734 0.000258598
133 7840 0.000446429
134 7790 0.000385109
135 7746 0.000129099
136 7684 0.000260281
137 7548 6.62427e-05
138 7514 0.000133085
139 7544 0.000265111
140 7636 0.000261917
141 7626 0.000262261
142 7614 0.000262674
143 7702 6.49182e-05
144 7606 0.000131475
145 7452 0
146 7382 0
147 7514 0
148 7646 0
149 7810 0
150 7682 0
151 7556 0
152 7664 0
153 7736 0
154 7862 0
155 7610 0
156 7516 0
157 7448 0
158 7418 0
159 7396 0
160 7382 0
161 7354 0
162 7358 0
163 7354 0
164 7360 0
165 7286 0
166 7196 0
167 7176 6.96767e-05
168 7176 0.000278707
169 7174 0
170 7362 0
171 7346 0
172 7412 0
173 7434 0
174 7522 0
175 7546 0
176 7498 0
177 7676 0
178 7608 0
179 7690 0
180 7760 0
181 7794 0
182 7692 0
183 7626 0
184 7622 0
185 7612 0
186 7560 6.61376e-05
187 7620 0.000131234
188 7714 0
189 7690 0
190 7802 0
191 8004 0
192 8118 0
193 8144 0
194 8110 0
195 8020 0
196 8038 6.22045e-05
197 7974 0.000125408
198 8052 0.000186289
199 8004 0.000187406
200 7966 0
201 8018 0
202 7946 0
203 8010 0
204 8110 0
205 7998 0
206 7894 0
207 8006 6.24532e-05
208 8000 0
209 7958 6.28299e-05
210 7958 0
211 7972 6.27195e-05
212 7916 0.00018949
213 8056 0.000124131
214 8038 0.000186614
215 8086 6.18353e-05
216 8082 0
217 8108 0
218 8094 0
219 8074 0
220 8080 6.18812e-05
221 7994 0
222 8048 0
223 8080 0
224 8114 0
225 8030 0
226 7958 0
227 7924 0
228 7960 0
229 7910 0
230 8024 0
231 8020 0
232 7936 0
233 7864 0
234 8004 0
235 8052 0
236 8022 0
237 8000 0
238 8064 0
239 7954 0
240 8022 0
241 8038 0
242 8246 0
243 8310 6.01685e-05
244 8416 0
245 8480 0
246 8528 0
247 8558 0
248 8576 5.83022e-05
249 8602 5.8126e-05
250 8610 0
