t n p
0 10000 0
1 9892 0
2 10000 0
3 9984 0
4 9874 0
5 10000 0
6 9990 0
7 10000 0
8 10000 0
9 10000 0
10 10000 5e-05
11 10000 0
12 10000 0
13 10000 0
14 10000 0
15 9820 0
16 9920 0
17 9856 0
18 10000 0
19 9996 5.002e-05
20 10000 5e-05
21 9984 0.00010016
22 9884 0.000101174
23 9814 5.09476e-05
24 9800 0
25 9956 0
26 9814 0
27 9816 0
28 9854 0
29 9842 5.08027e-05
30 9974 0
31 10000 0
32 10000 0
33 10000 0
34 10000 0
35 10000 0
36 9946 0.000100543
37 9796 0.000204165
38 9998 0.00025005
39 9876 0.000354394
40 9890 5.05561e-05
41 9928 0
42 9770 0
43 9774 0
44 9868 0
45 9938 0
46 9916 0
47 9806 0
48 9776 0
49 9674 0
50 9650 0
51 9690 0
52 9738 0
53 9856 0
54 9808 0
55 9828 0
56 9898 0
57 9914 0
58 10000 0
59 10000 0
60 10000 0
61 9900 0
62 9956 0
63 9988 0
64 9890 0
65 9752 0
66 9754 0
67 9866 0
68 10000 0
69 9940 0
70 9970 0
71 9990 0
72 10000 0
73 9796 0
74 9824 0
75 9856 0
76 9858 0
77 9942 0
78 9938 0
79 9952 0
80 10000 0
81 10000 0
82 9872 0
83 9876 0
84 9994 5.003e-05
85 9910 0
86 9974 0
87 10000 0
88 9948 0
89 10000 5e-05
90 10000 0
91 9950 0
92 9960 0
93 9838 0
94 9854 0
95 9944 0
96 10000 0
97 9896 0
98 9780 0
99 9858 0
100 9918 0
101 9866 0
102 9910 0
103 10000 0
104 10000 0
105 9844 0
106 9874 0
107 9928 0
108 9824 0
109 9746 0
110 9828 5.08751e-05
111 9712 0.000205931
112 9978 0.000200441
113 9848 0
114 9908 5.04643e-05
115 9852 5.07511e-05
116 9790 0.00020429
117 9806 0.000203957
118 9724 5.14192e-05
119 9592 0
120 9794 0
121 10000 0
122 9992 0
123 10000 0
124 10000 0
125 9874 0
126 10000 0
127 9968 0
128 10000 0
129 9808 0
130 9762 0
131 9798 0
132 9856 0
133 9716 0
134 9846 0
135 9704 0
136 9690 0
137 9658 0
138 9552 0
139 9446 0
140 9472 0
141 9504 0
142 9602 0
143 9426 0
144 9430 0
145 9460 0
146 9492 0
147 9622 0
148 9448 0
149 9588 0
150 9738 0
151 9826 0
152 9806 0
153 9778 0
154 9696 0
155 9692 0
156 9556 0
157 9566 0
158 9480 0
159 9546 0
160 9632 0
161 9844 0
162 9932 0
163 9920 0
164 9894 0
165 9922 0
166 9914 0
167 10000 0
168 10000 0
169 9912 0
170 10000 0
171 9932 0
172 10000 0
173 10000 0
174 9940 0
175 9898 0
176 10000 0
177 10000 5e-05
178 9780 0.000102249
179 9638 5.1878e-05
180 9578 0
181 9698 0
182 9590 0
183 9750 0
184 9798 0
185 9778 0
186 9752 0
187 9868 0
188 9820 0
189 9880 0
190 9896 0
191 9930 0
192 9976 0
193 9972 0
194 9980 0
195 9942 0
196 9870 0
197 9916 0
198 9752 0
199 9754 0
200 9698 0
201 9536 0
202 9734 0
203 9814 0
204 9844 0
205 9896 0
206 9716 5.14615e-05
207 9606 0.000104102
208 9594 0.000156348
209 9626 0.000311656
210 9496 0.000473884
211 9376 0.000586604
212 9422 0.000424538
213 9448 0.000476291
214 9550 0.00078534
215 9636 0.000466999
216 9662 0.000724488
217 9724 0.000976964
218 9704 0.000927453
219 9724 0.000719868
220 9468 0.00100338
221 9516 0.00147121
222 9480 0.00116034
223 9426 0.000848716
224 9416 0.000849618
225 9206 0.000977623
226 9134 0.000875848
227 9272 0.000808887
228 9500 0.00115789
229 9378 0.00138622
230 9252 0.00226978
231 9212 0.00271385
232 9368 0.00309564
233 9394 0.00383223
234 9344 0.00481592
235 9364 0.00635412
236 9474 0.00633312
237 9336 0.00669452
238 9338 0.00663954
239 9478 0.00801857
240 9592 0.00766264
241 9502 0.00815618
242 9484 0.0111767
243 9452 0.0103153
244 9494 0.0106383
245 9612 0.0101956
246 9524 0.0119173
247 9558 0.0107763
248 9678 0.011366
249 9638 0.0119319
250 9592 0.0136051
251 9504 0.0164668
252 9456 0.0172377
253 9582 0.0189939
254 9676 0.0195329
255 9504 0.0190446
256 9430 0.0222163
257 9384 0.023977
258 9366 0.0276532
259 9476 0.0313951
260 9610 0.033975
261 9582 0.0386662
262 9534 0.0427942
263 9704 0.0452906
264 9762 0.0477873
265 9994 0.0543826
266 10000 0.05855
267 10000 0.06585
268 10000 0.07335
269 10000 0.0822
270 10000 0.08915
271 10000 0.0962
272 10000 0.10415
273 10000 0.1043
274 10000 0.1156
275 10000 0.12315
276 10000 0.1328
277 10000 0.15025
278 10000 0.16135
279 10000 0.17995
280 10000 0.19415
281 10000 0.2049
282 10000 0.2234
283 10000 0.23675
284 10000 0.2474
285 10000 0.2713
286 10000 0.29055
287 10000 0.3112
288 10000 0.3291
289 10000 0.3457
290 10000 0.3667
291 10000 0.3823
292 10000 0.40405
293 10000 0.41545
294 10000 0.436
295 10000 0.4563
296 10000 0.4786
297 10000 0.5037
298 10000 0.53195
299 10000 0.55905
300 10000 0.57055
301 10000 0.5863
302 10000 0.6096
303 10000 0.6273
304 10000 0.65335
305 10000 0.6788
306 10000 0.69885
307 10000 0.71555
308 10000 0.73315
309 10000 0.7569
310 10000 0.7735
311 10000 0.7933
312 10000 0.8064
313 10000 0.8206
314 10000 0.83725
315 10000 0.8479
316 10000 0.8592
317 10000 0.8714
318 10000 0.88335
319 10000 0.89375
320 10000 0.9089
321 10000 0.91535
322 10000 0.92205
323 10000 0.92865
324 10000 0.93755
325 10000 0.94435
326 10000 0.94795
327 10000 0.95195
328 10000 0.95775
329 10000 0.96395
330 10000 0.97045
331 10000 0.97195
332 10000 0.97665
333 10000 0.9801
334 10000 0.98015
335 10000 0.98205
336 10000 0.9845
337 10000 0.9865
338 10000 0.98895
339 10000 0.9899
340 10000 0.98905
341 10000 0.98985
342 10000 0.9898
343 10000 0.9899
344 10000 0.99195
345 10000 0.99215
346 10000 0.99215
347 10000 0.9933
348 10000 0.9939
349 10000 0.9945
350 10000 0.9951
351 10000 0.9957
352 10000 0.9964
353 10000 0.99695
354 10000 0.99695
355 10000 0.9975
356 10000 0.998
357 10000 0.9974
358 10000 0.9975
359 10000 0.9979
360 10000 0.9978
361 10000 0.99755
362 10000 0.9975
363 10000 0.9973
364 10000 0.99805
365 10000 0.99865
366 10000 0.99885
367 10000 0.99855
368 10000 0.99875
369 10000 0.99875
370 10000 0.9987
371 10000 0.9986
372 10000 0.9988
373 10000 0.99895
374 10000 0.9992
375 10000 0.99935
376 10000 0.99915
377 10000 0.99915
378 10000 0.9993
379 10000 0.99925
380 10000 0.9993
381 10000 0.9991
382 10000 0.9994
