t n p
2 2918 0.0013708
3 2945 0.00101868
4 2945 0.00118846
5 2945 0.000848896
6 2945 0.000679117
7 2945 0.000679117
8 2874 0.000695894
9 2934 0.00102249
10 2945 0.00237691
11 2945 0.00203735
12 2886 0.002079
13 2912 0.00171703
14 2880 0.0015625
15 2866 0.00261689
16 2902 0.00379049
17 2788 0.00412482
18 2796 0.00500715
19 2786 0.00502513
20 2816 0.00514915
21 2768 0.00632225
22 2724 0.00770925
23 2734 0.00950988
24 2722 0.0134093
25 2796 0.0141273
26 2832 0.016596
27 2734 0.0168252
28 2706 0.0192166
29 2730 0.0245421
30 2834 0.0275229
31 2870 0.0327526
32 2766 0.0339841
33 2798 0.0398499
34 2776 0.0457493
35 2738 0.0511322
36 2784 0.0531609
37 2892 0.061722
38 2912 0.067136
39 2945 0.0801358
40 2945 0.0877759
41 2916 0.0979081
42 2945 0.0981324
43 2945 0.0983022
44 2945 0.114431
45 2945 0.135484
46 2945 0.135314
47 2945 0.149066
48 2945 0.150255
49 2945 0.149066
50 2945 0.170968
51 2945 0.194397
52 2945 0.201188
53 2945 0.214771
54 2945 0.239898
55 2945 0.251273
56 2945 0.260102
57 2945 0.267402
58 2945 0.283701
59 2945 0.298132
60 2945 0.325467
61 2945 0.339389
62 2945 0.353311
63 2945 0.374024
64 2945 0.383531
65 2945 0.41528
66 2945 0.4382
67 2945 0.444143
68 2945 0.458234
69 2945 0.478778
70 2945 0.500509
71 2945 0.521562
72 2945 0.554329
73 2945 0.586248
74 2945 0.59966
75 2945 0.626825
76 2945 0.637351
77 2945 0.65399
78 2945 0.654329
79 2945 0.670798
80 2945 0.689474
81 2945 0.695076
82 2945 0.704924
83 2945 0.724278
84 2945 0.751613
85 2945 0.771986
86 2945 0.782683
87 2945 0.794397
88 2945 0.813413
89 2945 0.828523
90 2945 0.83854
91 2945 0.851783
92 2945 0.856537
93 2945 0.866214
94 2945 0.871138
95 2945 0.87674
96 2945 0.883192
97 2945 0.888964
98 2945 0.90764
99 2945 0.913243
100 2945 0.917487
101 2945 0.923769
102 2945 0.929881
103 2945 0.935484
104 2945 0.941426
105 2945 0.950424
106 2945 0.955518
107 2945 0.96146
108 2945 0.964346
109 2945 0.965535
110 2945 0.963497
111 2945 0.966723
112 2945 0.969949
113 2945 0.971477
114 2945 0.975212
115 2945 0.978778
116 2945 0.976401
117 2945 0.97657
118 2945 0.978438
119 2945 0.978608
120 2945 0.982003
121 2945 0.981494
122 2945 0.984211
123 2945 0.987436
124 2945 0.986248
125 2945 0.986927
126 2945 0.988795
127 2945 0.99236
128 2945 0.995246
129 2945 0.998132
130 2945 0.99966
131 2945 0.99966
132 2945 0.999321
133 2945 0.999321
134 2945 0.998642
135 2945 0.998981
136 2945 0.998812
137 2945 0.99983
138 2945 1
