t n p
1 2945 0.00169779
2 2945 0.00203735
3 2945 0.00237691
4 2900 0.00362069
5 2945 0.00441426
6 2945 0.00441426
7 2884 0.00572122
8 2890 0.00743945
9 2912 0.00824176
10 2945 0.00916808
11 2922 0.0112936
12 2920 0.0130137
13 2945 0.0147708
14 2876 0.0166898
15 2945 0.0171477
16 2945 0.0196944
17 2890 0.0221453
18 2945 0.0225806
19 2910 0.0266323
20 2912 0.0288462
21 2814 0.0321606
22 2866 0.0423936
23 2912 0.0461882
24 2888 0.0528047
25 2868 0.0559623
26 2872 0.0562326
27 2904 0.0554408
28 2945 0.0602716
29 2945 0.0633277
30 2945 0.0699491
31 2945 0.0755518
32 2945 0.0825127
33 2945 0.0901528
34 2945 0.107301
35 2945 0.11545
36 2945 0.131579
37 2945 0.141766
38 2945 0.149576
39 2945 0.155008
40 2945 0.167742
41 2945 0.179796
42 2945 0.188795
43 2945 0.2
44 2945 0.214601
45 2945 0.23056
46 2945 0.253311
47 2945 0.267742
48 2945 0.292869
49 2945 0.314092
50 2945 0.328693
51 2945 0.363497
52 2945 0.394737
53 2945 0.423939
54 2945 0.441596
55 2945 0.459423
56 2945 0.493548
57 2945 0.514092
58 2945 0.532767
59 2945 0.549576
60 2945 0.585399
61 2945 0.60747
62 2945 0.633107
63 2945 0.65399
64 2945 0.670798
65 2945 0.700509
66 2945 0.714941
67 2945 0.733956
68 2945 0.737691
69 2945 0.756706
70 2945 0.779796
71 2945 0.804414
72 2945 0.819185
73 2945 0.828862
74 2945 0.843633
75 2945 0.854329
76 2945 0.86944
77 2945 0.882003
78 2945 0.891341
79 2945 0.896604
80 2945 0.905942
81 2945 0.920204
82 2945 0.920374
83 2945 0.926486
84 2945 0.932088
85 2945 0.943463
86 2945 0.944992
87 2945 0.948557
88 2945 0.959593
89 2945 0.957555
90 2945 0.963158
91 2945 0.965195
92 2945 0.975382
93 2945 0.977929
94 2945 0.978608
95 2945 0.978778
96 2945 0.978778
97 2945 0.985229
98 2945 0.986587
99 2945 0.991171
100 2945 0.992699
101 2945 0.992699
102 2945 0.994058
103 2945 0.994397
104 2945 0.995756
105 2945 0.995756
106 2945 0.995246
107 2945 0.995756
108 2945 0.997453
109 2945 0.995925
110 2945 0.997114
111 2945 0.997453
112 2945 0.997284
113 2945 0.998132
114 2945 0.999151
115 2945 0.999151
116 2945 0.99983
117 2945 1
