t n p
1 2945 0.00169779
2 2938 0.00153165
3 2876 0.00156467
4 2880 0.00121528
5 2945 0.00101868
6 2922 0.00154004
7 2882 0.00242887
8 2934 0.00306748
9 2928 0.0034153
10 2936 0.00544959
11 2898 0.00396825
12 2945 0.00339559
13 2945 0.00322581
14 2945 0.00305603
15 2945 0.00424448
16 2872 0.00539694
17 2944 0.00475543
18 2846 0.00702741
19 2852 0.00859046
20 2880 0.00885417
21 2945 0.010017
22 2945 0.0113752
23 2940 0.0119048
24 2945 0.0156197
25 2945 0.0166384
26 2945 0.0193548
27 2900 0.022931
28 2945 0.0269949
29 2945 0.0310696
30 2910 0.0323024
31 2945 0.0329372
32 2945 0.0317487
33 2884 0.0322469
34 2838 0.0389359
35 2904 0.0392562
36 2898 0.0455487
37 2912 0.0504808
38 2945 0.0504244
39 2932 0.0578104
40 2945 0.0597623
41 2860 0.0645105
42 2830 0.0690813
43 2872 0.0720752
44 2874 0.0762004
45 2876 0.0794506
46 2858 0.0897481
47 2858 0.105143
48 2945 0.109338
49 2945 0.116638
50 2945 0.135654
51 2945 0.14584
52 2945 0.157895
53 2945 0.171647
54 2945 0.196944
55 2945 0.208998
56 2945 0.217317
57 2945 0.240577
58 2945 0.253141
59 2945 0.27691
60 2945 0.296774
61 2945 0.313752
62 2945 0.336842
63 2945 0.361969
64 2945 0.387097
65 2945 0.39983
66 2945 0.424788
67 2945 0.445671
68 2945 0.474024
69 2945 0.492869
70 2945 0.506961
71 2945 0.534805
72 2945 0.559253
73 2945 0.57725
74 2945 0.599321
75 2945 0.629542
76 2945 0.647538
77 2945 0.665535
78 2945 0.685569
79 2945 0.704754
80 2945 0.731919
81 2945 0.748387
82 2945 0.767233
83 2945 0.782513
84 2945 0.787776
85 2945 0.803565
86 2945 0.820543
87 2945 0.838879
88 2945 0.849915
89 2945 0.865705
90 2945 0.874363
91 2945 0.883362
92 2945 0.890323
93 2945 0.898302
94 2945 0.897963
95 2945 0.908659
96 2945 0.918676
97 2945 0.922241
98 2945 0.927504
99 2945 0.941935
100 2945 0.947199
101 2945 0.953311
102 2945 0.957895
103 2945 0.963158
104 2945 0.965365
105 2945 0.966893
106 2945 0.970289
107 2945 0.970968
108 2945 0.975891
109 2945 0.972835
110 2945 0.973005
111 2945 0.973175
112 2945 0.976231
113 2945 0.97674
114 2945 0.981324
115 2945 0.986927
116 2945 0.988285
117 2945 0.988964
118 2945 0.991681
119 2945 0.992869
120 2945 0.995246
121 2945 0.995586
122 2945 0.994737
123 2945 0.996774
124 2945 0.996774
125 2945 0.998472
126 2945 0.998302
127 2945 0.998981
128 2945 0.99983
129 2945 1
