t n p
2 9424 0.00053056
3 9106 0.000713815
4 8730 0.000744559
5 8408 0.000535205
6 7936 0.000756048
7 7708 0.000648677
8 7402 0.00114834
9 7116 0.000983699
10 6702 0.00171591
11 6458 0.00209043
12 6094 0.00246144
13 5706 0.00455661
14 5430 0.00469613
15 5032 0.00476948
16 4784 0.00512124
17 4512 0.00443262
18 4210 0.00510689
19 3998 0.00587794
20 3860 0.0102332
21 3764 0.00836876
22 3468 0.0099481
23 3378 0.0106572
24 3148 0.0138183
25 3068 0.0145046
26 2908 0.0163343
27 2836 0.0165726
28 2646 0.0168178
29 2464 0.0176542
30 2298 0.0221932
31 2220 0.022973
32 2174 0.024609
33 2054 0.0299416
34 1908 0.0324948
35 1890 0.0378307
36 1874 0.0402882
37 1778 0.041901
38 1724 0.0435035
39 1662 0.0466306
40 1548 0.0594315
41 1472 0.0689538
42 1434 0.0791492
43 1396 0.0895415
44 1342 0.0976155
45 1308 0.105505
46 1338 0.110239
47 1278 0.124804
48 1260 0.136111
49 1260 0.116667
50 1184 0.121622
51 1178 0.138795
52 1130 0.134956
53 1068 0.150281
54 1082 0.146488
55 1042 0.173225
56 1068 0.204588
57 1080 0.243519
58 1108 0.253159
59 1148 0.271341
60 1124 0.284698
61 1108 0.297834
62 1098 0.306011
63 1114 0.319569
64 1190 0.338235
65 1208 0.380381
66 1288 0.419643
67 1318 0.42261
68 1338 0.444694
69 1376 0.466933
70 1436 0.48085
71 1534 0.497392
72 1646 0.521567
73 1790 0.542179
74 1838 0.571545
75 1928 0.618257
76 2026 0.626851
77 2132 0.642589
78 2358 0.665606
79 2520 0.714881
80 2688 0.729911
81 2878 0.748436
82 3096 0.76292
83 3348 0.77718
84 3608 0.797672
85 3918 0.808576
86 4358 0.811955
87 4790 0.821712
88 5220 0.838123
89 5758 0.850816
90 6404 0.863445
91 7130 0.87195
92 7998 0.88866
93 8926 0.896762
94 9822 0.902667
95 10000 0.9065
96 10000 0.9188
97 10000 0.9192
98 10000 0.9262
99 10000 0.933
100 10000 0.939
101 10000 0.9442
102 10000 0.94985
103 10000 0.95225
104 10000 0.9545
105 10000 0.96155
106 10000 0.9647
107 10000 0.96675
108 10000 0.96875
109 10000 0.97135
110 10000 0.9738
111 10000 0.97265
112 10000 0.97305
113 10000 0.9739
114 10000 0.97665
115 10000 0.97915
116 10000 0.98105
117 10000 0.98315
118 10000 0.98515
119 10000 0.98705
120 10000 0.98815
121 10000 0.98965
122 10000 0.99105
123 10000 0.9917
124 10000 0.99205
125 10000 0.9936
126 10000 0.99355
127 10000 0.9948
128 10000 0.9958
129 10000 0.99655
130 10000 0.99605
131 10000 0.9961
132 10000 0.99705
133 10000 0.99725
134 10000 0.9979
135 10000 0.99825
136 10000 0.9984
137 10000 0.9988
138 10000 0.9992
139 10000 0.9991
140 10000 0.9994
141 10000 0.9996
142 10000 0.9999
143 10000 0.9999
144 10000 1
