4
5
3
3
5
6
8
6
4
0
10
8
5
3
5
7
2
9
9
6
4
2
3
5
5
7
3
5
6
6
12
1
6
2
5
5
8
5
3
7
8
4
10
3
5
8
4
6
1
6
6
6
5
6
7
4
4
5
3
9
5
6
11
6
3
3
2
9
4
8
8
6
9
6
3
3
4
6
2
9
5
7
7
3
2
5
2
2
6
2
6
7
7
3
7
8
5
6
1
6
