t n p
0 10000 0
1 9550 0
2 8942 0
3 8410 0
4 7938 0
5 7666 0
6 7196 0
7 7016 0
8 6674 0
9 6470 0
10 5988 8.35003e-05
11 5686 0
12 5444 0
13 5050 0
14 4774 0
15 4474 0
16 4278 0
17 4122 0
18 3838 0
19 3586 0
20 3426 0
21 3248 0
22 3116 0
23 3030 0
24 2962 0
25 2828 0
26 2680 0
27 2540 0
28 2432 0
29 2382 0
30 2214 0
31 2100 0
32 1962 0
33 1850 0
34 1878 0
35 1830 0.000273224
36 1748 0
37 1604 0
38 1544 0
39 1500 0
40 1442 0
41 1366 0.000366032
42 1340 0.00149254
43 1266 0
44 1182 0.000423012
45 1078 0.000927644
46 956 0.00261506
47 904 0.00497788
48 872 0.00917431
49 814 0.014742
50 794 0.02267
51 796 0.0244975
52 746 0.0341823
53 700 0.0371429
54 630 0.0396825
55 620 0.0387097
56 566 0.0335689
57 590 0.0381356
58 562 0.0409253
59 488 0.0409836
60 490 0.0397959
61 452 0.0409292
62 446 0.0526906
63 446 0.0672646
64 436 0.0584862
65 426 0.084507
66 380 0.0960526
67 364 0.0975275
68 364 0.120879
69 382 0.140052
70 368 0.149457
71 362 0.154696
72 316 0.148734
73 286 0.157343
74 296 0.165541
75 262 0.175573
76 244 0.178279
77 236 0.180085
78 218 0.220183
79 228 0.239035
80 204 0.279412
81 186 0.276882
82 162 0.234568
83 172 0.229651
84 164 0.204268
85 144 0.246528
86 158 0.259494
87 154 0.214286
88 140 0.192857
89 134 0.186567
90 130 0.223077
91 140 0.217857
92 140 0.203571
93 144 0.239583
94 164 0.246951
95 158 0.306962
96 140 0.314286
97 136 0.382353
98 136 0.382353
99 144 0.364583
100 136 0.393382
101 140 0.410714
102 150 0.456667
103 140 0.467857
104 136 0.470588
105 126 0.436508
106 126 0.412698
107 118 0.398305
108 118 0.423729
109 132 0.496212
110 136 0.525735
111 144 0.586806
112 142 0.584507
113 134 0.641791
114 138 0.677536
115 134 0.626866
116 122 0.704918
117 140 0.689286
118 156 0.679487
119 182 0.744505
120 208 0.71875
121 234 0.709402
122 248 0.752016
123 270 0.792593
124 300 0.818333
125 308 0.810065
126 334 0.815868
127 364 0.818681
128 394 0.837563
129 386 0.84715
130 404 0.860149
131 430 0.873256
132 478 0.865063
133 522 0.871648
134 548 0.875912
135 584 0.873288
136 612 0.89951
137 656 0.91311
138 732 0.896858
139 810 0.900617
140 854 0.910422
141 894 0.907159
142 940 0.913298
143 972 0.911008
144 1028 0.910506
145 1148 0.922038
146 1194 0.915829
147 1246 0.916533
148 1368 0.919225
149 1430 0.922028
150 1418 0.936178
151 1502 0.946405
152 1616 0.945235
153 1762 0.947219
154 1912 0.94613
155 2024 0.94664
156 2192 0.945712
157 2338 0.94568
158 2480 0.944153
159 2666 0.949175
160 2880 0.961458
161 2990 0.962375
162 3240 0.96713
163 3376 0.972601
164 3644 0.977634
165 3874 0.979737
166 4156 0.979307
167 4500 0.979889
168 4870 0.983265
169 5206 0.985113
170 5626 0.986669
171 6108 0.987475
172 6580 0.989286
173 7144 0.988942
174 7626 0.989641
175 8206 0.989642
176 8844 0.990559
177 9512 0.991484
178 10000 0.99295
179 10000 0.99455
180 10000 0.99385
181 10000 0.9947
182 10000 0.9953
183 10000 0.9956
184 10000 0.99445
185 10000 0.9949
186 10000 0.9952
187 10000 0.99725
188 10000 0.99785
189 10000 0.9979
190 10000 0.9979
191 10000 0.9979
192 10000 0.99765
193 10000 0.99755
194 10000 0.99715
195 10000 0.9962
196 10000 0.9961
197 10000 0.99655
198 10000 0.99745
199 10000 0.9967
200 10000 0.9971
201 10000 0.99705
202 10000 0.9978
203 10000 0.99795
204 10000 0.99785
205 10000 0.9977
206 10000 0.9973
207 10000 0.9977
208 10000 0.99785
209 10000 0.998
210 10000 0.99825
211 10000 0.9983
212 10000 0.9978
213 10000 0.99805
214 10000 0.99815
215 10000 0.99795
216 10000 0.99795
217 10000 0.9975
218 10000 0.99785
219 10000 0.9986
220 10000 0.99885
221 10000 0.99825
222 10000 0.99785
223 10000 0.9985
224 10000 0.9983
225 10000 0.9988
226 10000 0.9988
227 10000 0.99945
228 10000 0.9995
229 10000 0.9996
230 10000 0.9993
231 10000 0.99935
232 10000 0.9994
233 10000 0.9993
234 10000 0.99915
235 10000 0.99905
236 10000 0.9992
237 10000 0.99935
238 10000 0.99945
239 10000 0.99955
240 10000 0.99935
241 10000 0.9997
242 10000 0.99955
243 10000 0.99975
244 10000 0.9995
245 10000 0.9994
246 10000 0.9994
247 10000 0.99945
248 10000 0.99925
249 10000 0.99945
250 10000 0.99965
251 10000 0.99955
252 10000 0.9999
253 10000 0.99995
254 10000 0.99995
255 10000 0.99995
256 10000 1
