t n p
1 9526 0
2 8926 0
3 8540 0
4 8210 6.09013e-05
5 7806 0
6 7386 0
7 6952 0
8 6630 0
9 6464 0
10 6106 0
11 5884 0
12 5622 0
13 5458 9.16086e-05
14 5210 9.59693e-05
15 4858 0
16 4692 0.000106564
17 4476 0.000223414
18 4220 0.000236967
19 3988 0.00125376
20 3790 0.00158311
21 3688 0.00149132
22 3568 0.00154148
23 3350 0.00283582
24 3170 0.00457413
25 3074 0.0035784
26 2870 0.00487805
27 2754 0.00580973
28 2556 0.00723787
29 2426 0.00762572
30 2332 0.00578902
31 2270 0.00528634
32 2146 0.00698975
33 2022 0.012364
34 1846 0.00839653
35 1856 0.00727371
36 1720 0.00813953
37 1630 0.0113497
38 1522 0.00886991
39 1482 0.00809717
40 1370 0.0080292
41 1360 0.00551471
42 1332 0.00675676
43 1256 0.00796178
44 1130 0.010177
45 1096 0.0109489
46 1056 0.0137311
47 1084 0.0106089
48 1014 0.0118343
49 990 0.0222222
50 918 0.0288671
51 870 0.0327586
52 744 0.0403226
53 710 0.0380282
54 672 0.0424107
55 624 0.0544872
56 598 0.0568562
57 550 0.0709091
58 520 0.0875
59 484 0.103306
60 434 0.133641
61 424 0.136792
62 408 0.132353
63 398 0.157035
64 406 0.172414
65 380 0.189474
66 366 0.178962
67 364 0.200549
68 340 0.208824
69 322 0.240683
70 334 0.272455
71 324 0.290123
72 338 0.344675
73 298 0.39094
74 300 0.403333
75 272 0.422794
76 256 0.455078
77 284 0.501761
78 284 0.551056
79 314 0.555732
80 306 0.602941
81 300 0.616667
82 336 0.644345
83 330 0.674242
84 318 0.674528
85 340 0.669118
86 346 0.66474
87 348 0.66092
88 328 0.717988
89 366 0.737705
90 408 0.726716
91 438 0.76484
92 452 0.790929
93 508 0.804134
94 510 0.811765
95 558 0.812724
96 622 0.836013
97 604 0.864238
98 608 0.877467
99 646 0.897059
100 708 0.898305
101 780 0.908974
102 954 0.913522
103 1016 0.918307
104 1012 0.91996
105 1066 0.938086
106 1188 0.928451
107 1322 0.938351
108 1416 0.948093
109 1510 0.952649
110 1556 0.955656
111 1700 0.957941
112 1794 0.962932
113 1862 0.966702
114 2030 0.969458
115 2140 0.970794
116 2350 0.967021
117 2522 0.967684
118 2756 0.968795
119 2922 0.97553
120 3122 0.977578
121 3318 0.980711
122 3438 0.98153
123 3712 0.984375
124 3900 0.987692
125 4162 0.990149
126 4520 0.990708
127 4838 0.992869
128 5192 0.993355
129 5492 0.992261
130 5756 0.992703
131 6106 0.993858
132 6550 0.995191
133 7030 0.995661
134 7460 0.99685
135 7752 0.997872
136 8254 0.998425
137 8970 0.997826
138 9738 0.997998
139 10000 0.99805
140 10000 0.99865
141 10000 0.99875
142 10000 0.99905
143 10000 0.9993
144 10000 0.9994
145 10000 0.99955
146 10000 0.99965
147 10000 0.9997
148 10000 0.9997
149 10000 0.99965
150 10000 0.99965
151 10000 0.99975
152 10000 0.99945
153 10000 0.99895
154 10000 0.99905
155 10000 0.9995
156 10000 0.99905
157 10000 0.9987
158 10000 0.99845
159 10000 0.9986
160 10000 0.9989
161 10000 0.9989
162 10000 0.9989
163 10000 0.99945
164 10000 0.9994
165 10000 0.9995
166 10000 0.9991
167 10000 0.99895
168 10000 0.99895
169 10000 0.99935
170 10000 0.999
171 10000 0.9992
172 10000 0.99915
173 10000 0.99885
174 10000 0.9986
175 10000 0.9986
176 10000 0.99865
177 10000 0.9985
178 10000 0.99865
179 10000 0.9987
180 10000 0.99885
181 10000 0.99885
182 10000 0.99845
183 10000 0.99845
184 10000 0.99915
185 10000 0.9994
186 10000 0.9994
187 10000 0.99925
188 10000 0.9995
189 10000 0.9993
190 10000 0.99935
191 10000 0.99945
192 10000 0.9993
193 10000 0.9996
194 10000 0.9996
195 10000 0.9994
196 10000 0.9998
197 10000 0.9999
198 10000 0.9999
199 10000 0.99985
200 10000 0.99995
201 10000 1
