t n p
1 9364 0
2 9026 0
3 8534 0
4 8166 0
5 7826 0
6 7294 0
7 6976 0
8 6688 7.47608e-05
9 6216 8.04376e-05
10 5810 0.000172117
11 5494 9.10084e-05
12 5238 9.54563e-05
13 4968 0.000100644
14 4664 0
15 4450 0
16 4256 0
17 4034 0
18 3844 0
19 3602 0
20 3584 0
21 3338 0
22 3152 0.000158629
23 2974 0.000168124
24 2818 0.00106458
25 2672 0.00112275
26 2598 0.000192456
27 2484 0
28 2338 0
29 2176 0
30 2002 0
31 1948 0
32 1864 0
33 1738 0
34 1556 0
35 1522 0
36 1462 0
37 1410 0
38 1296 0
39 1216 0
40 1142 0
41 1142 0
42 1140 0.000438596
43 1104 0.000452899
44 1010 0.00148515
45 930 0.00322581
46 866 0.00288684
47 844 0.0035545
48 822 0.00182482
49 760 0.00131579
50 738 0.00135501
51 698 0.000716332
52 686 0.00291545
53 636 0.00550314
54 632 0.00316456
55 626 0.00559105
56 582 0.00773196
57 556 0.00989209
58 506 0.006917
59 502 0.00796813
60 476 0.00630252
61 486 0.00617284
62 452 0.00553097
63 426 0.00704225
64 418 0.0119617
65 394 0.0139594
66 396 0.020202
67 370 0.0391892
68 362 0.0372928
69 318 0.0283019
70 296 0.0371622
71 292 0.0616438
72 296 0.0608108
73 304 0.0641447
74 302 0.0778146
75 298 0.0872483
76 302 0.0860927
77 292 0.0821918
78 334 0.0793413
79 362 0.0801105
80 362 0.0870166
81 368 0.0951087
82 346 0.0867052
83 320 0.0890625
84 298 0.0637584
85 294 0.0697279
86 298 0.0738255
87 274 0.0729927
88 282 0.070922
89 256 0.0585938
90 260 0.0576923
91 230 0.0673913
92 210 0.0666667
93 206 0.065534
94 214 0.0817757
95 206 0.114078
96 190 0.107895
97 202 0.113861
98 174 0.135057
99 170 0.123529
100 174 0.112069
101 160 0.115625
102 142 0.137324
103 130 0.173077
104 130 0.169231
105 136 0.198529
106 136 0.227941
107 132 0.193182
108 118 0.182203
109 108 0.199074
110 98 0.229592
111 90 0.205556
112 82 0.20122
113 76 0.263158
114 84 0.291667
115 78 0.320513
116 74 0.304054
117 70 0.4
118 62 0.387097
119 66 0.621212
120 62 0.58871
121 60 0.65
122 52 0.740385
123 36 0.763889
124 34 0.823529
125 22 0.954545
126 26 0.884615
127 34 0.897059
128 36 0.902778
129 34 0.911765
130 46 0.913043
131 46 0.869565
132 56 0.875
133 68 0.794118
134 76 0.822368
135 72 0.833333
136 80 0.88125
137 84 0.910714
138 68 0.911765
139 90 0.911111
140 96 0.942708
141 100 0.96
142 106 0.948113
143 112 0.9375
144 128 0.957031
145 124 0.935484
146 132 0.935606
147 122 0.922131
148 122 0.909836
149 114 0.95614
150 114 0.912281
151 110 0.945455
152 100 0.955
153 100 0.98
154 116 0.987069
155 122 0.987705
156 140 0.989286
157 148 0.989865
158 174 0.994253
159 190 0.989474
160 174 0.979885
161 180 0.991667
162 186 0.994624
163 186 0.986559
164 204 0.987745
165 212 0.992925
166 204 0.990196
167 220 0.993182
168 238 0.989496
169 264 0.982955
170 288 0.986111
171 294 0.979592
172 306 0.980392
173 328 0.990854
174 360 0.994444
175 402 0.993781
176 464 0.996767
177 494 0.993927
178 528 0.993371
179 560 0.99375
180 576 0.99566
181 574 0.999129
182 614 0.999186
183 654 0.998471
184 730 0.99863
185 796 0.997487
186 820 1
187 904 1
188 1008 1
189 1086 1
190 1140 1
191 1204 1
192 1244 1
193 1294 1
194 1472 1
195 1594 1
196 1758 1
197 1904 1
198 2050 1
199 2164 1
200 2376 1
201 2624 1
202 2786 1
203 2948 1
204 3134 1
205 3406 1
206 3634 1
207 3860 1
208 4164 1
209 4454 1
210 4812 1
211 5120 1
212 5450 1
213 5790 1
214 6214 1
215 6736 1
216 7264 1
217 7854 1
218 8242 1
219 8952 1
220 9544 1
221 10000 1
