t n p
1 9634 0
2 9126 0
3 8788 0
4 8330 0
5 7916 0
6 7600 6.57895e-05
7 7208 0.000277469
8 7048 0.000354711
9 6718 0.000744269
10 6398 0.00125039
11 5990 0.00116861
12 5778 0.00155763
13 5426 0.00119794
14 5078 0.000787712
15 4912 0.000508958
16 4714 0
17 4414 0
18 4154 0
19 4068 0
20 3922 0
21 3764 0.000132837
22 3616 0.000138274
23 3462 0.000433276
24 3334 0.00074985
25 3078 0.000649773
26 2872 0.000870474
27 2632 0.00113982
28 2568 0.00116822
29 2440 0.000819672
30 2330 0.000643777
31 2192 0.00136861
32 2118 0.00259679
33 1956 0.00127812
34 1850 0.00162162
35 1714 0.00116686
36 1670 0.00209581
37 1574 0.00190597
38 1452 0.00378788
39 1366 0.00475842
40 1284 0.00545171
41 1270 0.00944882
42 1196 0.00919732
43 1138 0.00659051
44 1102 0.00680581
45 1006 0.00944334
46 962 0.00883576
47 896 0.0078125
48 862 0.0087007
49 842 0.0112827
50 834 0.0143885
51 846 0.0177305
52 846 0.0206856
53 818 0.0232274
54 730 0.0178082
55 696 0.0208333
56 710 0.0260563
57 720 0.0229167
58 654 0.0282875
59 654 0.0359327
60 628 0.0334395
61 608 0.0386513
62 562 0.044484
63 528 0.0435606
64 478 0.0554393
65 462 0.0595238
66 446 0.059417
67 438 0.0696347
68 420 0.0619048
69 398 0.0653266
70 400 0.07
71 412 0.0533981
72 390 0.0525641
73 370 0.0621622
74 360 0.0486111
75 356 0.0477528
76 358 0.0502793
77 338 0.0384615
78 346 0.0520231
79 322 0.0574534
80 320 0.065625
81 310 0.0677419
82 292 0.0770548
83 288 0.078125
84 262 0.0534351
85 258 0.0620155
86 268 0.0708955
87 228 0.0504386
88 218 0.0619266
89 224 0.0714286
90 238 0.0882353
91 254 0.0905512
92 268 0.113806
93 254 0.0846457
94 258 0.0891473
95 248 0.0826613
96 210 0.0880952
97 224 0.102679
98 214 0.114486
99 216 0.141204
100 212 0.179245
101 218 0.188073
102 182 0.208791
103 192 0.216146
104 190 0.263158
105 196 0.272959
106 170 0.25
107 166 0.228916
108 172 0.255814
109 168 0.282738
110 174 0.275862
111 154 0.288961
112 162 0.259259
113 150 0.283333
114 152 0.286184
115 144 0.288194
116 144 0.291667
117 160 0.28125
118 164 0.338415
119 168 0.386905
120 144 0.451389
121 130 0.534615
122 126 0.551587
123 116 0.581897
124 108 0.611111
125 98 0.581633
126 94 0.590426
127 98 0.658163
128 96 0.734375
129 82 0.719512
130 86 0.668605
131 100 0.7
132 118 0.733051
133 124 0.717742
134 154 0.730519
135 158 0.724684
136 154 0.746753
137 156 0.75641
138 164 0.79878
139 184 0.755435
140 198 0.729798
141 220 0.731818
142 220 0.761364
143 222 0.783784
144 204 0.786765
145 188 0.819149
146 200 0.8375
147 188 0.789894
148 214 0.738318
149 228 0.765351
150 262 0.755725
151 266 0.787594
152 306 0.836601
153 328 0.847561
154 370 0.847297
155 388 0.854381
156 396 0.84596
157 406 0.843596
158 424 0.82783
159 436 0.844037
160 464 0.872845
161 456 0.827851
162 478 0.853556
163 502 0.88745
164 540 0.887037
165 532 0.888158
166 532 0.906015
167 542 0.907749
168 566 0.918728
169 608 0.944901
170 622 0.92926
171 720 0.926389
172 798 0.923559
173 820 0.920122
174 888 0.939189
175 946 0.938689
176 1054 0.941651
177 1144 0.942308
178 1206 0.950249
179 1320 0.953409
180 1396 0.953438
181 1442 0.953537
182 1488 0.957325
183 1550 0.95
184 1672 0.954246
185 1792 0.964565
186 1938 0.97162
187 2044 0.975538
188 2192 0.976277
189 2380 0.977521
190 2614 0.980298
191 2762 0.984794
192 2946 0.986253
193 3186 0.986974
194 3486 0.987091
195 3722 0.990328
196 4134 0.992501
197 4372 0.993824
198 4676 0.993477
199 5072 0.994972
200 5408 0.996764
201 5736 0.997298
202 6086 0.997864
203 6782 0.998526
204 7368 0.997964
205 7904 0.997659
206 8596 0.996917
207 9360 0.99765
208 10000 0.9977
209 10000 0.9974
210 10000 0.99775
211 10000 0.9981
212 10000 0.99795
213 10000 0.9982
214 10000 0.9979
215 10000 0.998
216 10000 0.99805
217 10000 0.99825
218 10000 0.9989
219 10000 0.99885
220 10000 0.99925
221 10000 0.99915
222 10000 0.9991
223 10000 0.9993
224 10000 0.99905
225 10000 0.99925
226 10000 0.99885
227 10000 0.99905
228 10000 0.9993
229 10000 0.9993
230 10000 0.9996
231 10000 0.9998
232 10000 0.99995
233 10000 1
