t n p
2 9312 0
3 8834 0
4 8484 0
5 8074 0
6 7788 0
7 7462 0
8 7046 0
9 6622 0
10 6276 0
11 5900 8.47458e-05
12 5502 0
13 5218 0
14 4914 0
15 4558 0
16 4456 0
17 4210 0
18 3922 0
19 3742 0
20 3472 0
21 3324 0
22 3076 0
23 2986 0
24 2790 0
25 2640 0
26 2428 0
27 2290 0
28 2034 0
29 1926 0.000259605
30 1822 0
31 1722 0
32 1670 0
33 1604 0
34 1548 0
35 1412 0
36 1358 0
37 1326 0
38 1272 0
39 1158 0
40 1106 0
41 1026 0
42 938 0
43 930 0
44 874 0
45 876 0
46 826 0
47 812 0.000615764
48 772 0.000647668
49 730 0
50 712 0
51 658 0
52 624 0
53 584 0
54 558 0
55 558 0
56 558 0
57 532 0.00093985
58 496 0.00302419
59 474 0.00843882
60 446 0.00672646
61 474 0.00949367
62 452 0.00553097
63 436 0.00458716
64 432 0.00462963
65 398 0.00502513
66 414 0.00603865
67 398 0.0100503
68 380 0.00921053
69 372 0.00806452
70 388 0.0064433
71 374 0.00534759
72 348 0.00574713
73 330 0.0121212
74 328 0.0137195
75 322 0.00776398
76 302 0.00331126
77 290 0.00344828
78 282 0.00177305
79 254 0.00590551
80 230 0.0152174
81 226 0.0199115
82 226 0.0221239
83 200 0.025
84 198 0.0176768
85 208 0.0192308
86 208 0.0264423
87 216 0.0162037
88 190 0.0236842
89 168 0.0178571
90 172 0.0116279
91 152 0.00657895
92 130 0.0192308
93 132 0.00757576
94 152 0.00986842
95 144 0.0173611
96 150 0.0133333
97 146 0.0136986
98 160 0.025
99 142 0.0492958
100 126 0.0396825
101 132 0.0606061
102 136 0.0882353
103 104 0.0721154
104 100 0.075
105 96 0.046875
106 94 0.0851064
107 78 0.121795
108 70 0.171429
109 74 0.189189
110 80 0.2
111 88 0.227273
112 84 0.255952
113 84 0.297619
114 84 0.375
115 84 0.434524
116 90 0.444444
117 70 0.407143
118 66 0.469697
119 58 0.422414
120 66 0.462121
121 64 0.484375
122 64 0.445312
123 80 0.44375
124 66 0.522727
125 72 0.576389
126 68 0.522059
127 68 0.602941
128 64 0.617188
129 70 0.628571
130 66 0.666667
131 52 0.625
132 38 0.657895
133 40 0.7
134 42 0.761905
135 42 0.857143
136 54 0.898148
137 56 0.901786
138 60 0.95
139 68 0.911765
140 54 0.916667
141 68 0.926471
142 74 0.858108
143 68 0.838235
144 66 0.939394
145 62 0.959677
146 58 0.948276
147 68 1
148 76 1
149 78 1
150 80 1
151 78 1
152 84 1
153 100 1
154 110 1
155 120 1
156 118 1
157 120 1
158 144 1
159 148 1
160 152 1
161 142 1
162 144 1
163 156 1
164 190 1
165 232 1
166 260 1
167 262 1
168 274 1
169 296 1
170 320 1
171 294 1
172 308 1
173 310 1
174 348 1
175 378 1
176 416 1
177 474 1
178 538 1
179 628 1
180 740 1
181 822 1
182 844 1
183 916 1
184 986 1
185 1054 1
186 1112 1
187 1204 1
188 1286 1
189 1420 1
190 1554 1
191 1678 1
192 1830 1
193 2032 1
194 2228 1
195 2426 1
196 2594 1
197 2844 1
198 3092 1
199 3352 1
200 3696 1
201 4056 1
202 4428 1
203 4752 1
204 5122 1
205 5566 1
206 6014 1
207 6472 1
208 6952 1
209 7484 1
210 8166 1
211 8828 1
212 9680 1
213 10000 1
