t n p
1 10000 0
2 9494 0
3 9038 0
4 8502 0
5 8074 0
6 7768 0
7 7384 0
8 7034 0
9 6582 0
10 6190 0
11 6010 0
12 5880 0
13 5536 0
14 5256 0
15 4970 0
16 4682 0
17 4498 0
18 4230 0
19 3976 0
20 3812 0
21 3614 0
22 3514 0
23 3300 0
24 3254 0.000153657
25 3022 0.000661813
26 2916 0.000857339
27 2788 0.00053802
28 2700 0.000185185
29 2612 0.000574273
30 2472 0.000809061
31 2366 0.00190194
32 2230 0.00179372
33 2094 0.00143266
34 2010 0.000995025
35 1970 0.00177665
36 1864 0.00241416
37 1798 0.00389321
38 1658 0.00271411
39 1542 0.00226978
40 1476 0.00135501
41 1394 0.00107604
42 1348 0.00074184
43 1288 0.000388199
44 1186 0
45 1156 0
46 1052 0
47 954 0
48 858 0.000582751
49 818 0.00122249
50 824 0.000606796
51 772 0.00129534
52 746 0.000670241
53 686 0.00145773
54 606 0.00165017
55 582 0.000859107
56 542 0.00184502
57 518 0
58 508 0
59 488 0
60 456 0
61 486 0
62 476 0
63 452 0
64 462 0
65 424 0
66 378 0
67 388 0
68 366 0
69 348 0
70 308 0
71 300 0
72 280 0.00178571
73 258 0
74 218 0
75 206 0
76 200 0
77 216 0
78 230 0
79 224 0
80 216 0
81 188 0
82 166 0
83 144 0
84 132 0.00378788
85 124 0.00403226
86 104 0.0144231
87 102 0.0196078
88 100 0.035
89 92 0.0380435
90 90 0.0333333
91 76 0.0657895
92 70 0.0285714
93 72 0.0486111
94 76 0.0526316
95 78 0.108974
96 74 0.108108
97 46 0.0652174
98 44 0.0681818
99 44 0.0340909
100 46 0.0869565
101 46 0.0217391
102 48 0.0520833
103 52 0.0576923
104 60 0.0916667
105 48 0.03125
106 46 0
107 44 0
108 44 0
109 46 0
110 52 0.00961538
111 46 0.0108696
112 54 0.0185185
113 44 0.0227273
114 32 0
115 20 0
116 14 0
117 14 0
118 8 0
119 6 0.0833333
120 4 0
121 2 0.25
122 2 1
123 2 1
124 2 1
125 2 1
126 4 1
127 8 1
128 10 1
129 6 1
130 6 1
131 12 1
132 8 1
133 10 1
134 14 1
135 10 1
136 14 1
137 16 1
138 14 1
139 16 1
140 16 1
141 20 1
142 20 1
143 22 1
144 28 1
145 26 1
146 36 1
147 48 1
148 60 1
149 70 1
150 78 1
151 88 1
152 76 1
153 94 1
154 106 1
155 98 1
156 114 1
157 114 1
158 110 1
159 116 1
160 128 1
161 136 1
162 152 1
163 168 1
164 192 1
165 200 1
166 190 1
167 220 1
168 234 1
169 246 1
170 280 1
171 300 1
172 326 1
173 356 1
174 380 1
175 422 1
176 444 1
177 468 1
178 538 1
179 560 1
180 582 1
181 612 1
182 694 1
183 734 1
184 768 1
185 842 1
186 858 1
187 944 1
188 908 1
189 936 1
190 1038 1
191 1124 1
192 1190 1
193 1262 1
194 1398 1
195 1532 1
196 1698 1
197 1804 1
198 1972 1
199 2048 1
200 2110 1
201 2280 1
202 2426 1
203 2648 1
204 2790 1
205 3012 1
206 3200 1
207 3532 1
208 3810 1
209 4052 1
210 4270 1
211 4506 1
212 4932 1
213 5352 1
214 5824 1
215 6324 1
216 6768 1
217 7326 1
218 7644 1
219 8148 1
220 8784 1
221 9442 1
222 10000 1
