t n p
1 9522 0
2 8934 0
3 8442 0
4 8086 0
5 7734 0
6 7448 0
7 6986 0
8 6720 0
9 6354 0
10 5892 0
11 5514 9.06783e-05
12 5078 0.000196928
13 4848 0.000825083
14 4602 0.000977836
15 4422 0.00101764
16 4166 0.000840134
17 3876 0.00116099
18 3610 0.00138504
19 3452 0.00202781
20 3252 0.00369004
21 3094 0.00226244
22 3036 0.0034585
23 2904 0.00344353
24 2752 0.00545058
25 2540 0.00531496
26 2508 0.00518341
27 2442 0.00532351
28 2410 0.00539419
29 2352 0.0057398
30 2160 0.00416667
31 2016 0.00545635
32 1930 0.00880829
33 1866 0.00803859
34 1788 0.00727069
35 1720 0.00697674
36 1694 0.00885478
37 1718 0.0104773
38 1622 0.00986436
39 1516 0.0105541
40 1496 0.0120321
41 1352 0.00961538
42 1330 0.0131579
43 1260 0.015873
44 1178 0.0118846
45 1114 0.00852783
46 1042 0.00575816
47 982 0.00560081
48 952 0.0052521
49 860 0.00174419
50 822 0.00182482
51 722 0.00277008
52 704 0.00142045
53 722 0.00138504
54 662 0.00226586
55 580 0.00517241
56 514 0.0136187
57 478 0.0230126
58 448 0.0290179
59 452 0.0287611
60 414 0.0362319
61 384 0.0338542
62 374 0.0414439
63 364 0.0453297
64 364 0.0357143
65 356 0.0463483
66 336 0.046131
67 318 0.0738994
68 312 0.0801282
69 270 0.0833333
70 250 0.066
71 222 0.0923423
72 226 0.0973451
73 214 0.109813
74 224 0.120536
75 200 0.12
76 194 0.0953608
77 186 0.0887097
78 210 0.0809524
79 194 0.0721649
80 174 0.0804598
81 168 0.0922619
82 182 0.134615
83 198 0.136364
84 202 0.158416
85 206 0.203883
86 190 0.210526
87 172 0.15407
88 190 0.192105
89 196 0.188776
90 190 0.218421
91 232 0.193966
92 252 0.198413
93 266 0.212406
94 242 0.208678
95 214 0.259346
96 196 0.318878
97 188 0.343085
98 198 0.343434
99 190 0.392105
100 188 0.409574
101 196 0.44898
102 192 0.46875
103 164 0.515244
104 190 0.502632
105 206 0.529126
106 210 0.547619
107 202 0.60396
108 224 0.65625
109 236 0.713983
110 256 0.732422
111 262 0.709924
112 296 0.758446
113 348 0.771552
114 402 0.789801
115 434 0.809908
116 472 0.826271
117 542 0.852399
118 604 0.889073
119 670 0.896269
120 762 0.917323
121 820 0.95
122 918 0.938998
123 1000 0.9365
124 1158 0.948187
125 1376 0.956395
126 1616 0.950495
127 1834 0.956925
128 2116 0.958412
129 2414 0.966031
130 2760 0.964674
131 3074 0.964704
132 3514 0.967274
133 4090 0.969804
134 4634 0.96871
135 5230 0.971893
136 5914 0.974721
137 6786 0.975464
138 7762 0.97462
139 8798 0.973687
140 9916 0.973729
141 10000 0.9763
142 10000 0.97705
143 10000 0.9781
144 10000 0.97915
145 10000 0.98255
146 10000 0.98495
147 10000 0.9886
148 10000 0.9908
149 10000 0.99125
150 10000 0.99205
151 10000 0.99075
152 10000 0.99235
153 10000 0.99365
154 10000 0.9945
155 10000 0.9952
156 10000 0.9954
157 10000 0.99555
158 10000 0.9965
159 10000 0.99775
160 10000 0.9979
161 10000 0.99785
162 10000 0.9978
163 10000 0.99775
164 10000 0.99735
165 10000 0.99825
166 10000 0.9984
167 10000 0.9975
168 10000 0.9979
169 10000 0.99735
170 10000 0.99765
171 10000 0.99875
172 10000 0.99895
173 10000 0.9988
174 10000 0.99875
175 10000 0.9988
176 10000 0.99915
177 10000 0.9993
178 10000 0.9994
179 10000 0.99945
180 10000 0.9996
181 10000 0.99945
182 10000 0.9993
183 10000 0.99915
184 10000 0.9995
185 10000 0.99975
186 10000 0.9997
187 10000 0.9999
188 10000 1
