t n p
1 10000 0.005
2 9614 0.00546079
3 9216 0.00602214
4 9052 0.00673884
5 8566 0.00811347
6 8146 0.00736558
7 7808 0.00838883
8 7328 0.01003
9 6904 0.00941483
10 6792 0.0096437
11 6542 0.00894222
12 6396 0.00844278
13 6084 0.00920447
14 5752 0.00877955
15 5520 0.00769928
16 5174 0.0086007
17 4938 0.0102268
18 4712 0.0096562
19 4488 0.00880125
20 4230 0.0118203
21 4078 0.0125061
22 3738 0.015115
23 3464 0.0145785
24 3328 0.015625
25 3156 0.0183777
26 2982 0.0234742
27 2808 0.0265313
28 2734 0.0320044
29 2720 0.0389706
30 2596 0.0410247
31 2512 0.044586
32 2366 0.055579
33 2202 0.0556312
34 2120 0.0591981
35 2070 0.0618357
36 2020 0.059901
37 1854 0.0728155
38 1742 0.0835247
39 1676 0.0927804
40 1668 0.101619
41 1590 0.117925
42 1570 0.132484
43 1520 0.155921
44 1486 0.161507
45 1446 0.17704
46 1494 0.190763
47 1452 0.202479
48 1456 0.214629
49 1432 0.230447
50 1396 0.251433
51 1364 0.272727
52 1308 0.28708
53 1312 0.318216
54 1258 0.349364
55 1318 0.366844
56 1332 0.387012
57 1370 0.407299
58 1502 0.421438
59 1528 0.449607
60 1534 0.478488
61 1632 0.504596
62 1646 0.533111
63 1748 0.553204
64 1868 0.568255
65 2008 0.586404
66 2162 0.621415
67 2336 0.647688
68 2424 0.672649
69 2642 0.693036
70 2852 0.732994
71 3142 0.746976
72 3346 0.763299
73 3640 0.765934
74 3924 0.784786
75 4288 0.795476
76 4804 0.808389
77 5386 0.819532
78 5890 0.8309
79 6548 0.854001
80 7210 0.864147
81 8216 0.874391
82 9054 0.879998
83 10000 0.89265
84 10000 0.9049
85 10000 0.91185
86 10000 0.91615
87 10000 0.9206
88 10000 0.92795
89 10000 0.9362
90 10000 0.94565
91 10000 0.9499
92 10000 0.95595
93 10000 0.95945
94 10000 0.96095
95 10000 0.9646
96 10000 0.9684
97 10000 0.9676
98 10000 0.97215
99 10000 0.9761
100 10000 0.97855
101 10000 0.97925
102 10000 0.9807
103 10000 0.98105
104 10000 0.98285
105 10000 0.9832
106 10000 0.9854
107 10000 0.98675
108 10000 0.98715
109 10000 0.98775
110 10000 0.9883
111 10000 0.9905
112 10000 0.9912
113 10000 0.991
114 10000 0.99255
115 10000 0.9936
116 10000 0.99305
117 10000 0.99305
118 10000 0.99245
119 10000 0.9933
120 10000 0.99415
121 10000 0.9942
122 10000 0.99475
123 10000 0.9952
124 10000 0.9954
125 10000 0.99615
126 10000 0.9968
127 10000 0.9974
128 10000 0.99745
129 10000 0.9975
130 10000 0.99785
131 10000 0.9981
132 10000 0.99865
133 10000 0.9984
134 10000 0.9991
135 10000 0.99945
136 10000 0.99955
137 10000 0.99945
138 10000 0.9996
139 10000 0.99955
140 10000 0.9994
141 10000 0.9994
142 10000 0.99885
143 10000 0.999
144 10000 0.9985
145 10000 0.9991
146 10000 0.99905
147 10000 0.9991
148 10000 0.99915
149 10000 0.9989
150 10000 0.999
151 10000 0.99895
152 10000 0.99905
153 10000 0.9993
154 10000 0.9996
155 10000 0.9998
156 10000 0.99985
157 10000 1
