t n p
1 10000 0
2 9668 0
3 9088 5.50176e-05
4 8626 0.000231857
5 8268 0.000302371
6 7798 0.000577071
7 7454 0.00100617
8 7124 0.000912409
9 7016 0.000997719
10 6628 0.000980688
11 6328 0.000711125
12 6016 0.000831117
13 5944 0.0013459
14 5696 0.0018434
15 5392 0.00111276
16 5184 0.000675154
17 5000 0.0008
18 4822 0.00103691
19 4628 0.00140449
20 4450 0.00269663
21 4310 0.00185615
22 4074 0.00110457
23 3896 0.00218172
24 3654 0.00232622
25 3422 0.00131502
26 3240 0.00246914
27 3054 0.00409299
28 2930 0.00443686
29 2798 0.00482487
30 2656 0.00489458
31 2530 0.00632411
32 2406 0.00498753
33 2274 0.00681618
34 2142 0.00723623
35 1996 0.00776553
36 1904 0.0105042
37 1774 0.0104284
38 1668 0.0101918
39 1524 0.0111549
40 1404 0.0124644
41 1354 0.0144018
42 1300 0.0196154
43 1268 0.0212934
44 1256 0.026672
45 1196 0.0292642
46 1186 0.0358347
47 1086 0.0414365
48 1082 0.0508318
49 1046 0.0616635
50 998 0.0681363
51 924 0.0562771
52 856 0.067757
53 820 0.0823171
54 786 0.0896947
55 778 0.102828
56 750 0.120667
57 756 0.122354
58 734 0.124659
59 714 0.12465
60 672 0.120536
61 646 0.121517
62 646 0.136997
63 634 0.144322
64 626 0.186901
65 608 0.224507
66 568 0.254401
67 572 0.269231
68 570 0.29386
69 602 0.290698
70 642 0.30296
71 664 0.313253
72 682 0.335044
73 708 0.367938
74 708 0.399718
75 710 0.421831
76 722 0.440443
77 744 0.471102
78 760 0.496053
79 786 0.509542
80 830 0.531325
81 922 0.550434
82 934 0.56531
83 974 0.602669
84 1054 0.611006
85 1124 0.600979
86 1246 0.634029
87 1312 0.641387
88 1420 0.673944
89 1530 0.689216
90 1680 0.699107
91 1816 0.719163
92 2036 0.734774
93 2222 0.748875
94 2336 0.767765
95 2532 0.779423
96 2828 0.79703
97 3150 0.807937
98 3576 0.816415
99 3990 0.822682
100 4434 0.836829
101 4910 0.843381
102 5508 0.848402
103 6192 0.856105
104 6934 0.867032
105 7836 0.877106
106 8780 0.889123
107 9700 0.898505
108 10000 0.9035
109 10000 0.91425
110 10000 0.92155
111 10000 0.9268
112 10000 0.93365
113 10000 0.9346
114 10000 0.94025
115 10000 0.94545
116 10000 0.94995
117 10000 0.95515
118 10000 0.9585
119 10000 0.96215
120 10000 0.96745
121 10000 0.9694
122 10000 0.9727
123 10000 0.9761
124 10000 0.9772
125 10000 0.98
126 10000 0.98245
127 10000 0.9838
128 10000 0.9842
129 10000 0.98525
130 10000 0.9859
131 10000 0.9868
132 10000 0.98935
133 10000 0.98915
134 10000 0.99175
135 10000 0.9929
136 10000 0.9928
137 10000 0.9931
138 10000 0.99415
139 10000 0.99415
140 10000 0.9936
141 10000 0.99485
142 10000 0.99515
143 10000 0.9955
144 10000 0.99515
145 10000 0.9964
146 10000 0.99625
147 10000 0.9967
148 10000 0.99725
149 10000 0.9978
150 10000 0.99795
151 10000 0.99915
152 10000 0.9991
153 10000 0.99925
154 10000 0.9994
155 10000 0.9995
156 10000 0.9998
157 10000 0.9999
158 10000 0.99995
159 10000 1
