t n p
1 10000 0
2 9634 0.000207598
3 9064 0.000386143
4 8768 0.000684307
5 8396 0.000774178
6 7850 0.000382166
7 7446 0.000335751
8 7104 0.000211149
9 6746 0.00037059
10 6466 0.000541293
11 6052 0.00090879
12 5838 0.00137033
13 5524 0.00171977
14 5222 0.00239372
15 4924 0.00335093
16 4650 0.00333333
17 4394 0.00352754
18 4072 0.00442043
19 3812 0.00721406
20 3626 0.00910094
21 3426 0.0129889
22 3238 0.0137431
23 3124 0.0166453
24 3010 0.0179402
25 2846 0.0210822
26 2546 0.0214061
27 2458 0.0246135
28 2258 0.0287865
29 2150 0.0286047
30 2064 0.0324612
31 2012 0.0397614
32 1962 0.04842
33 1842 0.0597177
34 1736 0.0584677
35 1636 0.0693765
36 1556 0.0681234
37 1540 0.0827922
38 1430 0.0982517
39 1362 0.117474
40 1278 0.138889
41 1210 0.149587
42 1210 0.163636
43 1188 0.183502
44 1202 0.18802
45 1164 0.198454
46 1146 0.201134
47 1114 0.224865
48 1038 0.22736
49 1028 0.245136
50 1024 0.243164
51 1006 0.277833
52 944 0.299258
53 914 0.339168
54 928 0.342672
55 940 0.35
56 980 0.373469
57 980 0.387245
58 998 0.401303
59 1018 0.406189
60 1064 0.43891
61 1162 0.450086
62 1156 0.49481
63 1232 0.534091
64 1276 0.567006
65 1442 0.589459
66 1586 0.604351
67 1694 0.635773
68 1880 0.657713
69 2010 0.687313
70 2192 0.707117
71 2398 0.716013
72 2596 0.73594
73 2770 0.741697
74 3074 0.745771
75 3400 0.763088
76 3666 0.774414
77 3986 0.780231
78 4324 0.7892
79 4768 0.806313
80 5266 0.823111
81 5872 0.837108
82 6470 0.848377
83 7282 0.856221
84 8178 0.866165
85 9024 0.878158
86 10000 0.8857
87 10000 0.8886
88 10000 0.89665
89 10000 0.91225
90 10000 0.9199
91 10000 0.9228
92 10000 0.92855
93 10000 0.9336
94 10000 0.93665
95 10000 0.94005
96 10000 0.9456
97 10000 0.9496
98 10000 0.95475
99 10000 0.95795
100 10000 0.9605
101 10000 0.9622
102 10000 0.96675
103 10000 0.96885
104 10000 0.97075
105 10000 0.97145
106 10000 0.97535
107 10000 0.97715
108 10000 0.98065
109 10000 0.98345
110 10000 0.98365
111 10000 0.98485
112 10000 0.98495
113 10000 0.98545
114 10000 0.98925
115 10000 0.989
116 10000 0.98975
117 10000 0.99135
118 10000 0.99295
119 10000 0.9954
120 10000 0.99605
121 10000 0.9958
122 10000 0.9958
123 10000 0.99595
124 10000 0.99625
125 10000 0.99645
126 10000 0.99595
127 10000 0.99685
128 10000 0.99725
129 10000 0.9979
130 10000 0.9976
131 10000 0.99815
132 10000 0.99835
133 10000 0.99895
134 10000 0.99925
135 10000 0.99925
136 10000 0.9991
137 10000 0.9992
138 10000 0.9995
139 10000 0.99955
140 10000 0.99955
141 10000 0.9997
142 10000 0.99995
143 10000 1
