t n p
1 10000 0
2 9832 0
3 9780 0
4 9854 0
5 9856 0
6 9834 0
7 10000 0
8 10000 0
9 9968 0
10 9854 0
11 9872 0
12 9742 0
13 9776 0
14 9700 0
15 9632 5.19103e-05
16 9594 0.000156348
17 9472 0.000211149
18 9528 0.000209908
19 9538 0.000262109
20 9544 0.000157167
21 9400 0.000265957
22 9300 0.000107527
23 9414 0.000371787
24 9370 0.000213447
25 9308 0.000322303
26 9242 0.000324605
27 9246 0.000378542
28 9276 0.000323415
29 9260 0.000161987
30 9216 5.42535e-05
31 9252 0
32 9262 0
33 9230 0
34 9300 0
35 9406 5.31576e-05
36 9492 0
37 9486 0
38 9452 0
39 9314 0
40 9150 5.46448e-05
41 9114 0
42 9234 5.41477e-05
43 9206 0
44 9138 0
45 9104 0
46 9166 0
47 9202 0
48 9258 0
49 9228 0
50 9158 0
51 9090 0
52 9036 0
53 9108 5.48968e-05
54 8940 0
55 8910 0
56 8904 0
57 8842 0
58 8790 0
59 8836 0
60 9030 5.5371e-05
61 8974 0.000111433
62 9028 0.00016615
63 8994 0.000555926
64 9010 0.000443951
65 8952 0.000335121
66 8946 0.000223564
67 8850 0.000169492
68 8732 0.000114521
69 8688 0.000115101
70 8760 0
71 8816 0
72 8876 0
73 8944 0
74 8850 0
75 9036 0
76 9118 5.48366e-05
77 8964 0
78 8870 0
79 8754 5.71167e-05
80 8868 5.63825e-05
81 8928 0.000224014
82 8910 0.000224467
83 9002 0.000222173
84 8884 0.000112562
85 8974 0
86 9072 0
87 9082 0
88 9174 0
89 9038 0
90 8966 0
91 8978 0
92 8998 0
93 8980 0
94 8922 0
95 9012 0
96 9074 0
97 9142 0
98 9042 0
99 8888 0
100 8726 0
101 8644 0
102 8778 0
103 9040 0
104 9160 0
105 9228 0
106 9238 5.41243e-05
107 9296 0.000107573
108 9280 0.000107759
109 9228 0.000108366
110 9274 0.000215657
111 9274 0.000323485
112 9226 0.000541947
113 9128 0.000821648
114 9060 0.000772627
115 9132 0.00087604
116 9174 0.000981033
117 9068 0.00121306
118 9038 0.00182563
119 8856 0.00112918
120 8856 0.00129855
121 8936 0.00100716
122 8826 0.00124632
123 9006 0.00077726
124 9136 0.0003831
125 9168 5.45375e-05
126 9028 0
127 8894 0
128 8880 5.63063e-05
129 8984 0
130 8990 0
131 9066 0
132 9008 0
133 8906 5.61419e-05
134 9038 5.5322e-05
135 8994 0
136 9238 0
137 9190 5.4407e-05
138 9134 0
139 9330 0
140 9318 0
141 9320 0
142 9346 0
143 9456 0
144 9320 0
145 9324 5.36251e-05
146 9308 0
147 9306 0
148 9264 5.39724e-05
149 9306 0
150 9210 5.42888e-05
151 9234 0.000108295
152 9308 0.000268586
153 9216 0.000217014
154 9184 0.00043554
155 9152 0.000163899
156 9108 0.000274484
157 9126 0.00038352
158 9002 0.000666519
159 9002 0.000944235
160 8972 0.000724476
161 9004 0.00105509
162 9112 0.00148156
