t n p
1 10000 0
2 9900 0
3 10000 5e-05
4 10000 5e-05
5 9962 0.000150572
6 9976 0.000100241
7 9964 0
8 10000 5e-05
9 9810 0.000152905
10 9948 0.00035183
11 9858 0.000253601
12 9786 0.000357654
13 9806 0.000560881
14 9652 0.000414422
15 9772 0.000255833
16 9776 0.000306874
17 9736 0.000564914
18 9636 0.000570776
19 9724 0.000719868
20 9734 0.00056503
21 9806 0.000662859
22 9934 0.000754983
23 10000 0.0006
24 9928 0.000503626
25 9982 0.000300541
26 10000 0.0003
27 9994 0.00030018
28 9942 0.000352042
29 9706 0.000618174
30 9838 0.000863997
31 9762 0.00117804
32 9664 0.00108651
33 9818 0.00106946
34 9874 0.00151914
35 9978 0.00150331
36 10000 0.0015
37 10000 0.00115
38 9956 0.00175773
39 10000 0.0023
40 10000 0.0028
41 9976 0.00300722
42 10000 0.00295
43 10000 0.0035
44 9984 0.00335537
45 9888 0.00323625
46 9852 0.00334957
47 9914 0.00242082
48 9904 0.00267569
49 10000 0.00205
50 9956 0.00225994
51 9822 0.00300346
52 9940 0.00306841
53 10000 0.0043
54 10000 0.0036
55 9786 0.00449622
56 9844 0.00573954
57 9780 0.00603272
58 9848 0.00660032
59 9826 0.00727661
60 9784 0.00730785
61 9784 0.00751226
62 9758 0.00758352
63 9808 0.00728997
64 9718 0.00843795
65 9780 0.0100204
66 9840 0.0108232
67 9898 0.0104567
68 9804 0.0111179
69 9714 0.0128166
70 9790 0.0129724
71 9720 0.0122428
72 9778 0.0120168
73 9766 0.0143354
74 9916 0.0148245
75 9836 0.0188593
76 9858 0.0228748
77 10000 0.02585
78 10000 0.02915
79 10000 0.03045
80 10000 0.03285
81 10000 0.0347
82 10000 0.03665
83 10000 0.04
84 9912 0.0412631
85 10000 0.04175
86 10000 0.0482
87 10000 0.053
88 10000 0.05785
89 10000 0.0604
90 10000 0.0585
91 10000 0.06195
92 10000 0.0641
93 10000 0.0651
94 10000 0.0668
95 9986 0.0689966
96 10000 0.0726
97 10000 0.07625
98 9978 0.0842353
99 10000 0.0919
100 10000 0.0989
101 10000 0.10065
102 10000 0.11265
103 10000 0.1234
104 10000 0.1319
105 10000 0.1399
106 10000 0.1434
107 10000 0.15415
108 10000 0.1605
109 10000 0.1678
110 10000 0.17695
111 10000 0.1897
112 10000 0.2081
113 10000 0.2118
114 10000 0.22675
115 10000 0.23615
116 10000 0.24135
117 10000 0.25015
118 10000 0.2582
119 10000 0.26895
120 10000 0.2863
121 10000 0.2974
122 10000 0.3135
123 10000 0.3277
124 10000 0.34275
125 10000 0.3587
126 10000 0.37365
127 10000 0.38805
128 10000 0.40535
129 10000 0.4213
130 10000 0.43975
131 10000 0.4537
132 10000 0.4731
133 10000 0.484
134 10000 0.5009
135 10000 0.5087
136 10000 0.5212
137 10000 0.52275
138 10000 0.54275
139 10000 0.55965
140 10000 0.5725
141 10000 0.5868
142 10000 0.6022
143 10000 0.6147
144 10000 0.63265
145 10000 0.64435
146 10000 0.65605
147 10000 0.6783
148 10000 0.6891
149 10000 0.6979
150 10000 0.7121
151 10000 0.72405
152 10000 0.7303
153 10000 0.74795
154 10000 0.75965
155 10000 0.76875
156 10000 0.7772
157 10000 0.78825
158 10000 0.80315
159 10000 0.81005
160 10000 0.8209
161 10000 0.82445
162 10000 0.83225
163 10000 0.83705
164 10000 0.84265
165 10000 0.85195
166 10000 0.8574
167 10000 0.86775
168 10000 0.87135
169 10000 0.8777
170 10000 0.87885
171 10000 0.88505
172 10000 0.89015
173 10000 0.8986
174 10000 0.9064
175 10000 0.91305
176 10000 0.9177
177 10000 0.923
178 10000 0.92495
179 10000 0.9305
180 10000 0.9355
181 10000 0.9403
182 10000 0.9397
183 10000 0.94635
184 10000 0.94855
185 10000 0.95205
186 10000 0.95535
187 10000 0.9594
188 10000 0.96055
189 10000 0.9641
190 10000 0.96725
191 10000 0.9715
192 10000 0.97355
193 10000 0.9747
194 10000 0.97635
195 10000 0.9796
196 10000 0.9801
197 10000 0.9807
198 10000 0.98165
199 10000 0.9834
200 10000 0.9844
201 10000 0.98715
202 10000 0.98855
203 10000 0.98945
204 10000 0.99205
205 10000 0.9919
206 10000 0.99175
207 10000 0.9918
208 10000 0.9913
209 10000 0.9923
210 10000 0.9927
211 10000 0.99325
212 10000 0.99365
213 10000 0.9944
214 10000 0.9941
215 10000 0.994
216 10000 0.9943
217 10000 0.99385
218 10000 0.99315
219 10000 0.99315
220 10000 0.99175
221 10000 0.99265
222 10000 0.99435
223 10000 0.9942
224 10000 0.9946
225 10000 0.9953
226 10000 0.9952
227 10000 0.99495
228 10000 0.9956
229 10000 0.99655
230 10000 0.99575
231 10000 0.9968
232 10000 0.99745
233 10000 0.998
234 10000 0.9986
235 10000 0.9985
236 10000 0.99845
237 10000 0.9984
238 10000 0.99885
239 10000 0.9991
240 10000 0.99935
241 10000 0.99985
242 10000 0.99995
243 10000 1
