t n p
1 10000 0
2 9358 5.34302e-05
3 8792 0.00017061
4 8104 0.000493583
5 7692 0.000650026
6 7336 0.000749727
7 6938 0.000864803
8 6574 0.000836629
9 6206 0.000725105
10 5814 0.00103199
11 5490 0.00118397
12 5350 0.00140187
13 5104 0.0015674
14 4810 0.00135135
15 4446 0.00236167
16 4216 0.0028463
17 3982 0.00376695
18 3786 0.00528262
19 3552 0.00478604
20 3524 0.0045403
21 3386 0.00383934
22 3298 0.00303214
23 3160 0.00316456
24 2966 0.00354012
25 2828 0.00353607
26 2704 0.0033284
27 2538 0.00413712
28 2460 0.00365854
29 2362 0.00317528
30 2314 0.00302506
31 2114 0.0026017
32 2096 0.00429389
33 2016 0.00272817
34 1936 0.00258264
35 1854 0.00134844
36 1776 0.00112613
37 1776 0.00197072
38 1672 0.00538278
39 1590 0.00566038
40 1504 0.00897606
41 1428 0.0112045
42 1376 0.015625
43 1280 0.0148437
44 1230 0.0101626
45 1150 0.00782609
46 1080 0.00972222
47 984 0.00558943
48 946 0.00422833
49 894 0.00950783
50 816 0.00612745
51 766 0.0078329
52 756 0.00396825
53 696 0.00143678
54 646 0.00386997
55 560 0.00446429
56 508 0.00688976
57 474 0.00738397
58 456 0.0109649
59 466 0.00965665
60 422 0.014218
61 408 0.0257353
62 398 0.0301508
63 370 0.0337838
64 334 0.0344311
65 346 0.0462428
66 344 0.0348837
67 326 0.0398773
68 300 0.0616667
69 296 0.0726351
70 260 0.075
71 254 0.0826772
72 230 0.0826087
73 232 0.0797414
74 242 0.10124
75 240 0.0875
76 224 0.107143
77 218 0.0825688
78 208 0.0841346
79 184 0.108696
80 190 0.121053
81 176 0.136364
82 160 0.103125
83 142 0.102113
84 140 0.153571
85 122 0.209016
86 118 0.224576
87 102 0.279412
88 100 0.265
89 92 0.304348
90 72 0.347222
91 60 0.45
92 66 0.44697
93 64 0.53125
94 80 0.5625
95 76 0.539474
96 80 0.4375
97 84 0.440476
98 86 0.436047
99 86 0.436047
100 80 0.475
101 86 0.436047
102 80 0.45
103 88 0.494318
104 74 0.445946
105 82 0.469512
106 72 0.451389
107 78 0.50641
108 68 0.5
109 78 0.551282
110 74 0.641892
111 82 0.652439
112 84 0.619048
113 82 0.676829
114 76 0.730263
115 74 0.777027
116 86 0.796512
117 98 0.811224
118 100 0.85
119 114 0.859649
120 140 0.867857
121 144 0.916667
122 154 0.918831
123 178 0.884831
124 194 0.909794
125 192 0.914062
126 194 0.925258
127 174 0.942529
128 168 0.940476
129 182 0.947802
130 194 0.963918
131 224 0.982143
132 250 0.982
133 260 0.996154
134 256 0.996094
135 266 0.99812
136 252 1
137 272 1
138 334 1
139 332 1
140 358 1
141 334 1
142 346 1
143 372 1
144 388 1
145 412 1
146 450 1
147 454 1
148 504 1
149 560 1
150 610 1
151 662 1
152 742 1
153 832 1
154 870 1
155 990 1
156 1010 1
157 1084 1
158 1160 1
159 1214 1
160 1334 1
161 1444 1
162 1612 1
163 1770 1
164 1952 1
165 2182 1
166 2344 1
167 2432 1
168 2674 1
169 2810 1
170 3060 1
171 3314 1
172 3516 1
173 3824 1
174 4098 1
175 4396 1
176 4732 1
177 5164 1
178 5482 1
179 5906 1
180 6416 1
181 7122 1
182 7662 1
183 8298 1
184 8884 1
185 9488 1
186 10000 1
