t n p
2 9256 0.000162057
3 8830 0.000226501
4 8396 0.000595522
5 8036 0.00087108
6 7722 0.000712251
7 7452 0.000536769
8 7050 0.00035461
9 6696 0.000373357
10 6460 0.00100619
11 6320 0.00166139
12 5960 0.00176174
13 5588 0.00214746
14 5206 0.00307338
15 4756 0.00473087
16 4546 0.00615926
17 4248 0.00788606
18 3938 0.00863382
19 3794 0.00975224
20 3602 0.0106885
21 3432 0.0136946
22 3200 0.0151562
23 3054 0.0193189
24 2840 0.0232394
25 2682 0.0294556
26 2510 0.0360558
27 2314 0.0350043
28 2142 0.038282
29 2142 0.0387488
30 2022 0.0410485
31 1892 0.0470402
32 1842 0.0564604
33 1750 0.0645714
34 1648 0.0703883
35 1578 0.0681242
36 1456 0.0793269
37 1360 0.0724265
38 1300 0.0634615
39 1234 0.0680713
40 1102 0.0721416
41 1030 0.0830097
42 984 0.0980691
43 914 0.113786
44 826 0.11138
45 766 0.119452
46 786 0.148219
47 730 0.171918
48 730 0.168493
49 724 0.187155
50 750 0.195333
51 692 0.21604
52 650 0.224615
53 596 0.213926
54 608 0.226151
55 596 0.251678
56 572 0.268357
57 564 0.276596
58 538 0.27974
59 508 0.291339
60 490 0.334694
61 512 0.364258
62 488 0.376025
63 494 0.410931
64 492 0.441057
65 498 0.434739
66 536 0.458955
67 494 0.481781
68 530 0.485849
69 538 0.461896
70 540 0.5
71 554 0.543321
72 574 0.576655
73 560 0.5875
74 588 0.62415
75 618 0.682039
76 598 0.728261
77 616 0.752435
78 618 0.785599
79 634 0.798107
80 680 0.784559
81 688 0.80814
82 692 0.801301
83 744 0.81922
84 774 0.831395
85 824 0.82949
86 834 0.831535
87 852 0.826878
88 830 0.827108
89 834 0.834532
90 864 0.856481
91 862 0.867749
92 862 0.863109
93 916 0.860262
94 958 0.863257
95 1040 0.868269
96 1080 0.889352
97 1192 0.893037
98 1240 0.904839
99 1334 0.914168
100 1448 0.922997
101 1490 0.943289
102 1586 0.954288
103 1722 0.956446
104 1762 0.96084
105 1956 0.962935
106 2124 0.969633
107 2304 0.966146
108 2410 0.975104
109 2566 0.978566
110 2704 0.981509
111 2912 0.986435
112 3092 0.989166
113 3258 0.991866
114 3524 0.991629
115 3868 0.993537
116 4192 0.994752
117 4550 0.994615
118 4972 0.99457
119 5290 0.993856
120 5714 0.994137
121 6082 0.99367
122 6640 0.995105
123 7142 0.99608
124 7618 0.997834
125 8212 0.998173
126 8794 0.998692
127 9582 0.998382
128 10000 0.99865
129 10000 0.99895
130 10000 0.999
131 10000 0.99895
132 10000 0.99935
133 10000 0.99945
134 10000 0.9994
135 10000 0.99895
136 10000 0.99915
137 10000 0.9993
138 10000 0.9993
139 10000 0.99975
140 10000 0.9997
141 10000 0.99965
142 10000 0.99975
143 10000 0.99975
144 10000 0.9996
145 10000 0.9995
146 10000 0.9997
147 10000 0.99975
148 10000 0.9996
149 10000 0.9998
150 10000 0.99985
151 10000 1
