t n p
0 10000 0.005
1 9370 0.00581644
2 8900 0.00713483
3 8592 0.00902002
4 8334 0.00929926
5 7844 0.00841407
6 7486 0.00734705
7 7042 0.0102954
8 6678 0.0104822
9 6354 0.0115675
10 6152 0.0120286
11 5902 0.0127923
12 5606 0.0136461
13 5302 0.017069
14 5000 0.0172
15 4620 0.0166667
16 4422 0.0183175
17 4242 0.0195662
18 4062 0.0204333
19 3864 0.0241977
20 3692 0.0260022
21 3428 0.0309218
22 3228 0.033767
23 3110 0.0336013
24 2932 0.0324011
25 2870 0.03223
26 2786 0.0332017
27 2712 0.0296829
28 2604 0.0280338
29 2528 0.0296677
30 2360 0.032839
31 2240 0.0334821
32 2132 0.0325985
33 2032 0.039124
34 1832 0.0379367
35 1732 0.0427252
36 1696 0.0456958
37 1618 0.052534
38 1528 0.0539921
39 1434 0.0613668
40 1306 0.0692956
41 1272 0.0699686
42 1214 0.0799012
43 1088 0.0905331
44 952 0.0814076
45 948 0.102321
46 908 0.0980176
47 886 0.116817
48 870 0.107471
49 876 0.108447
50 840 0.102976
51 750 0.114667
52 714 0.128852
53 728 0.135989
54 716 0.140363
55 688 0.137355
56 642 0.130062
57 658 0.157295
58 612 0.172386
59 602 0.186047
60 590 0.19322
61 590 0.202542
62 612 0.24183
63 586 0.229522
64 544 0.231618
65 534 0.224719
66 510 0.212745
67 532 0.207707
68 498 0.223896
69 466 0.257511
70 440 0.294318
71 460 0.298913
72 428 0.304907
73 424 0.298349
74 382 0.28534
75 392 0.289541
76 382 0.310209
77 366 0.318306
78 352 0.350852
79 380 0.372368
80 360 0.419444
81 354 0.409605
82 350 0.43
83 336 0.436012
84 364 0.48489
85 346 0.508671
86 336 0.53869
87 374 0.600267
88 386 0.61658
89 388 0.60567
90 362 0.620166
91 352 0.62642
92 358 0.620112
93 378 0.660053
94 368 0.672554
95 362 0.646409
96 370 0.631081
97 360 0.659722
98 380 0.602632
99 394 0.619289
100 408 0.640931
101 418 0.662679
102 444 0.683559
103 460 0.68913
104 466 0.686695
105 484 0.669421
106 500 0.702
107 530 0.720755
108 554 0.730144
109 604 0.75745
110 638 0.799373
111 670 0.824627
112 706 0.815864
113 724 0.837707
114 748 0.830214
115 780 0.827564
116 792 0.848485
117 832 0.865986
118 910 0.864286
119 920 0.881522
120 916 0.873908
121 1006 0.890656
122 1038 0.910405
123 1108 0.911101
124 1214 0.923394
125 1314 0.917808
126 1342 0.911326
127 1430 0.922378
128 1528 0.920157
129 1656 0.931461
130 1820 0.930495
131 2022 0.932493
132 2130 0.925587
133 2258 0.934898
134 2392 0.939381
135 2586 0.943349
136 2782 0.943746
137 2950 0.94661
138 3146 0.94946
139 3346 0.951733
140 3636 0.952695
141 3938 0.948832
142 4248 0.95033
143 4566 0.951818
144 4882 0.950737
145 5136 0.950058
146 5460 0.95522
147 5908 0.959208
148 6336 0.96149
149 6684 0.962597
150 7184 0.965479
151 7756 0.969507
152 8272 0.974009
153 8892 0.976552
154 9572 0.976546
155 10000 0.97735
156 10000 0.97825
157 10000 0.9803
158 10000 0.97995
159 10000 0.9822
160 10000 0.98185
161 10000 0.98445
162 10000 0.9849
163 10000 0.98585
164 10000 0.98575
165 10000 0.98635
166 10000 0.9866
167 10000 0.9875
168 10000 0.98515
169 10000 0.986
170 10000 0.9861
171 10000 0.98815
172 10000 0.98905
173 10000 0.98935
174 10000 0.98815
175 10000 0.98915
176 10000 0.9899
177 10000 0.99055
178 10000 0.9908
179 10000 0.98995
180 10000 0.9916
181 10000 0.9925
182 10000 0.99315
183 10000 0.9947
184 10000 0.99565
185 10000 0.99505
186 10000 0.9963
187 10000 0.9967
188 10000 0.99735
189 10000 0.99645
190 10000 0.99695
191 10000 0.99675
192 10000 0.99685
193 10000 0.9962
194 10000 0.9972
195 10000 0.9977
196 10000 0.9976
197 10000 0.9974
198 10000 0.99745
199 10000 0.9975
200 10000 0.99755
201 10000 0.9977
202 10000 0.9974
203 10000 0.99695
204 10000 0.99705
205 10000 0.997
206 10000 0.99705
207 10000 0.99755
208 10000 0.9981
209 10000 0.99805
210 10000 0.99855
211 10000 0.99875
212 10000 0.99825
213 10000 0.9983
214 10000 0.9982
215 10000 0.998
216 10000 0.99805
217 10000 0.9983
218 10000 0.9987
219 10000 0.99865
220 10000 0.99895
221 10000 0.9986
222 10000 0.99885
223 10000 0.9995
224 10000 0.9996
225 10000 0.9997
226 10000 0.9997
227 10000 0.99975
228 10000 1
