t n p
2 9948 0.000703659
3 9862 0.000557696
4 9974 0.000300782
5 9976 0.000451083
6 10000 0.00045
7 9910 0.00025227
8 10000 0.0006
9 10000 0.00075
10 9958 0.00120506
11 9724 0.00154258
12 9764 0.00143384
13 9922 0.00211651
14 9992 0.00255204
15 9912 0.00196731
16 9978 0.00220485
17 9890 0.00187058
18 9922 0.00166297
19 9866 0.00187513
20 9758 0.0015372
21 9716 0.00128654
22 9680 0.00108471
23 9732 0.00118167
24 9656 0.00124275
25 9528 0.000997061
26 9656 0.00134631
27 9660 0.00170807
28 9838 0.00243952
29 9776 0.00219926
30 9804 0.00224398
31 9742 0.00236091
32 9678 0.00191155
33 9772 0.00204666
34 9810 0.00244648
35 9758 0.00317688
36 9982 0.00295532
37 9814 0.00285307
38 9746 0.00256515
39 9734 0.00292788
40 9730 0.00267215
41 9710 0.00365602
42 9828 0.00534188
43 9722 0.00545155
44 9680 0.00614669
45 9920 0.00670363
46 9974 0.00566473
47 10000 0.00605
48 10000 0.00505
49 10000 0.00445
50 9894 0.00520517
51 9664 0.00677773
52 9714 0.0066399
53 9772 0.00772616
54 9900 0.00878788
55 10000 0.0084
56 9974 0.00696812
57 9948 0.00648372
58 9894 0.0063675
59 10000 0.0067
60 10000 0.00755
61 10000 0.00915
62 9878 0.00936424
63 9954 0.00979506
64 9950 0.0113065
65 10000 0.01145
66 9930 0.0126888
67 9894 0.0110168
68 9718 0.012091
69 9716 0.0135858
70 9726 0.0159881
71 9782 0.0173789
72 9772 0.0183688
73 9788 0.0200245
74 9744 0.0184729
75 9686 0.0182738
76 9870 0.018693
77 10000 0.02005
78 9944 0.020364
79 9928 0.0223106
80 9916 0.0232957
81 9960 0.0263052
82 9996 0.0257103
83 9934 0.0281357
84 10000 0.0267
85 10000 0.02775
86 10000 0.03085
87 10000 0.032
88 10000 0.0313
89 9960 0.0334839
90 10000 0.03775
91 9996 0.0422169
92 10000 0.04825
93 10000 0.04595
94 10000 0.04885
95 10000 0.04975
96 10000 0.0541
97 10000 0.0552
98 10000 0.05815
99 10000 0.06065
100 10000 0.06105
101 9988 0.0684321
102 9932 0.0727447
103 10000 0.07635
104 10000 0.08235
105 10000 0.0898
106 10000 0.09
107 10000 0.0925
108 10000 0.09305
109 10000 0.1027
110 10000 0.11435
111 10000 0.1251
112 9978 0.133293
113 10000 0.1411
114 10000 0.14775
115 10000 0.1544
116 10000 0.1643
117 10000 0.1741
118 10000 0.18525
119 10000 0.2053
120 10000 0.20765
121 10000 0.21985
122 10000 0.2355
123 10000 0.2518
124 10000 0.269
125 10000 0.28415
126 10000 0.2905
127 10000 0.3014
128 10000 0.3211
129 10000 0.33755
130 10000 0.3446
131 10000 0.3554
132 10000 0.3691
133 10000 0.39
134 10000 0.3946
135 10000 0.4046
136 10000 0.4182
137 10000 0.4344
138 10000 0.4528
139 10000 0.47
140 10000 0.48485
141 10000 0.50015
142 10000 0.51355
143 10000 0.5315
144 10000 0.54715
145 10000 0.5549
146 10000 0.5746
147 10000 0.5823
148 10000 0.5969
149 10000 0.61565
150 10000 0.6278
151 10000 0.63615
152 10000 0.65465
153 10000 0.668
154 10000 0.67825
155 10000 0.6898
156 10000 0.71125
157 10000 0.71675
158 10000 0.73155
159 10000 0.7456
160 10000 0.75425
161 10000 0.7611
162 10000 0.77445
163 10000 0.7826
164 10000 0.7958
165 10000 0.80885
166 10000 0.8199
167 10000 0.82405
168 10000 0.83295
169 10000 0.83635
170 10000 0.83795
171 10000 0.8464
172 10000 0.84875
173 10000 0.8596
174 10000 0.8665
175 10000 0.87255
176 10000 0.875
177 10000 0.886
178 10000 0.89345
179 10000 0.89605
180 10000 0.90305
181 10000 0.90445
182 10000 0.91005
183 10000 0.91535
184 10000 0.922
185 10000 0.9291
186 10000 0.9335
187 10000 0.93795
188 10000 0.94335
189 10000 0.945
190 10000 0.9503
191 10000 0.95245
192 10000 0.95455
193 10000 0.9571
194 10000 0.9617
195 10000 0.96725
196 10000 0.96775
197 10000 0.9675
198 10000 0.9651
199 10000 0.9692
200 10000 0.9726
201 10000 0.9751
202 10000 0.97415
203 10000 0.97515
204 10000 0.9777
205 10000 0.9787
206 10000 0.97775
207 10000 0.9789
208 10000 0.97905
209 10000 0.97955
210 10000 0.9819
211 10000 0.9826
212 10000 0.9829
213 10000 0.9843
214 10000 0.985
215 10000 0.9867
216 10000 0.98935
217 10000 0.9898
218 10000 0.9896
219 10000 0.9899
220 10000 0.99135
221 10000 0.99245
222 10000 0.99155
223 10000 0.9927
224 10000 0.9931
225 10000 0.99245
226 10000 0.99295
227 10000 0.9932
228 10000 0.9937
229 10000 0.9939
230 10000 0.9949
231 10000 0.99455
232 10000 0.99465
233 10000 0.99545
234 10000 0.9961
235 10000 0.99705
236 10000 0.9977
237 10000 0.9979
238 10000 0.99765
239 10000 0.99805
240 10000 0.998
241 10000 0.9988
242 10000 0.9989
243 10000 0.99915
244 10000 0.99945
245 10000 0.9993
246 10000 0.99975
247 10000 0.9997
248 10000 0.99975
249 10000 0.99975
250 10000 0.99965
251 10000 0.99965
252 10000 0.9998
253 10000 0.99995
254 10000 1
