t n p
1 10000 0.00025
2 10000 0.0003
3 10000 0.0003
4 10000 0.0003
5 10000 0.0005
6 10000 0.0004
7 9958 0.000301265
8 9910 0.000403633
9 9858 0.000304321
10 10000 0.0003
11 9844 0.000203169
12 9960 0.000200803
13 9794 0.00030631
14 9762 0.000307314
15 9726 0.000308452
16 9762 0.00051219
17 9698 0.000412456
18 9698 0.000721798
19 9832 0.000915378
20 9872 0.000911669
21 9774 0.00102312
22 9744 0.0011289
23 9658 0.00103541
24 9640 0.00114108
25 9594 0.00125078
26 9656 0.00176056
27 9752 0.00133306
28 9824 0.00162866
29 9850 0.00142132
30 9722 0.00123431
31 9586 0.00177342
32 9616 0.00197587
33 9728 0.00123355
34 9728 0.00113076
35 9884 0.00101174
36 10000 0.0011
37 9950 0.00120603
38 9948 0.000804182
39 9864 0.000912409
40 9720 0.000925926
41 9744 0.000821018
42 9766 0.000409584
43 9754 0.000410088
44 9822 0.000509061
45 9782 0.000511143
46 9642 0.00072599
47 9608 0.000832639
48 9536 0.00073406
49 9686 0.00103242
50 9642 0.000829703
51 9552 0.000942211
52 9512 0.0010513
53 9570 0.0014629
54 9480 0.00137131
55 9558 0.00136012
56 9600 0.00197917
57 9596 0.00166736
58 9592 0.00145955
59 9498 0.00168457
60 9610 0.00176899
61 9730 0.00195272
62 9688 0.00227085
63 9816 0.00285249
64 9932 0.00332259
65 9970 0.00330993
66 10000 0.00405
67 9862 0.00436017
68 9742 0.00410593
69 9822 0.00468336
70 9828 0.00610501
71 9980 0.00571142
72 9896 0.00636621
73 9852 0.00710516
74 9776 0.00797872
75 9834 0.00945699
76 9796 0.0102082
77 9756 0.0103526
78 9644 0.0104728
79 9700 0.0112371
80 9842 0.0106686
81 9876 0.0116444
82 9704 0.0117477
83 9754 0.0113799
84 9744 0.0124179
85 9848 0.0132006
86 9730 0.0146968
87 9674 0.0154021
88 9826 0.016894
89 10000 0.01795
90 10000 0.019
91 10000 0.0215
92 9918 0.0246017
93 10000 0.02705
94 10000 0.0287
95 9986 0.0302423
96 9986 0.0323453
97 9860 0.0340771
98 10000 0.0353
99 9998 0.0367073
100 10000 0.0372
101 10000 0.0405
102 9966 0.0427453
103 9838 0.0431998
104 9886 0.0457212
105 10000 0.0506
106 9938 0.0558462
107 10000 0.057
108 10000 0.0583
109 9980 0.0618236
110 10000 0.0661
111 9960 0.07249
112 10000 0.07545
113 10000 0.07895
114 10000 0.0849
115 10000 0.0918
116 10000 0.09575
117 10000 0.1005
118 10000 0.10255
119 10000 0.10745
120 10000 0.11375
121 10000 0.11935
122 10000 0.1234
123 10000 0.13115
124 10000 0.1393
125 10000 0.14385
126 10000 0.15245
127 10000 0.15805
128 10000 0.1653
129 10000 0.16915
130 10000 0.1753
131 10000 0.18375
132 10000 0.1907
133 10000 0.2011
134 10000 0.2124
135 10000 0.22105
136 10000 0.2294
137 10000 0.2332
138 10000 0.2411
139 10000 0.2491
140 10000 0.2568
141 10000 0.26365
142 10000 0.27645
143 10000 0.2827
144 10000 0.2875
145 10000 0.29435
146 10000 0.30455
147 10000 0.3141
148 10000 0.31835
149 10000 0.3255
150 10000 0.3322
151 10000 0.3386
152 10000 0.3461
153 10000 0.35205
154 10000 0.3622
155 10000 0.3701
156 10000 0.3771
157 10000 0.38
158 10000 0.3852
159 10000 0.38665
160 10000 0.3874
161 10000 0.3937
162 10000 0.39985
163 10000 0.40695
164 10000 0.41175
165 10000 0.4168
166 10000 0.4198
167 10000 0.427
168 10000 0.42815
169 10000 0.43175
170 10000 0.4327
171 10000 0.43435
172 10000 0.43795
173 10000 0.4427
174 10000 0.4462
175 10000 0.44875
176 10000 0.4532
177 10000 0.4582
178 10000 0.46185
179 10000 0.4647
180 10000 0.46735
181 10000 0.4699
182 10000 0.47275
183 10000 0.4756
184 10000 0.4785
185 10000 0.47745
186 10000 0.47835
187 10000 0.4799
188 10000 0.48175
189 10000 0.48295
190 10000 0.4832
191 10000 0.48555
192 10000 0.4871
193 10000 0.4874
194 10000 0.4886
195 10000 0.4881
196 10000 0.4889
197 10000 0.4894
198 10000 0.49035
199 10000 0.49135
200 10000 0.4915
201 10000 0.49275
202 10000 0.49305
203 10000 0.49345
204 10000 0.49365
205 10000 0.49425
206 10000 0.49465
207 10000 0.4951
208 10000 0.49545
209 10000 0.4963
210 10000 0.49605
211 10000 0.4953
212 10000 0.49555
213 10000 0.4957
214 10000 0.4958
215 10000 0.4962
216 10000 0.4962
217 10000 0.496
218 10000 0.49625
219 10000 0.4969
220 10000 0.4968
221 10000 0.49725
222 10000 0.49735
223 10000 0.49785
224 10000 0.4975
225 10000 0.49745
226 10000 0.49785
227 10000 0.4988
228 10000 0.4987
229 10000 0.4986
230 10000 0.49895
231 10000 0.4989
232 10000 0.4991
233 10000 0.4995
234 10000 0.49935
235 10000 0.4992
236 10000 0.49925
237 10000 0.49945
238 10000 0.4995
239 10000 0.49945
240 10000 0.4996
241 10000 0.4996
242 10000 0.4995
243 10000 0.49935
244 10000 0.4995
245 10000 0.4993
246 10000 0.49925
247 10000 0.49925
248 10000 0.4992
249 10000 0.49945
250 10000 0.49935
251 10000 0.49965
252 10000 0.4996
253 10000 0.49965
254 10000 0.4997
255 10000 0.4997
256 10000 0.4999
257 10000 0.4999
258 10000 0.49985
259 10000 0.4998
260 10000 0.5
