t n p
2 9926 0.000402982
3 10000 0.0001
4 10000 0.0002
5 9920 0.000201613
6 9872 0.000202593
7 9742 0.000205297
8 9716 0.000205846
9 9562 0.000313742
10 9330 0.000428725
11 9486 0.000527093
12 9242 0.000541008
13 9212 0.00054277
14 9216 0.000651042
15 9366 0.000640615
16 9392 0.000851789
17 9354 0.000855249
18 9408 0.00106293
19 9480 0.00116034
20 9446 0.000952784
21 9514 0.00136641
22 9516 0.00126103
23 9520 0.00105042
24 9556 0.00115111
25 9502 0.000947169
26 9544 0.000943001
27 9562 0.00125497
28 9542 0.0014672
29 9454 0.0012693
30 9354 0.0017105
31 9354 0.0017105
32 9310 0.00182599
33 9310 0.0019334
34 9294 0.00215193
35 9278 0.00204786
36 9256 0.0022688
37 9344 0.00256849
38 9216 0.00260417
39 9148 0.00229558
40 9306 0.00236407
41 9260 0.00269978
42 9360 0.00320513
43 9496 0.00305392
44 9620 0.00301455
45 9764 0.00378943
46 9842 0.003861
47 9878 0.0037457
48 9772 0.003684
49 9730 0.00339157
50 9868 0.00334414
51 9898 0.00343504
52 9992 0.00370296
53 10000 0.004
54 9986 0.00340477
55 9870 0.00374873
56 9672 0.00444582
57 9718 0.00452768
58 9570 0.00470219
59 9710 0.00545829
60 9688 0.00557391
61 9812 0.00642071
62 9824 0.00641287
63 9750 0.00635897
64 9592 0.00646372
65 9478 0.00791306
66 9646 0.00984864
67 9794 0.010823
68 9750 0.0122051
69 9954 0.0120555
70 9932 0.0122835
71 9978 0.0137302
72 10000 0.0129
73 9898 0.0134371
74 10000 0.015
75 9902 0.0164613
76 9874 0.0177233
77 9938 0.0196217
78 9864 0.0202758
79 9906 0.0216031
80 9904 0.0242326
81 9912 0.0262308
82 10000 0.0274
83 10000 0.02935
84 9974 0.0322839
85 10000 0.03225
86 10000 0.0338
87 9948 0.0366908
88 10000 0.03755
89 9930 0.0386707
90 10000 0.04125
91 10000 0.0409
92 10000 0.04245
93 9836 0.0451403
94 9816 0.0483904
95 9896 0.0513339
96 9820 0.0552953
97 9858 0.0566038
98 9804 0.0582415
99 9752 0.0636792
100 9654 0.0653615
101 9700 0.0675258
102 9678 0.0716057
103 9892 0.0770319
104 9956 0.0858779
105 10000 0.0881
106 10000 0.0914
107 10000 0.09565
108 10000 0.09695
109 10000 0.10085
110 9946 0.102453
111 10000 0.1063
112 9896 0.113076
113 10000 0.1183
114 10000 0.12255
115 10000 0.1262
116 10000 0.13005
117 10000 0.13335
118 9968 0.139747
119 10000 0.1478
120 10000 0.14815
121 10000 0.1556
122 10000 0.16035
123 10000 0.1683
124 10000 0.1719
125 10000 0.18035
126 10000 0.1896
127 10000 0.1998
128 10000 0.20485
129 10000 0.21805
130 10000 0.2239
131 10000 0.2305
132 10000 0.23665
133 10000 0.2403
134 10000 0.24655
135 10000 0.2513
136 10000 0.25625
137 10000 0.26425
138 10000 0.2717
139 10000 0.27535
140 10000 0.2852
141 10000 0.29555
142 10000 0.3042
143 10000 0.30945
144 10000 0.316
145 10000 0.3237
146 10000 0.3293
147 10000 0.3395
148 10000 0.3475
149 10000 0.352
150 10000 0.3609
151 10000 0.3637
152 10000 0.3699
153 10000 0.3796
154 10000 0.38525
155 10000 0.39245
156 10000 0.4002
157 10000 0.4056
158 10000 0.4101
159 10000 0.4167
160 10000 0.4228
161 10000 0.4286
162 10000 0.43145
163 10000 0.43525
164 10000 0.4399
165 10000 0.44415
166 10000 0.4454
167 10000 0.4508
168 10000 0.4553
169 10000 0.4563
170 10000 0.4586
171 10000 0.4603
172 10000 0.4631
173 10000 0.46375
174 10000 0.46575
175 10000 0.4665
176 10000 0.46845
177 10000 0.47115
178 10000 0.4717
179 10000 0.4729
180 10000 0.47315
181 10000 0.4734
182 10000 0.4761
183 10000 0.4779
184 10000 0.48015
185 10000 0.48145
186 10000 0.48285
187 10000 0.48305
188 10000 0.4839
189 10000 0.4859
190 10000 0.48645
191 10000 0.48695
192 10000 0.48695
193 10000 0.48705
194 10000 0.48765
195 10000 0.48885
196 10000 0.48895
197 10000 0.489
198 10000 0.4894
199 10000 0.4898
200 10000 0.49015
201 10000 0.4902
202 10000 0.4901
203 10000 0.4909
204 10000 0.49105
205 10000 0.49195
206 10000 0.49375
207 10000 0.4946
208 10000 0.49535
209 10000 0.4955
210 10000 0.496
211 10000 0.4965
212 10000 0.4972
213 10000 0.4973
214 10000 0.4973
215 10000 0.4974
216 10000 0.49775
217 10000 0.49785
218 10000 0.4978
219 10000 0.49755
220 10000 0.49785
221 10000 0.4983
222 10000 0.49875
223 10000 0.49895
224 10000 0.49915
225 10000 0.49905
226 10000 0.4993
227 10000 0.49935
228 10000 0.49935
229 10000 0.4992
230 10000 0.49925
231 10000 0.4993
232 10000 0.4993
233 10000 0.49945
234 10000 0.4997
235 10000 0.4998
236 10000 0.4998
237 10000 0.4998
238 10000 0.4999
239 10000 0.5
