t n p
2 9890 0.000202224
3 9890 0.000202224
4 10000 0.0002
5 9994 0.00030018
6 10000 0.0003
7 10000 0.0002
8 9944 0.000301689
9 9952 0.000200965
10 9808 0.000203915
11 9848 0.000203087
12 9878 0.000303705
13 9900 0.00030303
14 10000 0.0005
15 9948 0.000703659
16 10000 0.0006
17 10000 0.0005
18 10000 0.0005
19 9980 0.000601202
20 9828 0.000712251
21 9924 0.000604595
22 9956 0.000301326
23 9906 0.000302847
24 10000 0.0005
25 10000 0.0006
26 9994 0.00060036
27 9768 0.000511876
28 9788 0.000612996
29 9872 0.000810373
30 9880 0.00101215
31 9702 0.00154607
32 9708 0.00236918
33 9736 0.00236237
34 9612 0.0019767
35 9734 0.00226012
36 9848 0.0023355
37 9848 0.00294476
38 9902 0.00282771
39 10000 0.0032
40 10000 0.00345
41 9964 0.00341228
42 10000 0.0036
43 9934 0.00342259
44 9664 0.00331126
45 9776 0.00398936
46 9900 0.00535354
47 9932 0.00614176
48 10000 0.0072
49 9874 0.00800081
50 10000 0.0092
51 9996 0.00890356
52 10000 0.0089
53 10000 0.0097
54 9950 0.0102513
55 10000 0.01095
56 9894 0.0125328
57 9954 0.0154712
58 9928 0.0163175
59 10000 0.01765
60 9988 0.0182219
61 9832 0.0186127
62 9920 0.0196573
63 9880 0.0206478
64 10000 0.0206
65 9994 0.0230138
66 9966 0.0250853
67 9962 0.0265007
68 10000 0.028
69 10000 0.0303
70 10000 0.03155
71 10000 0.0326
72 9976 0.0353849
73 10000 0.03725
74 10000 0.0428
75 10000 0.0472
76 10000 0.0507
77 10000 0.05305
78 10000 0.0549
79 10000 0.0575
80 10000 0.0607
81 10000 0.06705
82 10000 0.07115
83 10000 0.0735
84 10000 0.07615
85 10000 0.0819
86 10000 0.0872
87 10000 0.09295
88 10000 0.09585
89 10000 0.10325
90 10000 0.10975
91 10000 0.11395
92 10000 0.11815
93 9944 0.125201
94 10000 0.1298
95 10000 0.13825
96 10000 0.14525
97 10000 0.15255
98 10000 0.1617
99 10000 0.1714
100 10000 0.1787
101 10000 0.18385
102 10000 0.191
103 10000 0.1962
104 10000 0.2016
105 10000 0.214
106 10000 0.2206
107 10000 0.2309
108 10000 0.2366
109 10000 0.24535
110 10000 0.25365
111 10000 0.25985
112 10000 0.27255
113 10000 0.28165
114 10000 0.28915
115 10000 0.3021
116 10000 0.30935
117 10000 0.3163
118 10000 0.3241
119 10000 0.33595
120 10000 0.34605
121 10000 0.34935
122 10000 0.3565
123 10000 0.36275
124 10000 0.37025
125 10000 0.3809
126 10000 0.39015
127 10000 0.395
128 10000 0.39765
129 10000 0.4032
130 10000 0.40705
131 10000 0.41225
132 10000 0.41605
133 10000 0.42045
134 10000 0.4241
135 10000 0.4289
136 10000 0.42965
137 10000 0.4344
138 10000 0.44125
139 10000 0.44555
140 10000 0.4499
141 10000 0.45325
142 10000 0.45545
143 10000 0.4589
144 10000 0.45955
145 10000 0.4654
146 10000 0.4681
147 10000 0.47005
148 10000 0.4717
149 10000 0.4742
150 10000 0.476
151 10000 0.47955
152 10000 0.48025
153 10000 0.48295
154 10000 0.4838
155 10000 0.4844
156 10000 0.4853
157 10000 0.4864
158 10000 0.4884
159 10000 0.48835
160 10000 0.4889
161 10000 0.48885
162 10000 0.48975
163 10000 0.49035
164 10000 0.4899
165 10000 0.4909
166 10000 0.492
167 10000 0.49275
168 10000 0.4932
169 10000 0.49335
170 10000 0.4943
171 10000 0.4956
172 10000 0.496
173 10000 0.49655
174 10000 0.4967
175 10000 0.4972
176 10000 0.49735
177 10000 0.49695
178 10000 0.4972
179 10000 0.49715
180 10000 0.49735
181 10000 0.49695
182 10000 0.4962
183 10000 0.49675
184 10000 0.49745
185 10000 0.4977
186 10000 0.49795
187 10000 0.49805
188 10000 0.49825
189 10000 0.498
190 10000 0.4987
191 10000 0.49915
192 10000 0.4991
193 10000 0.4989
194 10000 0.49895
195 10000 0.49915
196 10000 0.4993
197 10000 0.499
198 10000 0.4987
199 10000 0.4988
200 10000 0.499
201 10000 0.4989
202 10000 0.49845
203 10000 0.49855
204 10000 0.4991
205 10000 0.4988
206 10000 0.49895
207 10000 0.4989
208 10000 0.4991
209 10000 0.49885
210 10000 0.49945
211 10000 0.49935
212 10000 0.49965
213 10000 0.49985
214 10000 0.49985
215 10000 0.5
