t n p
2 9918 0.000403307
3 10000 0.0002
4 10000 0.0002
5 10000 0.0004
6 9976 0.000601443
7 10000 0.0006
8 9810 0.000509684
9 9976 0.000601443
10 9858 0.000405762
11 9814 0.000407581
12 9888 0.000505663
13 10000 0.00045
14 9968 0.000702247
15 10000 0.0007
16 9900 0.000808081
17 10000 0.00085
18 9948 0.00100523
19 10000 0.0013
20 10000 0.0013
21 10000 0.0012
22 10000 0.0014
23 10000 0.0018
24 9970 0.00180542
25 10000 0.0015
26 9820 0.001222
27 9776 0.0012275
28 9796 0.00132707
29 9944 0.00130732
30 9962 0.000903433
31 9898 0.00101031
32 9888 0.000707929
33 10000 0.0008
34 10000 0.0006
35 10000 0.0008
36 9914 0.000605205
37 9982 0.000701262
38 9948 0.000603136
39 10000 0.0002
40 10000 0.0002
41 10000 0.0002
42 9890 0.000202224
43 9862 0.000304198
44 9890 0.000303337
45 9692 0.000206356
46 9860 0.00040568
47 9880 0.000404858
48 9946 0.000301629
49 10000 0.0004
50 9938 0.000301872
51 9814 0.000407581
52 9724 0.000308515
53 9570 0.000208986
54 9510 0.000210305
55 9616 0.00031198
56 9488 0.000421585
57 9290 0.000645856
58 9398 0.000425622
59 9320 0.000536481
60 9246 0.000324465
61 9340 0.000321199
62 9358 0.000427442
63 9308 0.000214869
64 9138 0.000328299
65 9176 0.00043592
66 9280 0.000431034
67 9158 0.000545971
68 9244 0.00064907
69 9390 0.000958466
70 9504 0.00105219
71 9618 0.00124766
72 9668 0.00144808
73 9660 0.00186335
74 9792 0.00204248
75 9892 0.00202184
76 9956 0.00200884
77 9866 0.00222988
78 9952 0.00241158
79 10000 0.0024
80 10000 0.0024
81 9826 0.00234073
82 9810 0.00244648
83 9756 0.00307503
84 9916 0.00373134
85 9800 0.00336735
86 9858 0.00415906
87 9896 0.00424414
88 10000 0.0048
89 9910 0.00423814
90 10000 0.0042
91 9908 0.00433993
92 9954 0.00502311
93 10000 0.00645
94 9912 0.0074657
95 9918 0.00756201
96 10000 0.00745
97 9974 0.00772007
98 9956 0.00773403
99 10000 0.0074
100 10000 0.00795
101 10000 0.00795
102 10000 0.0082
103 9968 0.00852729
104 10000 0.00925
105 10000 0.0088
106 9980 0.00891784
107 10000 0.0092
108 10000 0.0099
109 10000 0.0107
110 10000 0.01165
111 10000 0.01245
112 10000 0.0127
113 9962 0.0138526
114 9794 0.0157239
115 9940 0.016499
116 10000 0.01805
117 10000 0.0173
118 9922 0.0180407
119 9970 0.0201605
120 10000 0.02095
121 9858 0.0217083
122 10000 0.02275
123 10000 0.0249
124 9844 0.0247867
125 9904 0.0250404
126 9958 0.0247038
127 10000 0.02715
128 9924 0.028416
129 10000 0.03185
130 10000 0.0362
131 10000 0.03905
132 10000 0.04175
133 10000 0.0422
134 10000 0.04385
135 9934 0.045903
136 9938 0.0489032
137 9946 0.0515785
138 9928 0.0551974
139 10000 0.0577
140 10000 0.06175
141 10000 0.0669
142 10000 0.07165
143 10000 0.0749
144 10000 0.07855
145 10000 0.0872
146 9938 0.0939827
147 10000 0.0972
148 10000 0.1036
149 10000 0.1083
150 10000 0.1163
151 10000 0.12485
152 10000 0.1309
153 10000 0.1371
154 10000 0.14395
155 10000 0.15055
156 10000 0.15835
157 10000 0.1649
158 10000 0.1737
159 10000 0.1821
160 10000 0.19115
161 10000 0.19895
162 10000 0.20625
163 10000 0.21415
164 10000 0.2209
165 10000 0.2277
166 10000 0.23285
167 10000 0.24055
168 10000 0.25445
169 10000 0.25985
170 10000 0.26955
171 10000 0.27745
172 10000 0.2852
173 10000 0.29195
174 10000 0.29675
175 10000 0.307
176 10000 0.3155
177 10000 0.32705
178 10000 0.3309
179 10000 0.33875
180 10000 0.347
181 10000 0.34885
182 10000 0.35415
183 10000 0.35795
184 10000 0.3628
185 10000 0.36875
186 10000 0.37405
187 10000 0.381
188 10000 0.38575
189 10000 0.3922
190 10000 0.3984
191 10000 0.4039
192 10000 0.40695
193 10000 0.4114
194 10000 0.4135
195 10000 0.42065
196 10000 0.4248
197 10000 0.4285
198 10000 0.42995
199 10000 0.4333
200 10000 0.4396
201 10000 0.4414
202 10000 0.44415
203 10000 0.44805
204 10000 0.4513
205 10000 0.4551
206 10000 0.456
207 10000 0.45605
208 10000 0.4593
209 10000 0.45965
210 10000 0.4643
211 10000 0.4655
212 10000 0.46595
213 10000 0.46955
214 10000 0.4719
215 10000 0.474
216 10000 0.47365
217 10000 0.4771
218 10000 0.47825
219 10000 0.4812
220 10000 0.4812
221 10000 0.48165
222 10000 0.48245
223 10000 0.4846
224 10000 0.48505
225 10000 0.48595
226 10000 0.4866
227 10000 0.4865
228 10000 0.48745
229 10000 0.4881
230 10000 0.48905
231 10000 0.48925
232 10000 0.4913
233 10000 0.49255
234 10000 0.49365
235 10000 0.49465
236 10000 0.4951
237 10000 0.4958
238 10000 0.4958
239 10000 0.49525
240 10000 0.495
241 10000 0.49635
242 10000 0.4962
243 10000 0.49715
244 10000 0.49765
245 10000 0.4981
246 10000 0.49835
247 10000 0.49855
248 10000 0.49885
249 10000 0.4988
250 10000 0.4991
251 10000 0.4993
252 10000 0.4993
253 10000 0.49915
254 10000 0.49925
255 10000 0.4996
256 10000 0.4998
257 10000 0.4998
258 10000 0.4999
259 10000 0.4999
260 10000 0.4999
261 10000 0.4999
262 10000 0.4999
263 10000 0.4999
264 10000 0.4999
265 10000 0.4998
266 10000 0.4999
267 10000 0.5
