t n p
2 10000 0.0003
3 9952 0.000401929
4 9946 0.000301629
5 9928 0.00020145
6 9900 0.00020202
7 10000 0.0003
8 10000 0.0003
9 9936 0.000402576
10 10000 0.00045
11 10000 0.0005
12 9986 0.000600841
13 10000 0.0008
14 10000 0.00095
15 10000 0.0007
16 10000 0.0008
17 10000 0.0006
18 9894 0.000707499
19 9796 0.000612495
20 9932 0.000503423
21 9816 0.000611247
22 9820 0.000407332
23 9600 0.0003125
24 9558 0.000209249
25 9372 0.000106701
26 9470 0.000105597
27 9440 0.000211864
28 9492 0.000105352
29 9350 0.000213904
30 9224 0.000325239
31 9168 0.000327225
32 9286 0.000215378
33 9294 0.000322789
34 9194 0.000435066
35 9242 0.000216403
36 9200 0.000326087
37 9232 0.000433276
38 9272 0.000431406
39 9244 0.000432713
40 9202 0.000217344
41 9074 0.000330615
42 9142 0.000437541
43 9244 0.000432713
44 9334 0.000535676
45 9326 0.000428908
46 9070 0.000330761
47 9166 0.000436395
48 9230 0.000433369
49 9304 0.000322442
50 9306 0.000537288
51 9356 0.000534416
52 9530 0.000524659
53 9384 0.000639386
54 9342 0.000749304
55 9384 0.000426257
56 9274 0.000323485
57 9230 0.000216685
58 9138 0.000109433
59 9124 0.000219202
60 9170 0.000218103
61 9122 0.000328875
62 9036 0.000221337
63 8880 0.000337838
64 9088 0.000330106
65 9090 0.000550055
66 9218 0.00032545
67 9288 0.000322997
68 9228 0.000325098
69 9212 0.000217108
70 9218 0.00032545
71 9196 0.000652458
72 9192 0.000543951
73 9102 0.000769062
74 9066 0.00099272
75 8978 0.00111383
76 8988 0.00122385
77 8932 0.00111957
78 8874 0.0010142
79 8894 0.00123679
80 8940 0.001566
81 9136 0.00175131
82 9168 0.00185428
83 9276 0.00226391
84 9266 0.00259011
85 9338 0.0029985
86 9194 0.00348053
87 9112 0.00384109
88 9182 0.00402962
89 9126 0.00438308
90 9102 0.0051637
91 9042 0.00564035
92 9042 0.00564035
93 8998 0.00544565
94 9026 0.0062043
95 8904 0.00628931
96 9012 0.00565912
97 9104 0.00593146
98 8918 0.00594304
99 8948 0.00637014
100 8954 0.00692428
101 8998 0.00811291
102 8938 0.00906243
103 8984 0.00901603
104 9006 0.00954919
105 9110 0.0100988
106 9386 0.011613
107 9624 0.0128845
108 9646 0.012233
109 9612 0.0135248
110 9724 0.0143974
111 9746 0.0168274
112 9750 0.0177436
113 9998 0.0178036
114 10000 0.0198
115 10000 0.02005
116 10000 0.0209
117 10000 0.0228
118 10000 0.02375
119 10000 0.0257
120 10000 0.0261
121 10000 0.02945
122 10000 0.0304
123 10000 0.03135
124 9986 0.0339475
125 10000 0.03455
126 10000 0.03715
127 10000 0.0379
128 10000 0.0406
129 10000 0.0435
130 10000 0.04505
131 9994 0.0465279
132 10000 0.0486
133 9942 0.0525045
134 10000 0.0541
135 9934 0.0551641
136 9930 0.0584089
137 10000 0.05915
138 9978 0.0643416
139 10000 0.0682
