t n p
1 10000 0.00025
2 9926 0.000201491
3 9910 0.000302725
4 9834 0.000406752
5 9866 0.000304075
6 9830 0.000305188
7 9740 0.000205339
8 9726 0.000102817
9 9576 0.000208855
10 9516 0.000210172
11 9676 0.000310045
12 9496 0.000315922
13 9394 0.000319353
14 9348 0.000320924
15 9356 0.00032065
16 9380 0.000319829
17 9408 0.000212585
18 9356 0.000213767
19 9308 0.000214869
20 9366 0.000213538
21 9506 0.00031559
22 9470 0.000527983
23 9226 0.000541947
24 9274 0.00064697
25 9268 0.000539491
26 9356 0.0006413
27 9172 0.00087222
28 9244 0.00129814
29 9308 0.00128921
30 9266 0.00140298
31 9312 0.00128866
32 9346 0.00117697
33 9300 0.0011828
34 9200 0.00141304
35 9164 0.000763859
36 8952 0.000781948
37 9098 0.0007694
38 9126 0.000986193
39 9282 0.00129282
40 9152 0.00152972
41 9072 0.00176367
42 9038 0.00188095
43 8966 0.00211912
44 9076 0.00220361
45 9260 0.00237581
46 9080 0.0027533
47 9236 0.00259853
48 9308 0.00257843
49 9486 0.00337339
50 9448 0.00359865
51 9376 0.00362628
52 9232 0.00368284
53 9128 0.0037248
54 9090 0.00418042
55 9058 0.00463679
56 9012 0.00454949
57 8978 0.00412119
58 8838 0.00531795
59 8804 0.00533848
60 8828 0.00668328
61 8904 0.00606469
62 8826 0.00611829
63 8810 0.00578888
64 8728 0.00630156
65 8698 0.00678317
66 8732 0.00824553
67 8738 0.00801099
68 8804 0.00885961
69 8720 0.00883028
70 8684 0.0101336
71 8740 0.0112128
72 8672 0.0109548
73 8794 0.01194
74 8826 0.0128031
75 8788 0.013655
76 8922 0.0145707
77 8800 0.0157955
78 8806 0.017261
79 8918 0.0195111
80 8910 0.0215488
81 8952 0.0246872
82 9044 0.0265369
83 9142 0.0270182
84 9252 0.0276697
85 9244 0.0283427
86 9266 0.0323764
87 9446 0.0317595
88 9374 0.0342437
89 9414 0.0344168
90 9254 0.0343635
91 9484 0.0363771
92 9390 0.0361022
93 9492 0.0378213
94 9614 0.0407739
95 9590 0.0435871
96 9654 0.0471307
97 9860 0.0511156
98 10000 0.056
99 10000 0.06165
100 10000 0.06425
101 10000 0.06565
102 10000 0.06975
103 9970 0.0738215
104 9894 0.0803517
105 10000 0.08385
106 10000 0.08665
107 10000 0.09
108 10000 0.09405
109 10000 0.10075
110 10000 0.10735
111 10000 0.1127
112 10000 0.1186
113 9918 0.126235
114 9948 0.136912
115 10000 0.14315
116 10000 0.15245
117 10000 0.1613
118 10000 0.16885
119 10000 0.1758
120 10000 0.18525
121 10000 0.18995
122 10000 0.1963
123 10000 0.2045
124 10000 0.2122
125 10000 0.21925
126 10000 0.22925
127 10000 0.23465
128 10000 0.2467
129 10000 0.25395
130 10000 0.259
131 10000 0.2696
132 10000 0.2796
133 10000 0.2831
134 10000 0.2899
135 10000 0.29785
136 10000 0.3056
137 10000 0.314
138 10000 0.3205
139 10000 0.33125
140 10000 0.3387
141 10000 0.34435
142 10000 0.3516
143 10000 0.35845
144 10000 0.36525
145 10000 0.37065
146 10000 0.3751
147 10000 0.3794
148 10000 0.38595
149 10000 0.39275
150 10000 0.3982
151 10000 0.4065
152 10000 0.4105
153 10000 0.4175
154 10000 0.4243
155 10000 0.4259
156 10000 0.4263
157 10000 0.4285
158 10000 0.43005
159 10000 0.43345
160 10000 0.43635
161 10000 0.44085
162 10000 0.4431
163 10000 0.448
164 10000 0.45155
165 10000 0.45325
166 10000 0.4557
167 10000 0.45605
168 10000 0.4597
169 10000 0.4633
170 10000 0.46445
171 10000 0.4668
172 10000 0.46835
173 10000 0.47225
174 10000 0.47335
175 10000 0.474
176 10000 0.4742
177 10000 0.4756
178 10000 0.4792
179 10000 0.47905
180 10000 0.4804
181 10000 0.48065
182 10000 0.48255
183 10000 0.48385
184 10000 0.4861
185 10000 0.48715
186 10000 0.48675
187 10000 0.4878
188 10000 0.4893
189 10000 0.49005
190 10000 0.49145
191 10000 0.49185
192 10000 0.4922
193 10000 0.49245
194 10000 0.49325
195 10000 0.49265
196 10000 0.49275
197 10000 0.4929
198 10000 0.4936
199 10000 0.4944
200 10000 0.4945
201 10000 0.49445
202 10000 0.49495
203 10000 0.4947
204 10000 0.4948
205 10000 0.49505
206 10000 0.49485
207 10000 0.4958
208 10000 0.49595
209 10000 0.49645
210 10000 0.49575
211 10000 0.49645
212 10000 0.49735
213 10000 0.49745
214 10000 0.4976
215 10000 0.498
216 10000 0.4987
217 10000 0.4993
218 10000 0.49925
219 10000 0.4994
220 10000 0.49925
221 10000 0.4992
222 10000 0.499
223 10000 0.499
224 10000 0.499
225 10000 0.49915
226 10000 0.4988
227 10000 0.4992
228 10000 0.4993
229 10000 0.49945
230 10000 0.49945
231 10000 0.4994
232 10000 0.4995
233 10000 0.4995
234 10000 0.49965
235 10000 0.49965
236 10000 0.4997
237 10000 0.49975
238 10000 0.4998
239 10000 0.4998
240 10000 0.4997
241 10000 0.4997
242 10000 0.49965
243 10000 0.4998
244 10000 0.4997
245 10000 0.4997
246 10000 0.4998
247 10000 0.4999
248 10000 0.49985
249 10000 0.4999
250 10000 0.5
