t n p
1 10000 0.00025
2 9940 0.000201207
3 9914 0.000201735
4 9950 0.00040201
5 9802 0.00061212
6 9882 0.000708359
7 9780 0.000613497
8 9940 0.000603622
9 10000 0.0008
10 10000 0.0006
11 9984 0.000600962
12 9774 0.000716186
13 9780 0.00102249
14 9656 0.00113919
15 9616 0.000831947
16 9584 0.000939065
17 9634 0.000622794
18 9620 0.000831601
19 9742 0.000923835
20 9850 0.00101523
21 9874 0.00111404
22 9926 0.0011082
23 9894 0.00111178
24 9928 0.00141015
25 9962 0.00130496
26 9870 0.00172239
27 9930 0.00140987
28 9868 0.00141873
29 9880 0.00151822
30 9850 0.00142132
31 10000 0.0019
32 10000 0.0016
33 10000 0.0016
34 10000 0.00165
35 10000 0.0018
36 10000 0.0019
37 10000 0.0021
38 9940 0.00251509
39 9876 0.00253139
40 9848 0.00203087
41 10000 0.00165
42 10000 0.0011
43 10000 0.0014
44 10000 0.00155
45 10000 0.0017
46 10000 0.00165
47 9868 0.00131739
48 9972 0.00140393
49 9946 0.00130706
50 9996 0.00140056
51 9986 0.0015021
52 10000 0.0018
53 10000 0.0017
54 9872 0.00222853
55 9730 0.00226105
56 9614 0.00270439
57 9640 0.0026971
58 9560 0.00271967
59 9504 0.00242003
60 9538 0.00283078
61 9356 0.00203078
62 9282 0.0018315
63 9374 0.00181353
64 9396 0.00117071
65 9382 0.00149222
66 9292 0.00182953
67 9288 0.00226098
68 9366 0.00288277
69 9330 0.00310825
70 9410 0.00371945
71 9540 0.00408805
72 9702 0.00381365
73 9708 0.00381129
74 9548 0.00377042
75 9672 0.00423904
76 9798 0.00459277
77 9770 0.00399181
78 9848 0.00396019
79 9956 0.00462033
80 10000 0.0043
81 9870 0.00486322
82 9812 0.00499389
83 9884 0.00475516
84 10000 0.0053
85 9964 0.00612204
86 9942 0.00683967
87 10000 0.00875
88 9838 0.00884326
89 9892 0.00930044
90 9814 0.0100876
91 9832 0.0103743
92 9894 0.0103093
93 9874 0.010634
94 9844 0.00985372
95 9968 0.010634
96 9886 0.0117338
97 10000 0.01225
98 10000 0.01275
99 10000 0.01425
100 9996 0.015006
101 9970 0.0168506
102 9998 0.0178036
103 10000 0.01775
104 10000 0.02
105 10000 0.0215
106 9932 0.0229561
107 10000 0.02395
108 10000 0.0246
109 10000 0.0253
110 9978 0.0246542
111 10000 0.0256
112 10000 0.02815
113 10000 0.0301
114 10000 0.0325
115 9996 0.035014
116 9896 0.0389046
117 9872 0.0395057
118 9926 0.0398952
119 10000 0.04205
120 10000 0.0439
121 10000 0.0463
122 10000 0.04795
123 10000 0.04995
124 9996 0.0548219
125 10000 0.0585
126 10000 0.05785
127 10000 0.0642
128 10000 0.0694
129 10000 0.0729
130 10000 0.07755
131 10000 0.0798
132 10000 0.08655
133 10000 0.09055
134 10000 0.09495
135 10000 0.0984
136 9940 0.102314
137 10000 0.10815
138 10000 0.1137
139 10000 0.1211
140 10000 0.1271
141 10000 0.1349
142 10000 0.14185
143 10000 0.1479
144 10000 0.15105
145 10000 0.1537
146 10000 0.16365
147 10000 0.17165
148 10000 0.1789
149 10000 0.18665
150 10000 0.1895
151 10000 0.19475
152 10000 0.2051
153 10000 0.2108
154 10000 0.21665
155 10000 0.22445
156 10000 0.23165
157 10000 0.23985
158 10000 0.245
159 10000 0.24785
160 10000 0.25985
161 10000 0.2695
162 10000 0.2727
163 10000 0.27795
164 10000 0.28715
165 10000 0.29465
166 10000 0.29965
167 10000 0.3077
168 10000 0.3144
169 10000 0.3164
170 10000 0.3252
171 10000 0.33025
172 10000 0.3357
173 10000 0.34375
174 10000 0.35
175 10000 0.3555
176 10000 0.365
177 10000 0.37485
178 10000 0.38125
179 10000 0.3895
180 10000 0.39435
181 10000 0.40015
182 10000 0.4063
183 10000 0.41245
184 10000 0.41785
185 10000 0.42315
186 10000 0.42755
187 10000 0.43235
188 10000 0.43785
189 10000 0.4397
190 10000 0.4436
191 10000 0.44865
192 10000 0.45355
193 10000 0.45625
194 10000 0.46035
195 10000 0.462
196 10000 0.46555
197 10000 0.46855
198 10000 0.47265
199 10000 0.474
200 10000 0.4772
201 10000 0.47725
202 10000 0.477
203 10000 0.4793
204 10000 0.4797
205 10000 0.4796
206 10000 0.4803
207 10000 0.4823
208 10000 0.4828
209 10000 0.4835
210 10000 0.4837
211 10000 0.4842
212 10000 0.4848
213 10000 0.4872
214 10000 0.48815
215 10000 0.48855
216 10000 0.48885
217 10000 0.49005
218 10000 0.49115
219 10000 0.4911
220 10000 0.491
221 10000 0.49305
222 10000 0.4934
223 10000 0.49285
224 10000 0.4938
225 10000 0.4944
226 10000 0.495
227 10000 0.4955
228 10000 0.49515
229 10000 0.49635
230 10000 0.4974
231 10000 0.4971
232 10000 0.49705
233 10000 0.49745
234 10000 0.4976
235 10000 0.4972
236 10000 0.4976
237 10000 0.4977
238 10000 0.4979
239 10000 0.4973
240 10000 0.4972
241 10000 0.4967
242 10000 0.4968
243 10000 0.4974
244 10000 0.49705
245 10000 0.4977
246 10000 0.4978
247 10000 0.49795
248 10000 0.4977
249 10000 0.4972
250 10000 0.4972
251 10000 0.49765
252 10000 0.4981
253 10000 0.4984
254 10000 0.49825
255 10000 0.4984
256 10000 0.49825
257 10000 0.4985
258 10000 0.4987
259 10000 0.4986
260 10000 0.49805
261 10000 0.49785
262 10000 0.49825
263 10000 0.4985
264 10000 0.49905
265 10000 0.49965
266 10000 0.4998
267 10000 0.4999
268 10000 0.4998
269 10000 0.4999
270 10000 0.4999
271 10000 0.4998
272 10000 0.5
