t n p
2 9858 0.000405762
3 9868 0.000304013
4 9940 0.000100604
5 10000 0.0001
6 10000 0.0001
7 10000 0.0002
8 9976 0.000300722
9 9866 0.000202716
10 9966 0.000200682
11 9740 0.000308008
12 9866 0.000506791
13 9888 0.000404531
14 10000 0.0005
15 10000 0.00075
16 9958 0.000903796
17 10000 0.0014
18 9818 0.00101854
19 9916 0.00131101
20 9982 0.00140252
21 10000 0.0013
22 10000 0.0012
23 10000 0.0014
24 10000 0.0017
25 9972 0.00120337
26 9882 0.00141672
27 10000 0.0015
28 10000 0.0015
29 9860 0.00162272
30 9772 0.00173966
31 9768 0.001638
32 9872 0.00151945
33 9888 0.00171926
34 9856 0.00202922
35 9794 0.00204207
36 9776 0.00255728
37 9846 0.0025391
38 9784 0.00173753
39 9842 0.0019305
40 9796 0.00163332
41 9786 0.00173718
42 9774 0.00235318
43 9762 0.00225364
44 9770 0.00235415
45 9878 0.00212594
46 10000 0.0022
47 9976 0.00210505
48 9942 0.00221283
49 9958 0.00210886
50 9758 0.00215208
51 9720 0.00195473
52 9534 0.00188798
53 9584 0.00156511
54 9672 0.00186104
55 9666 0.00175874
56 9616 0.00176789
57 9540 0.00230608
58 9576 0.00240184
59 9560 0.00230126
60 9676 0.00217032
61 9628 0.00207727
62 9498 0.00221099
63 9622 0.00239036
64 9640 0.00197095
65 9544 0.00230511
66 9532 0.00230802
67 9618 0.00197546
68 9782 0.00194234
69 9822 0.00234168
70 9636 0.00249066
71 9536 0.00283138
72 9714 0.00360305
73 9766 0.00378865
74 9780 0.00419223
75 9832 0.00376322
76 9590 0.00406674
77 9430 0.00455992
78 9502 0.00526205
79 9346 0.00524288
80 9228 0.00487646
81 9234 0.00519818
82 9200 0.00554348
83 8972 0.00646456
84 8972 0.00613018
85 9082 0.00737723
86 9082 0.00605593
87 9084 0.00660502
88 9080 0.00660793
89 9058 0.00695518
90 9280 0.00786638
91 9336 0.00846187
92 9396 0.00925926
93 9464 0.00982671
94 9608 0.0107202
95 9620 0.0114345
96 9838 0.013519
97 9978 0.0135298
98 9920 0.0136089
99 9892 0.013243
100 9868 0.0136806
101 9954 0.0135624
102 10000 0.0135
103 9924 0.0143087
104 10000 0.01565
105 9866 0.0148997
106 9826 0.0155709
107 9880 0.0181174
108 10000 0.0195
109 9980 0.0214429
110 10000 0.0239
111 10000 0.02665
112 10000 0.02905
113 10000 0.03165
114 10000 0.03375
115 9960 0.0358434
116 10000 0.0373
117 10000 0.04145
118 10000 0.04535
119 10000 0.04695
120 10000 0.05105
121 9960 0.0550201
122 10000 0.05805
123 10000 0.0605
124 10000 0.0654
125 10000 0.0683
126 9888 0.0733212
127 9882 0.0786278
128 10000 0.08
129 10000 0.0822
130 10000 0.0881
131 10000 0.09195
132 10000 0.09665
133 10000 0.1063
134 10000 0.11175
135 10000 0.1186
136 10000 0.122
137 10000 0.1257
138 10000 0.13235
139 10000 0.138
140 10000 0.14605
141 10000 0.15175
142 10000 0.1593
143 10000 0.1685
144 10000 0.1758
145 10000 0.1804
146 10000 0.18455
147 10000 0.19325
148 10000 0.202
149 10000 0.20745
150 10000 0.2172
151 10000 0.22325
152 10000 0.22735
153 10000 0.2352
154 10000 0.2381
155 10000 0.2446
156 10000 0.24935
157 10000 0.2568
158 10000 0.2632
159 10000 0.2728
160 10000 0.279
161 10000 0.2854
162 10000 0.2924
163 10000 0.3017
164 10000 0.31035
165 10000 0.3205
166 10000 0.32415
167 10000 0.32955
168 10000 0.33865
169 10000 0.3485
170 10000 0.3529
171 10000 0.36095
172 10000 0.37265
173 10000 0.3772
174 10000 0.3829
175 10000 0.3892
176 10000 0.39525
177 10000 0.40055
178 10000 0.4075
179 10000 0.4126
180 10000 0.41655
181 10000 0.4206
182 10000 0.42445
183 10000 0.42925
184 10000 0.4345
185 10000 0.4377
186 10000 0.44125
187 10000 0.44335
188 10000 0.44645
189 10000 0.44705
190 10000 0.4474
191 10000 0.4479
192 10000 0.4494
193 10000 0.4505
194 10000 0.45325
195 10000 0.4563
196 10000 0.46135
197 10000 0.46335
198 10000 0.46565
199 10000 0.46815
200 10000 0.4693
201 10000 0.4719
202 10000 0.4743
203 10000 0.47635
204 10000 0.478
205 10000 0.4782
206 10000 0.48065
207 10000 0.48285
208 10000 0.48435
209 10000 0.4852
210 10000 0.48535
211 10000 0.4878
212 10000 0.4884
213 10000 0.488
214 10000 0.48855
215 10000 0.4919
216 10000 0.492
217 10000 0.4923
218 10000 0.4931
219 10000 0.4931
220 10000 0.49285
221 10000 0.49405
222 10000 0.49455
223 10000 0.49535
224 10000 0.4955
225 10000 0.4957
226 10000 0.49655
227 10000 0.497
228 10000 0.4971
229 10000 0.4971
230 10000 0.49775
231 10000 0.49795
232 10000 0.49815
233 10000 0.49855
234 10000 0.49865
235 10000 0.4987
236 10000 0.49895
237 10000 0.4991
238 10000 0.4992
239 10000 0.49935
240 10000 0.4994
241 10000 0.49955
242 10000 0.4998
243 10000 0.4998
244 10000 0.49985
245 10000 0.49975
246 10000 0.4998
247 10000 0.5
