t n p
2 10000 0.0002
3 10000 0.0002
4 9876 0.000202511
5 9742 0.000307945
6 9764 0.000307251
7 9852 0.000304507
8 9710 0.00030896
9 9850 0.000304569
10 9634 0.000207598
11 9738 0.000308071
12 9632 0.000311462
13 9672 0.000413565
14 9686 0.000206484
15 9584 0.000313022
16 9646 0.00020734
17 9708 0.000412031
18 9856 0.000608766
19 9736 0.000718981
20 9786 0.00102187
21 9774 0.000613874
22 9888 0.000707929
23 9970 0.000601805
24 9762 0.000717066
25 9962 0.000602289
26 9896 0.000606306
27 9870 0.000911854
28 9814 0.000713267
29 9888 0.000404531
30 9796 0.000306247
31 9914 0.000504337
32 9908 0.000807428
33 9934 0.000704651
34 10000 0.0007
35 9924 0.000705361
36 9968 0.000902889
37 10000 0.001
38 10000 0.0013
39 10000 0.0017
40 9920 0.00181452
41 10000 0.0015
42 9812 0.00112108
43 9690 0.00123839
44 9552 0.000837521
45 9324 0.000750751
46 9300 0.000967742
47 9454 0.0012693
48 9322 0.0016091
49 9386 0.00202429
50 9546 0.00272365
51 9404 0.00233943
52 9320 0.0026824
53 9440 0.00264831
54 9494 0.00273857
55 9444 0.00338839
56 9532 0.00377675
57 9702 0.004329
58 9666 0.00372439
59 9708 0.00484137
60 9766 0.00593897
61 9902 0.00545344
62 9860 0.00659229
63 9798 0.00632782
64 9776 0.00685352
65 10000 0.0071
66 9994 0.0075045
67 9932 0.00775272
68 9856 0.0078125
69 9808 0.00815661
70 9874 0.00951995
71 9898 0.0105072
72 10000 0.0107
73 9956 0.0111491
74 9940 0.0120724
75 9948 0.0131685
76 10000 0.015
77 10000 0.017
78 10000 0.0182
79 10000 0.0175
80 10000 0.0187
81 10000 0.0203
82 10000 0.0236
83 9868 0.0247264
84 9836 0.0260268
85 9892 0.0276992
86 10000 0.02985
87 10000 0.0326
88 10000 0.03385
89 10000 0.0375
90 9974 0.0393022
91 9738 0.0433354
92 9646 0.0432304
93 9774 0.0462451
94 9872 0.0484198
95 10000 0.05275
96 10000 0.0568
97 10000 0.05815
98 10000 0.06035
99 10000 0.06425
100 10000 0.0669
101 10000 0.06965
102 10000 0.0727
103 9986 0.0768075
104 10000 0.0845
105 10000 0.08915
106 9850 0.0920812
107 9844 0.0970134
108 9906 0.102059
109 10000 0.10585
110 10000 0.11595
111 10000 0.1219
112 10000 0.1282
113 10000 0.134
114 10000 0.13905
115 10000 0.14685
116 10000 0.154
117 10000 0.1625
118 10000 0.1719
119 10000 0.1798
120 10000 0.1845
121 10000 0.1921
122 10000 0.1961
123 10000 0.1984
124 10000 0.2041
125 10000 0.20995
126 10000 0.212
127 10000 0.2224
128 10000 0.2258
129 10000 0.23455
130 10000 0.2426
131 10000 0.2508
132 10000 0.26215
133 10000 0.2687
134 10000 0.28035
135 10000 0.29155
136 10000 0.30075
137 10000 0.3082
138 10000 0.31845
139 10000 0.32235
140 10000 0.3274
141 10000 0.3306
142 10000 0.33585
143 10000 0.3476
144 10000 0.35645
145 10000 0.36215
146 10000 0.37035
147 10000 0.37805
148 10000 0.3814
149 10000 0.38945
150 10000 0.3946
151 10000 0.39885
152 10000 0.40405
153 10000 0.40855
154 10000 0.41405
155 10000 0.41925
156 10000 0.4244
157 10000 0.4267
158 10000 0.42965
159 10000 0.4341
160 10000 0.43855
161 10000 0.4397
162 10000 0.44435
163 10000 0.4474
164 10000 0.45215
165 10000 0.45485
166 10000 0.4567
167 10000 0.46055
168 10000 0.4618
169 10000 0.4638
170 10000 0.4652
171 10000 0.4707
172 10000 0.4729
173 10000 0.4755
174 10000 0.47815
175 10000 0.4794
176 10000 0.4816
177 10000 0.4831
178 10000 0.4855
179 10000 0.4874
180 10000 0.48835
181 10000 0.4894
182 10000 0.49075
183 10000 0.4905
184 10000 0.4908
185 10000 0.4918
186 10000 0.49305
187 10000 0.49255
188 10000 0.49355
189 10000 0.49325
190 10000 0.49455
191 10000 0.49405
192 10000 0.4943
193 10000 0.4947
194 10000 0.4946
195 10000 0.49415
196 10000 0.49425
197 10000 0.4943
198 10000 0.4955
199 10000 0.49575
200 10000 0.49635
201 10000 0.4967
202 10000 0.49695
203 10000 0.4967
204 10000 0.49705
205 10000 0.49695
206 10000 0.49725
207 10000 0.4979
208 10000 0.498
209 10000 0.49865
210 10000 0.4987
211 10000 0.4991
212 10000 0.49925
213 10000 0.4992
214 10000 0.4992
215 10000 0.49925
216 10000 0.4991
217 10000 0.4994
218 10000 0.4993
219 10000 0.4993
220 10000 0.4994
221 10000 0.4995
222 10000 0.4995
223 10000 0.4995
224 10000 0.4994
225 10000 0.49965
226 10000 0.4997
227 10000 0.4998
228 10000 0.4998
229 10000 0.49985
230 10000 0.4999
231 10000 0.4999
232 10000 0.5
