t n p
0 10000 0
1 9500 0
2 8914 0
3 8486 0
4 8012 0
5 7488 0
6 7120 0
7 6932 0
8 6632 0
9 6314 7.91891e-05
10 5948 0
11 5668 0
12 5322 0
13 5102 0
14 4896 0
15 4790 0
16 4500 0
17 4314 0
18 4092 0
19 3816 0
20 3664 0
21 3566 0
22 3398 0
23 3186 0
24 3080 0
25 2858 0
26 2792 0
27 2658 0
28 2570 0
29 2372 0
30 2228 0
31 2128 0
32 2006 0
33 1900 0
34 1806 0
35 1678 0
36 1574 0
37 1516 0
38 1420 0
39 1320 0
40 1252 0
41 1140 0
42 1128 0
43 1044 0
44 960 0
45 906 0
46 884 0
47 850 0
48 834 0
49 802 0
50 736 0.000679348
51 700 0.00214286
52 636 0.00314465
53 610 0.00409836
54 578 0.00519031
55 554 0.00631769
56 522 0.00478927
57 552 0.00543478
58 524 0.00572519
59 458 0.00764192
60 390 0.0128205
61 372 0.00537634
62 356 0.00983146
63 348 0.00574713
64 328 0.0106707
65 348 0.00431034
66 342 0.00730994
67 306 0.00490196
68 296 0.00168919
69 272 0.00367647
70 242 0.00619835
71 190 0.00789474
72 194 0.00773196
73 176 0.0142045
74 164 0.00914634
75 134 0.011194
76 132 0.0151515
77 110 0.00909091
78 82 0.0365854
79 72 0.0416667
80 74 0.0337838
81 62 0.0403226
82 66 0.0909091
83 74 0.128378
84 82 0.097561
85 94 0.0691489
86 76 0.105263
87 62 0.153226
88 66 0.113636
89 70 0.114286
90 76 0.151316
91 60 0.15
92 56 0.116071
93 64 0.109375
94 52 0.125
95 54 0.212963
96 60 0.216667
97 58 0.293103
98 60 0.383333
99 56 0.401786
100 70 0.457143
101 86 0.488372
102 88 0.528409
103 90 0.505556
104 94 0.558511
105 116 0.633621
106 128 0.683594
107 146 0.739726
108 158 0.743671
109 170 0.752941
110 194 0.721649
111 222 0.752252
112 228 0.747807
113 248 0.764113
114 248 0.794355
115 256 0.765625
116 276 0.782609
117 294 0.818027
118 292 0.844178
119 326 0.875767
120 350 0.905714
121 386 0.932642
122 428 0.939252
123 512 0.951172
124 586 0.945392
125 662 0.950906
126 710 0.959155
127 830 0.963253
128 976 0.963115
129 1150 0.954783
130 1286 0.955288
131 1412 0.963881
132 1524 0.963583
133 1722 0.957607
134 1930 0.963212
135 2074 0.961909
136 2348 0.969336
137 2686 0.970588
138 3090 0.974434
139 3492 0.980813
140 3916 0.982125
141 4396 0.987944
142 4910 0.988086
143 5628 0.987118
144 6410 0.986895
145 7302 0.987949
146 8460 0.98883
147 9652 0.988966
148 10000 0.98995
149 10000 0.9902
150 10000 0.9916
151 10000 0.9921
152 10000 0.99315
153 10000 0.994
154 10000 0.995
155 10000 0.9964
156 10000 0.99635
157 10000 0.99625
158 10000 0.9969
159 10000 0.99695
160 10000 0.99695
161 10000 0.9959
162 10000 0.99665
163 10000 0.99765
164 10000 0.9976
165 10000 0.99835
166 10000 0.9987
167 10000 0.9994
168 10000 0.9992
169 10000 0.9996
170 10000 0.9995
171 10000 0.99965
172 10000 0.9999
173 10000 1
