t n p
1 9368 0
2 8908 0
3 8488 0
4 7960 0
5 7648 0
6 7358 0
7 7078 0
8 6818 0
9 6496 0
10 6204 0
11 5872 0
12 5608 8.91583e-05
13 5272 0.000284522
14 5022 0.000199124
15 4718 0.000211954
16 4436 0.000112714
17 4280 0.000233645
18 4110 0.000486618
19 3878 0.000257865
20 3678 0.000543774
21 3428 0.00116686
22 3330 0.00105105
23 3164 0.00126422
24 3036 0.000988142
25 2880 0.00121528
26 2838 0.000704722
27 2760 0.000905797
28 2620 0.00171756
29 2478 0.00201776
30 2302 0.00173762
31 2226 0.00292004
32 2028 0.00419132
33 1904 0.00446429
34 1780 0.00646067
35 1686 0.0112693
36 1570 0.0117834
37 1536 0.014974
38 1456 0.0161401
39 1372 0.018586
40 1280 0.0171875
41 1262 0.0174326
42 1186 0.0139123
43 1158 0.0129534
44 1142 0.0148862
45 1048 0.0119275
46 1002 0.011477
47 916 0.00982533
48 782 0.00703325
49 714 0.00770308
50 688 0.00726744
51 686 0.0138484
52 668 0.0149701
53 640 0.0179687
54 596 0.0201342
55 554 0.0288809
56 478 0.0366109
57 422 0.0485782
58 386 0.0841969
59 382 0.103403
60 332 0.137048
61 312 0.144231
62 302 0.140728
63 276 0.141304
64 276 0.139493
65 246 0.154472
66 262 0.133588
67 252 0.144841
68 246 0.164634
69 252 0.180556
70 238 0.195378
71 242 0.210744
72 238 0.237395
73 214 0.235981
74 214 0.21729
75 222 0.238739
76 232 0.237069
77 222 0.265766
78 240 0.3
79 222 0.331081
80 236 0.315678
81 232 0.303879
82 230 0.313043
83 212 0.32783
84 240 0.35
85 248 0.379032
86 278 0.370504
87 316 0.403481
88 330 0.425758
89 336 0.383929
90 332 0.406627
91 348 0.45977
92 344 0.472384
93 344 0.465116
94 356 0.497191
95 364 0.53022
96 380 0.519737
97 354 0.553672
98 394 0.571066
99 404 0.575495
100 448 0.565848
101 448 0.603795
102 450 0.595556
103 502 0.573705
104 516 0.588178
105 558 0.610215
106 606 0.636139
107 660 0.655303
108 674 0.689911
109 780 0.710256
110 812 0.728448
111 914 0.753829
112 1022 0.780822
113 1142 0.787653
114 1322 0.768533
115 1416 0.782486
116 1532 0.784922
117 1694 0.784829
118 1888 0.798729
119 2076 0.809008
120 2236 0.809705
121 2488 0.829984
122 2820 0.849468
123 3170 0.857571
124 3550 0.878592
125 3940 0.884264
126 4602 0.892764
127 5122 0.897013
128 5758 0.904481
129 6404 0.911384
130 7322 0.918806
131 8282 0.930452
132 9254 0.937486
133 10000 0.94185
134 10000 0.94695
135 10000 0.95155
136 10000 0.9546
137 10000 0.963
138 10000 0.96555
139 10000 0.9708
140 10000 0.9744
141 10000 0.97705
142 10000 0.9788
143 10000 0.9813
144 10000 0.9825
145 10000 0.9843
146 10000 0.98475
147 10000 0.98715
148 10000 0.98745
149 10000 0.98735
150 10000 0.988
151 10000 0.99
152 10000 0.98945
153 10000 0.99
154 10000 0.9913
155 10000 0.9925
156 10000 0.9925
157 10000 0.9924
158 10000 0.99375
159 10000 0.9943
160 10000 0.9945
161 10000 0.9949
162 10000 0.9941
163 10000 0.9942
164 10000 0.9944
165 10000 0.9949
166 10000 0.9952
167 10000 0.9963
168 10000 0.99715
169 10000 0.9975
170 10000 0.9984
171 10000 0.99855
172 10000 0.9989
173 10000 0.99915
174 10000 0.9989
175 10000 0.99845
176 10000 0.99915
177 10000 0.99935
178 10000 0.99965
179 10000 0.99975
180 10000 0.9995
181 10000 0.99945
182 10000 0.99965
183 10000 0.9995
184 10000 0.9999
185 10000 0.99975
186 10000 0.9998
187 10000 0.9999
188 10000 0.99985
189 10000 0.9999
190 10000 0.99975
191 10000 0.9998
192 10000 0.99975
193 10000 0.9999
194 10000 0.99995
195 10000 0.99995
196 10000 0.9999
197 10000 0.9999
198 10000 0.99995
199 10000 0.9999
200 10000 0.9999
201 10000 0.99985
202 10000 0.99975
203 10000 0.99995
204 10000 1
